"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0057001004,59,1,0,1,0,0,1,62
0057001005,30,0,0,0,3,1,1,35
0057001012,33,0,0,0,0,0,0,33
0057002016,62,0,0,0,0,0,0,62
0057001018,14,0,0,0,0,0,0,14
0057001021,11,0,1,0,0,0,0,12
0057002003,48,0,2,0,0,5,4,59
0057002005,0,0,0,0,0,0,0,0
0057001001,66,2,0,0,0,0,1,69
0057001015,25,0,0,0,0,0,0,25
0057002002,38,0,0,1,0,0,0,39
0057002006,61,0,0,0,0,0,0,61
0057002010,70,8,0,2,0,2,0,82
0057002019,82,2,0,0,0,0,0,84
0057002021,28,0,0,0,0,0,1,29
0057002001,59,0,0,0,0,0,0,59
0057002009,61,14,0,0,0,4,0,79
0057002012,68,4,0,0,0,0,0,72
0057001000,52,0,1,0,0,4,0,57
0057001002,70,0,0,0,0,1,0,71
0057001007,47,0,0,1,0,0,9,57
0057001017,63,1,0,0,0,3,0,67
0057001022,15,0,0,0,0,0,0,15
0057001008,64,0,0,0,0,0,3,67
0057001010,62,4,0,3,0,0,0,69
0057002014,66,0,0,0,0,0,0,66
0057001016,68,0,2,1,0,1,0,72
0057001019,15,0,0,0,0,0,0,15
0057002000,46,11,0,0,0,1,0,58
0057001011,59,0,0,0,0,0,0,59
0057002020,40,1,2,0,0,0,0,43
0057002004,47,14,0,0,0,6,0,67
0057002008,57,1,0,0,0,1,0,59
0057002011,57,0,0,1,0,0,2,60
0057001006,52,0,0,0,0,2,0,54
0057001009,59,0,0,0,0,0,0,59
0057001013,16,1,0,0,0,0,0,17
0057002018,64,10,2,0,0,1,3,80
0057001014,31,0,0,0,0,0,0,31
0057001020,13,0,0,1,0,0,0,14
0057002007,50,1,0,0,0,1,3,55
0057001003,57,0,0,0,0,0,0,57
0057002015,29,0,0,0,0,0,0,29
0057002017,58,9,0,0,0,0,2,69
0057002013,65,0,1,0,0,0,0,66
,,,,,,,,
"Total Records: 46",,,,,,,,
"Census Tract: 5700",,,,,,,,
