"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0108001003,47,0,0,0,0,0,0,47
0108001010,139,57,3,3,0,10,9,221
0108002001,111,5,1,1,0,0,4,122
0108002004,115,9,3,2,0,1,1,131
0108001009,18,1,0,0,0,2,0,21
0108002000,58,8,1,0,0,3,0,70
0108001001,47,3,0,0,0,0,0,50
0108001012,0,1,0,0,0,1,0,2
0108001014,56,1,0,1,0,0,0,58
0108002003,509,68,2,23,1,32,21,656
0108001002,13,2,0,0,0,0,0,15
0108001004,2,0,0,0,0,0,0,2
0108002005,103,7,2,6,0,2,0,120
0108001005,48,0,0,0,0,0,0,48
0108001006,96,3,1,0,0,4,0,104
0108001007,77,5,1,1,0,0,1,85
0108001008,7,0,0,0,0,0,0,7
0108002006,63,3,0,2,0,2,0,70
0108001000,0,0,0,0,0,0,0,0
0108001011,93,3,0,1,0,3,1,101
0108001013,103,4,0,2,2,3,0,114
0108002002,36,0,0,0,0,3,0,39
,,,,,,,,
"Total Records: 23",,,,,,,,
"Census Tract: 10800",,,,,,,,
