"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0017003007,0,0,0,0,0,0,0,0
0017004001,41,36,0,2,0,2,2,83
0017004003,34,18,1,1,0,8,0,62
0017001002,47,18,0,0,0,0,0,65
0017002001,70,27,0,2,0,10,0,109
0017002005,12,36,0,0,0,0,0,48
0017002000,38,67,2,18,0,4,3,132
0017003006,43,11,0,0,0,1,0,55
0017004002,20,16,0,0,0,0,1,37
0017004004,8,5,0,0,0,0,0,13
0017005004,40,16,0,5,0,0,0,61
0017002002,72,13,0,5,0,1,2,93
0017002007,49,23,0,6,0,5,1,84
0017002008,49,28,3,0,0,0,2,82
0017003002,22,62,1,0,0,0,0,85
0017003003,21,112,0,1,0,2,4,140
0017003004,34,14,0,4,0,1,0,53
0017005003,34,11,1,0,0,4,0,50
0017001006,59,16,0,6,0,3,0,84
0017002003,69,33,0,9,0,3,1,115
0017004005,49,30,0,0,0,0,3,82
0017004007,25,75,0,1,0,5,0,106
0017004008,67,27,1,4,0,1,0,100
0017005001,62,210,2,3,0,8,2,287
0017002006,0,0,0,0,0,0,0,0
0017003001,10,60,0,0,0,1,1,72
0017003008,0,0,0,0,0,0,0,0
0017005000,41,75,2,0,0,0,2,120
0017001005,34,18,0,1,0,4,0,57
0017003005,32,31,0,0,0,3,2,68
0017004009,21,1,0,11,1,0,0,34
0017001001,50,93,1,21,0,2,0,167
0017001003,124,17,0,3,0,4,2,150
0017001007,72,30,2,6,0,0,0,110
0017004000,48,57,0,0,0,0,0,105
0017004006,42,3,0,0,0,9,0,54
0017005002,162,335,4,0,0,29,6,536
0017005005,143,284,4,7,0,18,3,459
0017001000,103,105,10,16,0,3,4,241
0017001004,76,9,0,5,0,0,0,90
0017002004,51,22,0,8,0,3,0,84
0017003000,78,133,0,9,0,5,0,225
,,,,,,,,
"Total Records: 43",,,,,,,,
"Census Tract: 1700",,,,,,,,
