"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0212001009,53,0,0,0,0,1,0,54
0212001011,36,0,0,0,0,0,0,36
0212002002,0,0,0,0,0,1,1,2
0212002004,521,0,2,3,0,6,5,537
0212002005,0,0,0,0,0,0,0,0
0212001008,57,0,0,0,0,0,1,58
0212001010,49,0,0,3,0,5,0,57
0212001012,146,4,0,28,0,7,5,190
0212002006,27,0,0,0,1,0,0,28
0212001004,73,0,0,0,0,0,7,80
0212001006,65,0,1,0,0,1,0,67
0212002000,0,0,0,0,0,0,0,0
0212001005,44,0,0,0,0,0,0,44
0212001014,0,0,0,0,0,0,0,0
0212001016,67,0,0,1,0,1,3,72
0212002001,3,0,0,0,0,0,0,3
0212001017,141,6,3,10,0,3,20,183
0212001002,189,0,0,0,0,2,1,192
0212001003,45,0,3,2,0,0,5,55
0212001007,47,0,0,0,0,0,0,47
0212001013,0,0,0,0,0,0,0,0
0212001000,173,0,0,0,0,0,2,175
0212001001,26,1,0,0,0,0,0,27
0212001015,0,0,0,0,0,0,0,0
0212002003,51,1,1,0,0,1,1,55
,,,,,,,,
"Total Records: 26",,,,,,,,
"Census Tract: 21200",,,,,,,,
