Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
072120021;07/31/2007;01:03 AM;7.0;MOTOR VEHICLE THEFT;;;;;4945 N 46TH ST
072120029;07/31/2007;02:36 AM;7.0;SIMPLE ASSAULT;;;;;2614 W PORT SUNLIGHT WA
072120030;07/31/2007;01:24 AM;4.0;ROBBERY;;;;;6981 N 43RD ST
072120099;07/31/2007;08:44 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4910 N TEUTONIA AV
072120100;07/31/2007;10:15 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5349 N 35TH ST
072120182;07/31/2007;05:42 PM;7.0;MOTOR VEHICLE THEFT;;;;;2319 W ROOSEVELT DR
072120187;07/31/2007;04:28 PM;7.0;ALL OTHER LARCENY;;;;;4903 N 19TH ST
072120196;07/31/2007;05:18 PM;7.0;SIMPLE ASSAULT;;;;;1812 W CONGRESS ST
072120197;07/31/2007;06:02 PM;5.0;SHOPLIFTING;;;;;4427 N GREEN BAY AV
072120228;07/31/2007;09:17 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4201 N 27TH ST
072120236;07/31/2007;09:57 PM;5.0;SIMPLE ASSAULT;;;;;4136 N GREEN BAY AV #1
072120242;07/31/2007;11:20 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3500 W VILLARD AV
072120246;07/31/2007;09:29 PM;7.0;AGGRAVATED ASSAULT;;;;;4046 N 19TH PL
072110020;07/30/2007;12:38 AM;7.0;SIMPLE ASSAULT;;;;;1932 W HAMPTON AV
072110034;07/30/2007;02:02 AM;4.0;SIMPLE ASSAULT;;;;;5770 N 41ST ST
072110045;07/30/2007;02:51 AM;7.0;MOTOR VEHICLE THEFT;;;;;1967 W PURDUE ST
072110056;07/30/2007;02:36 AM;7.0;ROBBERY;;;;;2305 W ATKINSON AV
072110059;07/30/2007;07:01 AM;7.0;MOTOR VEHICLE THEFT;;;;;4978 N 47TH ST
072110097;07/30/2007;10:33 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;2433 W ROOSEVELT DR
072110100;07/30/2007;09:38 AM;7.0;ALL OTHER LARCENY;;;;;5191 N TEUTONIA AV
072110118;07/30/2007;09:11 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5152 N 47TH ST
072110129;07/30/2007;12:26 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4182 N 15TH ST
