Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
161820028;06/30/2016;05:16 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;2400 W CORNELL ST
161820029;06/30/2016;05:32 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2030 W HAMPTON AV
161820038;06/30/2016;09:12 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6004 N 38TH ST
161820040;06/30/2016;09:24 AM;4.0;MOTOR VEHICLE THEFT;;;;;6915 N 45TH ST
161820084;06/30/2016;02:09 PM;4.0;AGGRAVATED ASSAULT;;;;;5692 N 40TH ST
161820089;06/30/2016;12:59 PM;7.0;ALL OTHER LARCENY;;;;;5049 N 41ST ST
161820107;06/30/2016;05:16 PM;7.0;AGGRAVATED ASSAULT;;;;;4730 N GREEN BAY AV
161810009;06/29/2016;01:55 AM;4.0;AGGRAVATED ASSAULT;;;;;5638 N 35TH ST
161810020;06/29/2016;02:37 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;;;;5442 N 37TH ST
161810020;06/29/2016;02:37 AM;4.0;SIMPLE ASSAULT;THEFT FROM MOTOR VEHICLE;;;;5442 N 37TH ST
161810072;06/29/2016;12:33 PM;5.0;ROBBERY;;;;;2222 W CAPITOL DR
161810088;06/29/2016;12:12 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5640 N 37TH ST
161810111;06/29/2016;04:44 PM;4.0;MOTOR VEHICLE THEFT;;;;;6310 N SHERMAN BL
161810155;06/29/2016;08:50 PM;7.0;AGGRAVATED ASSAULT;;;;;3819 W FAIRMOUNT AV
161800018;06/28/2016;12:40 AM;5.0;AGGRAVATED ASSAULT;;;;;2022 W ATKINSON AV #1
161800021;06/28/2016;01:39 AM;4.0;SIMPLE ASSAULT;;;;;7334 N SUSSEX ST
161800031;06/28/2016;01:45 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5542 N 31ST ST #2
161800037;06/28/2016;02:20 AM;5.0;AGGRAVATED ASSAULT;;;;;4276 N 27TH ST #1
161800046;06/28/2016;05:25 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4609 N 18TH ST
161800046;06/28/2016;05:25 AM;7.0;MOTOR VEHICLE THEFT;BURGLARY/BREAKING AND ENTERING;;;;4609 N 18TH ST
161800101;06/28/2016;12:05 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6091 N SHERMAN BL
161800112;06/28/2016;11:52 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4344 N 29TH ST
161800146;06/28/2016;04:31 PM;5.0;SIMPLE ASSAULT;;;;;4186 N 19TH PL
161800151;06/28/2016;02:48 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;;3901 W SHERIDAN AV
161800153;06/28/2016;02:48 PM;7.0;AGGRAVATED ASSAULT;;;;;5045 N HOPKINS ST
161800155;06/28/2016;05:08 PM;7.0;AGGRAVATED ASSAULT;;;;;4933-A N 46TH ST
161800165;06/28/2016;05:40 PM;4.0;ROBBERY;;;;;5536 N 31ST ST
161800183;06/28/2016;06:19 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;2436 W LAWN AV
161800203;06/28/2016;10:03 PM;4.0;ALL OTHER LARCENY;;;;;4201 W CLINTON AV
161790039;06/27/2016;08:35 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4176 N 17TH ST
161790044;06/27/2016;09:34 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5115 N 31ST ST
161790053;06/27/2016;11:03 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4960 N 48TH ST
161790058;06/27/2016;10:54 AM;7.0;AGGRAVATED ASSAULT;;;;;4931 N 47TH ST
161790058;06/27/2016;10:54 AM;7.0;SIMPLE ASSAULT;;;;;4931 N 47TH ST
161790065;06/27/2016;11:10 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4380 N GREEN BAY AV
161790073;06/27/2016;12:57 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5712 N TEUTONIA AV
161790104;06/27/2016;03:55 PM;7.0;AGGRAVATED ASSAULT;;;;;5116 N 50TH ST
161790111;06/27/2016;04:43 PM;7.0;ALL OTHER LARCENY;;;;;1301 W HAMPTON AV
161790125;06/27/2016;03:36 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2822 W ATKINSON AV #202
161790157;06/27/2016;08:02 PM;7.0;ROBBERY;;;;;5015 N 38TH ST
161790185;06/27/2016;10:01 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4380 N 17TH ST
161790199;06/27/2016;05:30 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4354 N TEUTONIA AV
161780016;06/26/2016;01:20 AM;4.0;SIMPLE ASSAULT;;;;;5441 N 19TH ST
161780022;06/26/2016;02:15 AM;4.0;ROBBERY;;;;;4234 W FLORIST AV
161780037;06/26/2016;08:06 AM;7.0;MOTOR VEHICLE THEFT;;;;;2306 W LINWAL LA
161780047;06/26/2016;08:41 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4402 N 27TH ST
161780104;06/26/2016;03:50 PM;7.0;INTIMIDATION;;;;;3829 W FAIRMOUNT AV #3
161780143;06/26/2016;08:32 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5021 N 47TH ST
161780144;06/26/2016;07:27 PM;5.0;SIMPLE ASSAULT;;;;;2314 W HOPE AV
161790005;06/26/2016;11:09 PM;5.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4146 N 12TH ST
161770065;06/25/2016;11:08 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1964 W CONGRESS ST
161770074;06/25/2016;11:06 AM;5.0;MOTOR VEHICLE THEFT;;;;;2462 W CAPITOL DR
161770087;06/25/2016;01:23 PM;4.0;MOTOR VEHICLE THEFT;;;;;7001 N 42ND ST
161770091;06/25/2016;02:03 PM;5.0;MOTOR VEHICLE THEFT;;;;;4189 N 21ST ST
161770134;06/25/2016;06:24 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5326 N 38TH ST
161770165;06/25/2016;09:51 PM;7.0;ROBBERY;;;;;3709 W VILLARD AV
161760029;06/24/2016;04:43 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2908 W VILLARD AV
161760050;06/24/2016;10:56 AM;4.0;MOTOR VEHICLE THEFT;;;;;6201 N TEUTONIA AV
161760077;06/24/2016;01:11 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4547 N 24TH PL
161760115;06/24/2016;07:28 PM;4.0;AGGRAVATED ASSAULT;;;;;5839 N TEUTONIA AV
161880101;06/24/2016;04:57 PM;4.0;SIMPLE ASSAULT;;;;;5374 N 33RD ST
161750020;06/23/2016;02:02 AM;4.0;AGGRAVATED ASSAULT;TRESPASSING;;;;5325 N 28TH ST #UPR
161750052;06/23/2016;07:19 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;2620 W GLENDALE AV
161750092;06/23/2016;11:25 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;3101 W GLENDALE AV
161750125;06/23/2016;01:51 PM;7.0;AGGRAVATED ASSAULT;;;;;4812-A W HAMPTON AV
161750126;06/23/2016;01:46 PM;4.0;MOTOR VEHICLE THEFT;THEFT FROM MOTOR VEHICLE;;;;4837 W WOOLWORTH AV
161750142;06/23/2016;04:52 PM;7.0;ROBBERY;;;;;5190 N SHERMAN BL
161750170;06/23/2016;06:31 PM;7.0;AGGRAVATED ASSAULT;;;;;5100 N TEUTONIA AV
161750209;06/23/2016;10:00 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5237 N 35TH ST #6
161760006;06/23/2016;10:09 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3712 W JUNIPER CT
161740040;06/22/2016;09:06 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4030 N 14TH ST
161740049;06/22/2016;07:30 AM;4.0;MOTOR VEHICLE THEFT;;;;;5975 N 36TH ST
