Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
053330062;11/30/2005;10:27 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4143 N 26TH ST
053340033;11/30/2005;08:04 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4046 N 13TH ST
053340038;11/30/2005;07:50 AM;4.0;SIMPLE ASSAULT;;;;;3600 W ELM ST
053340063;11/30/2005;09:28 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4801 W WOOLWORTH AV
053340077;11/30/2005;10:42 AM;7.0;ROBBERY;;;;;4893 N 18TH ST
053340079;11/30/2005;09:16 AM;7.0;ARSON;;;;;5036 N 38TH ST
053340150;11/30/2005;05:18 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;2801 W CUSTER AV #217
053340154;11/30/2005;05:39 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4222 N 14TH ST
053340184;11/30/2005;08:57 PM;7.0;MOTOR VEHICLE THEFT;;;;;1830 W HAMPTON AV
053330003;11/29/2005;12:58 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5118 N 42ND ST
053330021;11/29/2005;06:02 AM;4.0;MOTOR VEHICLE THEFT;;;;;2830 W BOBOLINK AV
053330022;11/29/2005;05:59 AM;7.0;MOTOR VEHICLE THEFT;;;;;2116 W FAIRMOUNT AV
053330041;11/29/2005;08:14 AM;7.0;MOTOR VEHICLE THEFT;;;;;4039 N 26TH ST
053330044;11/29/2005;08:59 AM;7.0;MOTOR VEHICLE THEFT;;;;;5102 W HAMPTON AV
053330057;11/29/2005;10:16 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4205 W VILLARD AV
053330086;11/29/2005;11:57 AM;7.0;SIMPLE ASSAULT;;;;;5065 N 32ND ST
053330171;11/29/2005;04:17 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;6073 N 39TH ST
053330204;11/29/2005;07:25 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5526 N 42ND ST
053330210;11/29/2005;08:40 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5245 N 36TH ST
053330211;11/29/2005;07:05 PM;7.0;SIMPLE ASSAULT;;;;;4855 N 48TH ST
053330223;11/29/2005;06:55 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4661 N 27TH ST #APT20
053330224;11/29/2005;08:33 PM;4.0;PURSE SNATCHING;;;;;4800 N GREEN BAY AV
053320019;11/28/2005;12:43 AM;4.0;AGGRAVATED ASSAULT;;;;;5835 N 34TH ST
053320021;11/28/2005;02:54 AM;5.0;ROBBERY;;;;;4057 N GREEN BAY AV
053320023;11/28/2005;05:10 AM;7.0;MOTOR VEHICLE THEFT;;;;;2705 W GLENDALE AV
053320051;11/28/2005;06:13 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5060 N 37TH ST
053320070;11/28/2005;07:56 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;4326 W MONROVIA WA
053320111;11/28/2005;12:08 PM;7.0;ALL OTHER LARCENY;;;;;4030 N TEUTONIA AV
053320114;11/28/2005;12:17 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5726 N 36TH ST
053320166;11/28/2005;04:01 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4750 N PARKWAY AV
053320179;11/28/2005;03:29 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4360 N 29TH ST
053320190;11/28/2005;04:16 PM;4.0;MOTOR VEHICLE THEFT;;;;;5235 N 29TH ST
053320221;11/28/2005;06:43 PM;7.0;AGGRAVATED ASSAULT;;;;;5045 N 31ST ST
053320235;11/28/2005;07:02 PM;7.0;MOTOR VEHICLE THEFT;;;;;4945 N 39TH ST #16
053320241;11/28/2005;04:21 PM;4.0;MOTOR VEHICLE THEFT;;;;;5351 N 39TH ST
053320243;11/28/2005;06:10 PM;7.0;ROBBERY;;;;;4570 N TEUTONIA AV
053320247;11/28/2005;05:16 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4735 N 19TH PL
053320248;11/28/2005;10:06 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1960 W ATKINSON AV
053320256;11/28/2005;10:10 PM;7.0;MOTOR VEHICLE THEFT;;;;;2019 W ROOSEVELT DR
053330002;11/28/2005;11:43 PM;7.0;MOTOR VEHICLE THEFT;;;;;4914 N 27TH ST
053330161;11/28/2005;04:27 PM;4.0;MOTOR VEHICLE THEFT;;;;;3645 W ELM ST
053310018;11/27/2005;12:35 AM;7.0;MOTOR VEHICLE THEFT;;;;;4857 N 41ST ST
053310039;11/27/2005;08:59 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5933 N 36TH ST
053310052;11/27/2005;11:07 AM;4.0;ALL OTHER LARCENY;;;;;3318 W FLORIST AV
053310063;11/27/2005;12:10 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5118 N 20TH ST
053310081;11/27/2005;12:22 PM;4.0;KIDNAPING;AGGRAVATED ASSAULT;;;;6166 N 36TH ST
053310086;11/27/2005;03:13 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3806 W GREEN TREE RD
053310088;11/27/2005;03:45 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4161 N 19TH ST
053310120;11/27/2005;05:19 PM;7.0;ROBBERY;;;;;2615 W PORT SUNLIGHT WA
053310131;11/27/2005;06:03 PM;4.0;AGGRAVATED ASSAULT;;;;;4124 W FLORIST AV
053320014;11/27/2005;11:32 AM;7.0;ROBBERY;;;;;4203 N 26TH ST
053320016;11/27/2005;10:15 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4054 N 15TH ST
053300012;11/26/2005;01:31 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;3217 W VILLARD AV
053300013;11/26/2005;01:52 AM;4.0;ALL OTHER LARCENY;;;;;3001 W SILVER SPRING DR #106
053300032;11/26/2005;07:17 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3500 W SILVER SPRING DR
053300034;11/26/2005;08:01 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2400 W VILLARD AV
053300035;11/26/2005;07:41 AM;4.0;MOTOR VEHICLE THEFT;;;;;5803 N 38TH ST
053300087;11/26/2005;12:02 PM;5.0;PURSE SNATCHING;;;;;1132 W CAPITOL DR
053300108;11/26/2005;03:45 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5406 N 37TH ST #A
053300158;11/26/2005;07:11 PM;7.0;ROBBERY;;;;;1921 W HAMPTON AV
053310010;11/26/2005;11:07 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;2029 W COLFAX PL
053310021;11/26/2005;11:07 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2029 W COLFAX PL
053290001;11/25/2005;12:04 AM;7.0;SIMPLE ASSAULT;;;;;4861 N GREEN BAY AV #A
053290004;11/25/2005;01:11 AM;7.0;SIMPLE ASSAULT;;;;;4819 N 46TH ST
053290031;11/25/2005;08:46 AM;7.0;SIMPLE ASSAULT;;;;;4614 N TEUTONIA AV
053290039;11/25/2005;10:36 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;7380 N 43RD ST
053290049;11/25/2005;07:53 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;3008 W CAPITOL DR
053290057;11/25/2005;11:45 AM;4.0;SIMPLE ASSAULT;;;;;5556 N 39TH ST
053290058;11/25/2005;11:45 AM;4.0;SIMPLE ASSAULT;;;;;5556 N 39TH ST
053290064;11/25/2005;12:28 PM;7.0;MOTOR VEHICLE THEFT;;;;;3000 W CAPITOL DR
053290076;11/25/2005;01:24 PM;4.0;SIMPLE ASSAULT;;;;;5436 N 38TH ST
053290126;11/25/2005;06:42 PM;7.0;AGGRAVATED ASSAULT;;;;;4020 N 23RD ST
053290155;11/25/2005;08:00 PM;7.0;AGGRAVATED ASSAULT;;;;;3823 W FAIRMOUNT AV
053280012;11/24/2005;01:38 AM;4.0;ROBBERY;;;;;5215 N 35TH ST
053280030;11/24/2005;07:59 AM;7.0;MOTOR VEHICLE THEFT;;;;;4542 N 23RD ST
053280082;11/24/2005;12:44 PM;7.0;MOTOR VEHICLE THEFT;;;;;4187 N 16TH ST
053270028;11/23/2005;07:24 AM;5.0;MOTOR VEHICLE THEFT;;;;;4196 N 13TH ST
053270049;11/23/2005;10:05 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5877 N 35TH ST
053270064;11/23/2005;12:04 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5130 N SHERMAN BL
053270114;11/23/2005;02:13 PM;7.0;MOTOR VEHICLE THEFT;;;;;3500 W MOTHER DANIELS WA
053270139;11/23/2005;04:32 PM;7.0;SIMPLE ASSAULT;;;;;4244 N TEUTONIA AV #APT21
053270151;11/23/2005;06:55 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5883 N TEUTONIA AV
053270156;11/23/2005;07:14 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4660 N 28TH ST
053270173;11/23/2005;08:41 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4382 N 27TH ST
053270174;11/23/2005;07:22 PM;7.0;AGGRAVATED ASSAULT;;;;;2403 W HAMPTON AV
053270202;11/23/2005;08:21 PM;4.0;ROBBERY;;;;;3707 W JUNIPER CT
