Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
070310031;01/31/2007;06:14 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4330 N 27TH ST #2
070310042;01/31/2007;11:32 AM;7.0;SIMPLE ASSAULT;;;;;5075 N SHERMAN BL
070310058;01/31/2007;10:13 AM;7.0;SIMPLE ASSAULT;;;;;5075 N SHERMAN BL
070310088;01/31/2007;02:47 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;7114 N 37TH ST
070310099;01/31/2007;01:35 PM;7.0;ALL OTHER LARCENY;;;;;4126 N 17TH ST
070290193;01/30/2007;12:25 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5304 N TEUTONIA AV #3
070300012;01/30/2007;02:41 AM;5.0;AGGRAVATED ASSAULT;;;;;1216 W CAPITOL DR
070300017;01/30/2007;07:15 AM;4.0;MOTOR VEHICLE THEFT;;;;;5277 N 36TH ST
070300075;01/30/2007;12:31 PM;7.0;SIMPLE ASSAULT;;;;;5062 N 38TH ST
070300112;01/30/2007;04:50 PM;7.0;MOTOR VEHICLE THEFT;;;;;4170 N 35TH ST
070300119;01/30/2007;04:38 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4909 N 42ND ST
070300133;01/30/2007;05:50 PM;7.0;ALL OTHER LARCENY;;;;;4965 N HOPKINS ST #APT11
070300137;01/30/2007;07:00 PM;4.0;AGGRAVATED ASSAULT;;;;;4706 W BRENTWOOD AV
070300146;01/30/2007;08:33 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4885 N 21ST ST
070290036;01/29/2007;05:12 PM;7.0;ROBBERY;;;;;5191 N TEUTONIA AV
070290039;01/29/2007;08:17 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;2629 W ROOSEVELT DR #2
070290051;01/29/2007;10:38 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2900 W VILLARD AV
070290059;01/29/2007;10:41 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4864 N 26TH ST
070290079;01/29/2007;12:49 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3200 W CAPITOL DR
070290091;01/29/2007;02:10 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;6263 N TEUTONIA AV
070290121;01/29/2007;05:05 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5733 N 36TH ST
070290154;01/29/2007;07:00 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;6423 N 40TH ST
070290196;01/29/2007;11:03 PM;4.0;ALL OTHER LARCENY;;;;;7477 N TEUTONIA AV #1
070290198;01/29/2007;11:41 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4039 N 24TH PL
070300001;01/29/2007;10:03 PM;7.0;MOTOR VEHICLE THEFT;;;;;4021 N 24TH ST
070300007;01/29/2007;11:05 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4858 N 22ND ST
070280011;01/28/2007;12:19 AM;7.0;AGGRAVATED ASSAULT;;;;;4100 N 24TH PL
070280019;01/28/2007;01:21 AM;4.0;AGGRAVATED ASSAULT;;;;;5666 N TEUTONIA AV
070280042;01/28/2007;07:38 AM;7.0;MOTOR VEHICLE THEFT;;;;;4230 W FAIRMOUNT AV
070280055;01/28/2007;09:37 AM;7.0;AGGRAVATED ASSAULT;;;;;5044 N 38TH ST
070280074;01/28/2007;12:27 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3550 W ELM ST
