Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
092120012;07/31/2009;01:13 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4918 N 32ND ST
092120025;07/31/2009;02:37 AM;7.0;AGGRAVATED ASSAULT;;;;;4883 N 24TH PL
092120034;07/31/2009;02:37 AM;7.0;AGGRAVATED ASSAULT;;;;;4891 N 24TH ST
092120082;07/31/2009;11:38 AM;7.0;SHOPLIFTING;;;;;4810 N TEUTONIA AV
092120088;07/31/2009;12:42 PM;4.0;ALL OTHER LARCENY;;;;;6078 N 37TH ST
092120095;07/31/2009;10:22 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4409 N 22ND ST
092120101;07/31/2009;08:37 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4168 N 16TH ST
092120114;07/31/2009;03:52 PM;4.0;MOTOR VEHICLE THEFT;;;;;5618 N 41ST ST
092120117;07/31/2009;03:59 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2832 W CARMEN AV
092120138;07/31/2009;05:56 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4873 N 37TH ST
092120183;07/31/2009;10:38 PM;4.0;SIMPLE ASSAULT;;;;;3520 W VILLARD AV #A
092130003;07/31/2009;08:57 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4129 N 20TH ST
092130027;07/31/2009;08:45 PM;7.0;AGGRAVATED ASSAULT;;;;;4678 N 21ST ST
092110021;07/30/2009;02:18 AM;5.0;AGGRAVATED ASSAULT;;;;;4380 N 26TH ST
092110038;07/30/2009;03:44 AM;5.0;AGGRAVATED ASSAULT;;;;;4292 N 27TH ST #4
092110057;07/30/2009;09:26 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4734 N 31ST ST
092110094;07/30/2009;01:15 PM;5.0;ALL OTHER LARCENY;;;;;2002 W CAPITOL DR
092110175;07/30/2009;08:14 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4624 N 19TH PL
092110180;07/30/2009;06:24 PM;5.0;AGGRAVATED ASSAULT;;;;;1402 W CAPITOL DR
092110205;07/30/2009;10:12 PM;5.0;SIMPLE ASSAULT;;;;;4301 N TEUTONIA AV
092120028;07/30/2009;03:47 AM;5.0;SIMPLE ASSAULT;;;;;4124 N 21ST ST #UPPER
092100011;07/29/2009;12:42 AM;4.0;AGGRAVATED ASSAULT;;;;;7105 N TEUTONIA AV #104
