Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
061980180;07/17/2006;07:21 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4545 S 23RD ST
061980224;07/17/2006;08:31 PM;2.0;AGGRAVATED ASSAULT;;;;3376 S 15TH ST
061970060;07/16/2006;05:11 AM;2.0;ROBBERY;;;;2242 S 17TH ST
061970063;07/16/2006;03:31 AM;6.0;AGGRAVATED ASSAULT;;;;3005 W PARNELL AV #3
061970164;07/16/2006;03:18 PM;2.0;SIMPLE ASSAULT;;;;1642 W BOLIVAR AV
061960024;07/15/2006;02:21 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3173 S 15TH ST
061960078;07/15/2006;10:42 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4227 S 1ST PL #REAR
061960130;07/15/2006;02:17 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3006 S 27TH ST
061960141;07/15/2006;05:16 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3446 S 15TH ST
061960142;07/15/2006;04:31 PM;2.0;ALL OTHER LARCENY;;;;1930 W HOWARD AV
061960195;07/15/2006;10:21 PM;2.0;ALL OTHER LARCENY;;;;5311 S HOWELL AV
061950026;07/14/2006;02:43 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;2112 W LAYTON AV
061950050;07/14/2006;08:29 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;1522 W OKLAHOMA AV
061950196;07/14/2006;06:58 PM;2.0;AGGRAVATED ASSAULT;;;;6160 S 6TH ST UNIT W10
061970230;07/14/2006;07:01 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3026 W IONA TR
061940112;07/13/2006;01:23 PM;2.0;ALL OTHER LARCENY;;;;110 E LAYTON AV
061940150;07/13/2006;05:00 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;2259 S 18TH ST
061930021;07/12/2006;01:58 AM;6.0;AGGRAVATED ASSAULT;;;;3319 W IONA TR #3
061930052;07/12/2006;08:15 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3574 S 14TH ST
061930146;07/12/2006;01:53 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;4252 S HOWELL AV
061930147;07/12/2006;02:17 PM;2.0;ALL OTHER LARCENY;;;;1300 W COLLEGE AV
061930181;07/12/2006;05:11 PM;6.0;ALL OTHER LARCENY;;;;2536 W WARNIMONT AV #309
061930186;07/12/2006;05:28 PM;2.0;ALL OTHER LARCENY;;;;1300 W COLLEGE AV
061930198;07/12/2006;05:42 PM;2.0;ALL OTHER LARCENY;;;;5054 S 14TH ST #6
061930202;07/12/2006;04:12 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4567 S 23RD ST #4
061920020;07/11/2006;03:15 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2244 S 19TH ST
061920044;07/11/2006;07:41 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;3149 S 19TH ST
061920068;07/11/2006;09:29 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2929 S 15TH PL
061920137;07/11/2006;01:51 PM;6.0;MOTOR VEHICLE THEFT;;;;3606 S 23RD ST
061920169;07/11/2006;12:39 PM;2.0;ALL OTHER LARCENY;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5201 S 13TH ST
061920191;07/11/2006;06:10 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;3155 S 17TH ST
061920214;07/11/2006;08:34 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3900 S 27TH ST
061910024;07/10/2006;07:33 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1515 W DAKOTA ST
061910036;07/10/2006;08:25 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;3833 S 15TH PL
061910042;07/10/2006;04:54 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;;4800 S 10TH ST
061910084;07/10/2006;11:19 AM;2.0;ALL OTHER LARCENY;;;;5110 S 6TH ST
061910121;07/10/2006;01:51 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;4040 S 27TH ST
061910168;07/10/2006;05:19 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2117 S 18TH ST
061910169;07/10/2006;03:37 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;4455 S 14TH ST
061910227;07/10/2006;09:34 PM;2.0;ALL OTHER LARCENY;;;;4625 S 6TH ST
061910239;07/10/2006;09:36 PM;2.0;SIMPLE ASSAULT;ALL OTHER OFFENSES;;;580 W LAYTON AV
061910243;07/10/2006;07:51 PM;6.0;AGGRAVATED ASSAULT;;;;3006 S 27TH ST
061900029;07/09/2006;03:51 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;6401 S 13TH ST
061900100;07/09/2006;12:41 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2120 W LAYTON AV
061900141;07/09/2006;01:58 PM;2.0;ALL OTHER LARCENY;;;;1337 W GRANADA ST
061900160;07/09/2006;03:25 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;4635 S 20TH ST #202
061900199;07/09/2006;09:00 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;1315 W WHITAKER AV
061890049;07/08/2006;06:54 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3777 S 18TH ST
061890053;07/08/2006;07:42 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;1309 W WHITAKER AV
061890095;07/08/2006;11:49 AM;2.0;ALL OTHER LARCENY;;;;3528 S 13TH ST
061890105;07/08/2006;12:42 PM;2.0;ALL OTHER LARCENY;;;;3534 S 13TH ST
061890126;07/08/2006;03:00 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;5679 S 13TH ST
061880027;07/07/2006;03:31 AM;6.0;SHOPLIFTING;;;;6292 S 27TH ST
061880074;07/07/2006;10:42 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3173 S 15TH ST
061880134;07/07/2006;05:00 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;1501 W ZELLMAN CT
061880166;07/07/2006;08:15 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;3302 S 20TH ST
061870011;07/06/2006;12:32 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2406 S 17TH ST
061870024;07/06/2006;02:17 AM;6.0;SHOPLIFTING;;;;2012 W COLLEGE AV
061870127;07/06/2006;01:04 PM;2.0;ALL OTHER LARCENY;;;;1300 W COLLEGE AV
061870159;07/06/2006;02:22 PM;6.0;MOTOR VEHICLE THEFT;;;;2330 W HENRY AV
061870164;07/06/2006;05:58 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;3573 S 19TH ST
061860022;07/05/2006;02:34 AM;6.0;AGGRAVATED ASSAULT;;;;1570 W OKLAHOMA AV #LWR
061860036;07/05/2006;02:00 AM;2.0;ARSON;;;;3728 S 15TH ST
061860075;07/05/2006;08:10 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5700 S 27TH ST
061860152;07/05/2006;02:34 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;4747 S HOWELL AV
061860216;07/05/2006;06:16 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;4960 S 13TH ST
061850067;07/04/2006;07:38 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;;3560 S 14TH ST
061850093;07/04/2006;12:13 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;3801 S 6TH ST
061850131;07/04/2006;03:15 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1313 W GRANGE AV
061850138;07/04/2006;02:15 PM;6.0;AGGRAVATED ASSAULT;;;;2253 W VAN NORMAN AV
061850140;07/04/2006;04:00 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2230 W COLLEGE AV
061850155;07/04/2006;02:59 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;5474 S 27TH ST
061850197;07/04/2006;09:57 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;2332 S 19TH ST
061860005;07/04/2006;11:45 PM;2.0;SIMPLE ASSAULT;;;;6160 S 6TH ST
061840095;07/03/2006;09:29 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5020 S 14TH ST
061840111;07/03/2006;10:23 AM;2.0;MOTOR VEHICLE THEFT;;;;1716 W LAYTON AV
061840169;07/03/2006;04:48 PM;2.0;MOTOR VEHICLE THEFT;;;;2261 S 18TH ST
061840240;07/03/2006;04:21 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;4167 S 1ST PL
061850003;07/03/2006;11:38 PM;6.0;SIMPLE ASSAULT;;;;2020 W RAMSEY AV
061830144;07/02/2006;07:30 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4601 S 1ST ST
061830149;07/02/2006;07:51 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3030 S 16TH ST
061820017;07/01/2006;01:42 AM;2.0;SIMPLE ASSAULT;;;;6200 S 13TH ST
061820027;07/01/2006;03:27 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2106 W HOWARD AV
061820028;07/01/2006;03:27 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2106 W HOWARD AV
061820079;07/01/2006;09:34 AM;2.0;MOTOR VEHICLE THEFT;;;;3367 S 14TH ST
061820112;07/01/2006;12:56 PM;2.0;ALL OTHER LARCENY;;;;900 W LAYTON AV
061820120;07/01/2006;10:46 AM;2.0;ALL OTHER LARCENY;;;;2435 S 18TH ST
061820173;07/01/2006;07:22 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;1716 W LAYTON AV
061820192;07/01/2006;07:21 PM;2.0;AGGRAVATED ASSAULT;;;;1826 W LINCOLN AV
061820192;07/01/2006;07:21 PM;2.0;ROBBERY;;;;1826 W LINCOLN AV
061830016;07/01/2006;08:22 PM;2.0;AGGRAVATED ASSAULT;;;;4420 S 3RD ST
062120022;07/31/2006;12:53 AM;2;ROBBERY;;;;2912 S CALIFORNIA ST
062120028;07/31/2006;03:01 AM;2;AGGRAVATED ASSAULT;;;;2412 S 6TH ST
062120058;07/31/2006;07:51 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2395 S BURRELL ST
062120086;07/31/2006;09:17 AM;2;THEFT FROM MOTOR VEHICLE;;;;2846 S 13TH ST
062120097;07/31/2006;10:00 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3229 S 13TH ST
062120117;07/31/2006;11:01 AM;2;THEFT FROM MOTOR VEHICLE;;;;505 E WILSON ST
062120146;07/31/2006;11:47 AM;2;THEFT FROM MOTOR VEHICLE;;;;150 W HOLT AV
062120147;07/31/2006;12:44 PM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1010 E POTTER AV
062120164;07/31/2006;01:25 PM;2;THEFT FROM MOTOR VEHICLE;;;;801 E LINUS ST
062120213;07/31/2006;04:05 PM;2;ALL OTHER LARCENY;;;;2559 S WENTWORTH AV
062120236;07/31/2006;03:55 PM;2;BURGLARY/BREAKING AND ENTERING;;;;1230 W MONTANA ST #4
062120240;07/31/2006;06:02 PM;2;THEFT FROM MOTOR VEHICLE;;;;2950 S CHASE AV
062110019;07/30/2006;01:52 AM;2;AGGRAVATED ASSAULT;;;;3585 S HOWELL AV
062110092;07/30/2006;11:01 AM;2;BURGLARY/BREAKING AND ENTERING;;;;3026 S 12TH ST
062110129;07/30/2006;03:53 PM;2;THEFT FROM MOTOR VEHICLE;;;;2701 S CHASE AV
062110134;07/30/2006;04:18 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2349 S AUSTIN ST
062110165;07/30/2006;06:49 PM;2;MOTOR VEHICLE THEFT;;;;2725 S 12TH ST
062110190;07/30/2006;10:07 PM;2;THEFT FROM MOTOR VEHICLE;;;;300 W HOLT AV
062100060;07/29/2006;07:34 AM;2;THEFT FROM MOTOR VEHICLE;;;;3216 S 10TH ST
062100065;07/29/2006;08:19 AM;2;THEFT FROM MOTOR VEHICLE;;;;3658 S BRUST AV
062100073;07/29/2006;08:41 AM;2;THEFT FROM MOTOR VEHICLE;;;;2539 S BRISBANE AV
062100094;07/29/2006;10:20 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;270 W HOLT AV
062100177;07/29/2006;05:24 PM;2;SIMPLE ASSAULT;;;;3160 S BRUST AV
062100224;07/29/2006;09:59 PM;6;AGGRAVATED ASSAULT;DISORDERLY CONDUCT;;;3689 S LOGAN AV
062090017;07/28/2006;01:27 AM;2;THEFT FROM MOTOR VEHICLE;;;;617 W OKLAHOMA AV
062090034;07/28/2006;04:06 AM;2;ROBBERY;;;;2023 S KINNICKINNIC AV
062090035;07/28/2006;05:41 AM;2;MOTOR VEHICLE THEFT;;;;1211 W OKLAHOMA AV
062090090;07/28/2006;11:52 AM;2;ALL OTHER LARCENY;;;;2701 S CHASE AV
062090094;07/28/2006;12:17 PM;2;ALL OTHER LARCENY;;;;639 E POTTER AV
062090108;07/28/2006;11:47 AM;2;SIMPLE ASSAULT;;;;2508 S BURRELL ST
062090126;07/28/2006;02:00 PM;2;MOTOR VEHICLE THEFT;;;;1010 E POTTER AV
062090216;07/28/2006;09:25 PM;2;THEFT FROM MOTOR VEHICLE;;;;2950 S CHASE AV
062080045;07/27/2006;08:15 AM;2;THEFT FROM MOTOR VEHICLE;;;;2546 S BURRELL ST
062080046;07/27/2006;08:19 AM;2;THEFT FROM MOTOR VEHICLE;;;;2300 E BENNETT AV
062080090;07/27/2006;11:02 AM;2;MOTOR VEHICLE THEFT;;;;3473 S ELLEN ST
062080093;07/27/2006;11:02 AM;2;ALL OTHER LARCENY;;;;3473 S ELLEN ST
062080102;07/27/2006;12:47 PM;2;MOTOR VEHICLE THEFT;;;;3141 S 9TH PL #A
062080136;07/27/2006;03:45 PM;2;THEFT FROM MOTOR VEHICLE;;;;2330 S BURRELL ST
062290209;07/27/2006;06:09 PM;2;AGGRAVATED ASSAULT;;;;245 W LINCOLN AV
062070017;07/26/2006;01:09 AM;2;ALL OTHER LARCENY;;;;2155 S KINNICKINNIC AV
062070021;07/26/2006;12:03 AM;2;ARSON;;;;3012 S 10TH ST
062070073;07/26/2006;08:34 AM;2;THEFT FROM MOTOR VEHICLE;;;;2656 S 10TH ST
062070098;07/26/2006;09:28 AM;2;THEFT FROM MOTOR VEHICLE;;;;3257 S 8TH ST
062070101;07/26/2006;10:16 AM;2;THEFT FROM MOTOR VEHICLE;;;;2530 S 9TH ST
062070145;07/26/2006;01:29 PM;2;ALL OTHER LARCENY;;;;2538 S SUPERIOR ST
062070168;07/26/2006;01:31 PM;2;ALL OTHER LARCENY;;;;2561 S DELAWARE AV
062070169;07/26/2006;01:31 PM;2;ALL OTHER LARCENY;;;;2561 S DELAWARE AV
062070195;07/26/2006;05:10 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2918 S 13TH ST
062060046;07/25/2006;08:06 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1411 W OKLAHOMA AV
062060056;07/25/2006;08:59 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2555 S 7TH ST
062060060;07/25/2006;08:21 AM;2;BURGLARY/BREAKING AND ENTERING;MOTOR VEHICLE THEFT;;;2912 S 11TH ST
062060098;07/25/2006;09:02 AM;2;BURGLARY/BREAKING AND ENTERING;;;;445 W OKLAHOMA AV
062060125;07/25/2006;01:46 PM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2315 E MORGAN AV
062060152;07/25/2006;03:06 PM;2;THEFT FROM BUILDING;;;;2345 S HOWELL AV #307
062060176;07/25/2006;01:55 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2468 S 5TH PL #LOWER
062060183;07/25/2006;03:53 PM;2;THEFT FROM MOTOR VEHICLE;;;;250 W HOLT AV
062060247;07/25/2006;08:37 PM;2;SIMPLE ASSAULT;;;;2660 S 5TH ST
062050026;07/24/2006;06:22 AM;2;THEFT FROM MOTOR VEHICLE;;;;250 W HOLT AV
062050038;07/24/2006;08:20 AM;2;THEFT FROM MOTOR VEHICLE;;;;313 E CLARENCE ST
062050057;07/24/2006;09:49 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;740 E LINUS ST
062050059;07/24/2006;08:47 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1977 S ALLIS ST
062050060;07/24/2006;08:47 AM;2;ALL OTHER LARCENY;;;;1977 S ALLIS ST
062050085;07/24/2006;10:03 AM;2;BURGLARY/BREAKING AND ENTERING;;;;2627 S KINNICKINNIC AV
062050088;07/24/2006;10:32 AM;2;ROBBERY;;;;2435 S 5TH PL
062050093;07/24/2006;12:14 PM;2;ALL OTHER LARCENY;;;;3100 S 13TH ST
062050105;07/24/2006;10:40 AM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2325 S 5TH PL
062050114;07/24/2006;01:21 PM;2;THEFT FROM MOTOR VEHICLE;;;;2745 S 13TH ST
062050132;07/24/2006;03:02 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3206 S 8TH ST
062050147;07/24/2006;03:45 PM;2;THEFT FROM MOTOR VEHICLE;;;;3032 S 13TH ST
062050203;07/24/2006;08:29 PM;2;ALL OTHER LARCENY;;;;2529 S LOGAN AV
062060007;07/24/2006;11:54 PM;2;PURSE SNATCHING;;;;3300 S 10TH ST
062040068;07/23/2006;10:07 AM;2;THEFT FROM MOTOR VEHICLE;;;;2627 S LINEBARGER TR
062040087;07/23/2006;11:40 AM;2;ALL OTHER LARCENY;;;;2445 S 5TH ST
062040157;07/23/2006;07:12 PM;2;ALL OTHER LARCENY;;;;207 E LINCOLN AV
062040202;07/23/2006;10:13 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3248 S 10TH ST
062030053;07/22/2006;07:35 AM;2;ROBBERY;;;;2558 S 7TH ST
062030066;07/22/2006;09:52 AM;2;THEFT FROM MOTOR VEHICLE;;;;2919 S HERMAN ST
062030081;07/22/2006;11:33 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3361 S 10TH ST
062020022;07/21/2006;01:48 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2957 S KINNICKINNIC AV
062020078;07/21/2006;09:42 AM;2;THEFT FROM MOTOR VEHICLE;;;;4150 S WHITNALL AV #5
062020107;07/21/2006;09:46 AM;2;ALL OTHER LARCENY;;;;2726 S 15TH ST #LOWER
062020114;07/21/2006;12:49 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2772 S 9TH PL
062020130;07/21/2006;02:11 PM;2;ALL OTHER LARCENY;;;;2335 E BENNETT AV
062020145;07/21/2006;01:08 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;457 E LINCOLN AV
062020154;07/21/2006;03:00 PM;2;MOTOR VEHICLE THEFT;;;;3349 S 7TH ST
062020200;07/21/2006;06:05 PM;2;AGGRAVATED ASSAULT;;;;2544 S 6TH ST
062020211;07/21/2006;08:00 PM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2851 S 11TH ST
062020230;07/21/2006;11:00 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;600 W OKLAHOMA AV
062020236;07/21/2006;11:07 PM;2;MOTOR VEHICLE THEFT;;;;3605 S AUSTIN ST
062010077;07/20/2006;09:27 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2809 S LENOX ST
062010107;07/20/2006;11:00 AM;2;ALL OTHER LARCENY;;;;2915 S 5TH CT
062010108;07/20/2006;11:16 AM;2;THEFT FROM MOTOR VEHICLE;;;;2905 S WENTWORTH AV
062010109;07/20/2006;09:35 AM;2;BURGLARY/BREAKING AND ENTERING;;;;2974 S CHASE AV
062010125;07/20/2006;11:51 AM;2;ALL OTHER LARCENY;;;;2967 S KINNICKINNIC AV
062010150;07/20/2006;12:08 PM;2;BURGLARY/BREAKING AND ENTERING;;;;2367 S HOWELL AV
062010151;07/20/2006;12:08 PM;2;BURGLARY/BREAKING AND ENTERING;;;;2365 S HOWELL AV
062010170;07/20/2006;04:28 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4069 S CLEMENT AV
062010183;07/20/2006;05:26 PM;2;THEFT FROM MOTOR VEHICLE;;;;2313 S LOGAN AV
062010201;07/20/2006;07:16 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2250 S WOODWARD ST
062000032;07/19/2006;02:38 AM;2;AGGRAVATED ASSAULT;;;;2881 S LINEBARGER TR
062000049;07/19/2006;07:53 AM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3765 S BRUST AV
062000081;07/19/2006;08:34 AM;2;BURGLARY/BREAKING AND ENTERING;;;;3353 S WHITNALL AV
062000140;07/19/2006;12:58 PM;2;ALL OTHER LARCENY;;;;3328 S PINE AV
062000170;07/19/2006;04:55 PM;2;ALL OTHER LARCENY;;;;3328 S DAYFIELD AV
062000189;07/19/2006;05:09 PM;2;SIMPLE ASSAULT;;;;3455 S QUINCY AV
062000222;07/19/2006;06:59 PM;2;ALL OTHER LARCENY;;;;551 W BECHER ST
061990052;07/18/2006;08:00 AM;2;THEFT FROM MOTOR VEHICLE;;;;306 E LINCOLN AV
061990103;07/18/2006;11:33 AM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3701 S ALABAMA AV
062000003;07/18/2006;08:15 PM;2;BURGLARY/BREAKING AND ENTERING;;;;574 W ARTHUR AV #1
061980024;07/17/2006;02:10 AM;2;AGGRAVATED ASSAULT;;;;2141 S 5TH PL
061980028;07/17/2006;03:27 AM;2;ROBBERY;KIDNAPING;;;1324 W HOLT AV
061980028;07/17/2006;03:27 AM;2;ROBBERY;;;;1324 W HOLT AV
061980039;07/17/2006;04:56 AM;2;ARSON;;;;3406 S 10TH ST
061980041;07/17/2006;08:12 AM;2;THEFT FROM MOTOR VEHICLE;;;;301 E ROSEDALE AV
061980080;07/17/2006;11:28 AM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2133 S 5TH PL
061980170;07/17/2006;06:30 PM;2;THEFT FROM MOTOR VEHICLE;;;;3420 S CLEMENT AV
061980192;07/17/2006;08:00 PM;2;THEFT FROM MOTOR VEHICLE;;;;2115 S 1ST ST
061980221;07/17/2006;10:27 PM;2;ALL OTHER LARCENY;;;;2967 S KINNICKINNIC AV
061970102;07/16/2006;11:36 AM;2;THEFT FROM MOTOR VEHICLE;;;;400 E HOMER ST
061970192;07/16/2006;06:18 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3361 S 10TH ST
061970211;07/16/2006;07:46 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;270 W HOLT AV
061980227;07/16/2006;12:38 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;220 EAST NORWICH ST
061960088;07/15/2006;11:47 AM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2511 S GREELEY ST
061960103;07/15/2006;11:49 AM;2;SHOPLIFTING;;;;227 W HOLT AV
061960132;07/15/2006;03:35 PM;2;THEFT FROM MOTOR VEHICLE;;;;2701 S CHASE AV
061960143;07/15/2006;02:50 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3605 S AUSTIN ST
061960145;07/15/2006;05:36 PM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;719 E OHIO AV
061960158;07/15/2006;06:41 PM;2;ALL OTHER LARCENY;;;;3224 S LENOX ST
061960187;07/15/2006;08:58 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;830 E POTTER AV
061970006;07/15/2006;11:11 PM;2;SIMPLE ASSAULT;;;;2833 S BURRELL ST
061970007;07/15/2006;11:43 PM;2;ALL OTHER LARCENY;;;;1000 E WATERFORD AV
061950073;07/14/2006;08:56 AM;2;BURGLARY/BREAKING AND ENTERING;;;;3128 S KINNICKINNIC AV
061950086;07/14/2006;11:20 AM;2;ALL OTHER LARCENY;;;;2701 S CHASE AV
061950134;07/14/2006;04:54 PM;2;THEFT FROM MOTOR VEHICLE;;;;2964 S 14TH ST
061950179;07/14/2006;08:17 PM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;301 E SCHILLER ST
062010009;07/14/2006;06:52 PM;2;THEFT FROM BUILDING;;;;2600 S AUSTIN ST
061940027;07/13/2006;12:21 AM;2;THEFT FROM MOTOR VEHICLE;;;;2949 S 13TH ST #ALLEY
061940048;07/13/2006;07:28 AM;2;THEFT FROM MOTOR VEHICLE;;;;2867 S KINNICKINNIC AV #117
061940096;07/13/2006;12:24 PM;2;THEFT FROM MOTOR VEHICLE;;;;150 W HOLT AV
061940172;07/13/2006;07:29 PM;2;THEFT FROM MOTOR VEHICLE;;;;2842 S 5TH CT
061940182;07/13/2006;08:14 PM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;245 W LINCOLN AV
061930051;07/12/2006;08:07 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3306 S 14TH ST
061930077;07/12/2006;09:35 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2481 S DELAWARE AV
061930093;07/12/2006;10:38 AM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2272 S 4TH ST #A
061930114;07/12/2006;11:35 AM;2;ALL OTHER LARCENY;;;;187 E BECHER ST
061930122;07/12/2006;11:00 AM;2;BURGLARY/BREAKING AND ENTERING;;;;3312 S 14TH ST
061930141;07/12/2006;01:57 PM;2;ALL OTHER LARCENY;;;;753 E HOMER ST
061930199;07/12/2006;07:32 PM;2;BURGLARY/BREAKING AND ENTERING;;;;1975 S CARFERRY DR
061930235;07/12/2006;11:26 PM;2;ALL OTHER LARCENY;;;;2759 S KINNICKINNIC AV
061920042;07/11/2006;07:34 AM;2;THEFT FROM MOTOR VEHICLE;;;;1940 S HILBERT ST
061920049;07/11/2006;07:57 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3013 S 9TH PL #A
061920051;07/11/2006;08:05 AM;2;THEFT FROM MOTOR VEHICLE;;;;3230 S 12TH ST
061920061;07/11/2006;09:02 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3121 S 9TH ST
061920086;07/11/2006;07:18 AM;2;AGGRAVATED ASSAULT;;;;3322 S 8TH ST
061920121;07/11/2006;12:37 PM;2;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2400 S 5TH ST
061920122;07/11/2006;12:10 PM;2;THEFT FROM MOTOR VEHICLE;;;;933 W OKLAHOMA AV
061920168;07/11/2006;04:06 PM;2;THEFT FROM MOTOR VEHICLE;;;;3270 S SPRINGFIELD AV
061920231;07/11/2006;10:29 PM;2;BURGLARY/BREAKING AND ENTERING;;;;2738 S BURRELL ST
061910039;07/10/2006;08:07 AM;2;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3400 S 14TH ST
