Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location
061200018;04/30/2006;03:40 AM;4.0;MOTOR VEHICLE THEFT;;;6263 N TEUTONIA AV
061200079;04/30/2006;01:46 PM;7.0;MOTOR VEHICLE THEFT;;;4175 N 22ND ST
061200090;04/30/2006;02:42 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4030 N TEUTONIA AV
061200097;04/30/2006;03:11 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4914 N 37TH ST
061200105;04/30/2006;02:56 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;2819 W CARMEN AV
061200112;04/30/2006;02:44 PM;4.0;ROBBERY;;;6930 N TEUTONIA AV
061200136;04/30/2006;07:27 PM;7.0;MOTOR VEHICLE THEFT;;;4820 N 40TH ST
061200155;04/30/2006;09:33 PM;7.0;SIMPLE ASSAULT;;;3323 W VILLARD AV
061190008;04/29/2006;12:07 AM;5.0;MOTOR VEHICLE THEFT;;;4057 N GREEN BAY AV
061190009;04/29/2006;12:15 AM;7.0;AGGRAVATED ASSAULT;;;4053-A N 26TH ST
061190028;04/29/2006;01:53 AM;7.0;ROBBERY;;;4800 W HAMPTON AV
061190030;04/29/2006;02:47 AM;7.0;SIMPLE ASSAULT;;;4903 N 42ND ST
061190038;04/29/2006;05:42 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4192 N 22ND ST
061190044;04/29/2006;07:17 AM;4.0;AGGRAVATED ASSAULT;;;2801 W CUSTER AV #219
061190069;04/29/2006;09:46 AM;7.0;MOTOR VEHICLE THEFT;;;4863 N 40TH ST
061190081;04/29/2006;11:03 AM;7.0;SIMPLE ASSAULT;;;5021 N 22ND ST
061190087;04/29/2006;11:13 AM;4.0;SIMPLE ASSAULT;;;5537 N 35TH ST #UPR
061190107;04/29/2006;01:52 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4644 N 31ST ST
061190108;04/29/2006;01:58 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5358 N 39TH ST
061190111;04/29/2006;02:41 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5446 N 38TH ST
061190123;04/29/2006;03:23 PM;4.0;ALL OTHER LARCENY;;;5808 N 34TH ST
061190161;04/29/2006;06:48 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3001 W SILVER SPRING DR
061190194;04/29/2006;10:24 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;3310 W SILVER SPRING DR #5
061190197;04/29/2006;10:28 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3806 W DOUGLAS AV
061190197;04/29/2006;10:28 PM;4.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;3806 W DOUGLAS AV
061200004;04/29/2006;11:52 PM;5.0;MOTOR VEHICLE THEFT;;;4057 N GREEN BAY AV
061180050;04/28/2006;10:34 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4242 N 17TH ST
061180052;04/28/2006;10:11 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6907 N TEUTONIA AV #4
061180072;04/28/2006;12:31 PM;4.0;ALL OTHER LARCENY;;;5827 N 40TH ST
061180073;04/28/2006;09:31 AM;7.0;SHOPLIFTING;;;3800 W HAMPTON AV
061180098;04/28/2006;01:43 PM;7.0;MOTOR VEHICLE THEFT;;;1827 W GLENDALE AV
061180104;04/28/2006;02:57 PM;4.0;SIMPLE ASSAULT;;;5517 N 41ST ST
061180121;04/28/2006;05:06 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6883 N DARIEN ST
061180142;04/28/2006;06:01 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5287 N 28TH ST #LOWER
061180146;04/28/2006;04:27 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5929 N 34TH ST
061180162;04/28/2006;08:15 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5175 N TEUTONIA AV
061170016;04/27/2006;02:32 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2111 W COLFAX PL
061170041;04/27/2006;08:10 AM;4.0;MOTOR VEHICLE THEFT;;;4811 W WOOLWORTH AV
061170043;04/27/2006;08:11 AM;7.0;SIMPLE ASSAULT;;;4649 N 30TH ST #A
061170046;04/27/2006;09:02 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5501 N 34TH ST
061170061;04/27/2006;08:26 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4858 N 19TH PL
061170085;04/27/2006;10:29 AM;4.0;AGGRAVATED ASSAULT;KIDNAPING;;4030 W GREEN TREE RD
061170089;04/27/2006;01:27 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4628 W STARK ST
061170149;04/27/2006;03:16 PM;4.0;ALL OTHER LARCENY;;;5810 N 41ST ST
061170176;04/27/2006;07:28 PM;7.0;MOTOR VEHICLE THEFT;;;4053 N 26TH ST
061170179;04/27/2006;08:46 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3100 W CAMERON AV
061170182;04/27/2006;09:23 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;;6680 N TEUTONIA AV
061170193;04/27/2006;10:45 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3807 W CHEYENNE ST
061160007;04/26/2006;12:14 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;3922 W SHERIDAN AV
061160055;04/26/2006;10:48 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4051 N 23RD ST
061160104;04/26/2006;04:02 PM;7.0;ALL OTHER LARCENY;;;4949 W VILLARD AV
061160105;04/26/2006;04:00 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4973-A N 37TH ST
061160107;04/26/2006;04:05 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4800 N 36TH ST
061160115;04/26/2006;12:59 PM;7.0;SHOPLIFTING;;;4055 N TEUTONIA AV
061160162;04/26/2006;12:57 PM;4.0;ARSON;;;5372 N 37TH ST
061160172;04/26/2006;08:40 PM;4.0;THEFT FROM BUILDING;;;5301 N TEUTONIA AV #302
061160173;04/26/2006;09:13 PM;7.0;AGGRAVATED ASSAULT;;;4513 W VILLARD AV #APTA
061160185;04/26/2006;07:15 PM;7.0;ROBBERY;;;1737 W HAMPTON AV
061170024;04/26/2006;11:19 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;6030 N 40TH ST #2
061150016;04/25/2006;02:11 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5273 N 37TH ST
061150051;04/25/2006;09:27 AM;7.0;MOTOR VEHICLE THEFT;;;4435 N 29TH ST
061150056;04/25/2006;08:05 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;6243 N TEUTONIA AV
061150082;04/25/2006;11:28 AM;7.0;SHOPLIFTING;;;5123 W VILLARD AV
061150089;04/25/2006;01:51 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4631 W STARK ST
061150105;04/25/2006;12:56 PM;4.0;ROBBERY;;;5211 N HOPKINS ST
061150112;04/25/2006;07:15 PM;7.0;AGGRAVATED ASSAULT;;;4456 N 28TH ST
061150127;04/25/2006;03:20 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;5182 N TEUTONIA AV
061150136;04/25/2006;02:18 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4909 N TEUTONIA AV
061150171;04/25/2006;07:07 PM;4.0;SIMPLE ASSAULT;;;3120 W VILLARD AV
061150177;04/25/2006;07:40 PM;4.0;ROBBERY;;;7141 N 43RD ST
061160003;04/25/2006;10:13 PM;4.0;ROBBERY;;;5391 N LONG ISLAND DR
061140010;04/24/2006;12:25 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5165 N SHERMAN BL #2
061140027;04/24/2006;05:45 AM;4.0;SIMPLE ASSAULT;;;6074 N 37TH ST
061140046;04/24/2006;08:48 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4927 N 46TH ST
061140056;04/24/2006;09:41 AM;4.0;ALL OTHER LARCENY;;;6100 N 42ND ST
061140076;04/24/2006;11:46 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5050 N 25TH ST
061140107;04/24/2006;01:23 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;2828 W VILLARD AV
061140116;04/24/2006;03:44 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1973 W CONGRESS ST
061140168;04/24/2006;07:16 PM;7.0;PURSE SNATCHING;;;4456 N TEUTONIA AV
061140188;04/24/2006;08:49 PM;4.0;AGGRAVATED ASSAULT;;;5746 N 32ND ST
061150002;04/24/2006;10:11 PM;4.0;MOTOR VEHICLE THEFT;;;5308 N 29TH ST
061130008;04/23/2006;12:53 AM;4.0;AGGRAVATED ASSAULT;ALL OTHER OFFENSES;DRUG EQUIPMENT VIOLATIONS;5919 N TEUTONIA AV
061130008;04/23/2006;12:53 AM;4.0;AGGRAVATED ASSAULT;;;5919 N TEUTONIA AV
061130022;04/23/2006;01:34 AM;4.0;THEFT FROM MOTOR VEHICLE;;;3802 W VILLARD AV #2
061130042;04/23/2006;06:31 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4541 N 21ST ST
061130055;04/23/2006;08:35 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4610 N 32ND ST
061130064;04/23/2006;10:49 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5001 W FAIRMOUNT AV
061130109;04/23/2006;03:00 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5835 N 34TH ST
061130116;04/23/2006;02:51 PM;4.0;AGGRAVATED ASSAULT;;;5363-A N 35TH ST
061130133;04/23/2006;05:26 PM;7.0;THEFT FROM MOTOR VEHICLE;;;1957 W VILLARD AV #1
061130140;04/23/2006;06:35 PM;4.0;SIMPLE ASSAULT;;;5693 N 42ND ST
061140026;04/23/2006;10:43 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;2061 W ATKINSON AV #204
061120021;04/22/2006;01:49 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;2127 W HAMPTON AV
061120024;04/22/2006;01:39 AM;5.0;SIMPLE ASSAULT;;;4116 N 16TH ST
061120047;04/22/2006;07:05 AM;7.0;ALL OTHER LARCENY;;;5191 N TEUTONIA AV
061120057;04/22/2006;08:01 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2616 W VILLARD AV
061120078;04/22/2006;09:42 AM;7.0;MOTOR VEHICLE THEFT;;;2422 W ROOSEVELT DR
061120094;04/22/2006;12:29 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2061 W ATKINSON AV
061120099;04/22/2006;12:41 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4002 N 19TH ST
061120114;04/22/2006;01:24 PM;4.0;MOTOR VEHICLE THEFT;;;6061 N 35TH ST
061120121;04/22/2006;01:24 PM;7.0;ROBBERY;;;4902 N 24TH PL
061120125;04/22/2006;03:33 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4935 N 36TH ST
061120140;04/22/2006;03:52 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5331 N 38TH ST
061120170;04/22/2006;06:48 PM;4.0;MOTOR VEHICLE THEFT;;;5323 N 39TH ST
061110017;04/21/2006;12:54 AM;4.0;AGGRAVATED ASSAULT;;;5460 N 36TH ST
061110216;04/21/2006;05:39 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5571 N 40TH ST
061110254;04/21/2006;07:19 AM;7.0;MOTOR VEHICLE THEFT;;;2027 W ATKINSON AV
061110260;04/21/2006;08:53 AM;7.0;ALL OTHER LARCENY;;;5003 N 46TH ST
061110279;04/21/2006;10:50 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4123 N 16TH ST
061110284;04/21/2006;10:18 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3833 W DOUGLAS AV
061110323;04/21/2006;01:06 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4660 N 18TH ST #LOWER
061110326;04/21/2006;02:12 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1918 W CAPITOL DR
061110358;04/21/2006;04:56 PM;5.0;MOTOR VEHICLE THEFT;;;4380 N GREEN BAY AV
061110372;04/21/2006;05:21 PM;7.0;ROBBERY;;;2620 W CAPITOL DR
061110390;04/21/2006;07:29 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;4800 W GREEN TREE RD
061110391;04/21/2006;08:23 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5950 N 39TH ST
061100038;04/20/2006;06:51 AM;7.0;MOTOR VEHICLE THEFT;;;4291 N 28TH ST
061100042;04/20/2006;07:56 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5206 N HOPKINS ST
061100049;04/20/2006;08:14 AM;7.0;AGGRAVATED ASSAULT;;;2462 W CAPITOL DR
061100064;04/20/2006;10:14 AM;7.0;ALL OTHER LARCENY;;;4808 N HOPKINS ST
061100078;04/20/2006;10:34 AM;7.0;MOTOR VEHICLE THEFT;;;2004 W ROOSEVELT DR
061100102;04/20/2006;01:34 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2027 W ATKINSON AV
061100112;04/20/2006;02:14 PM;7.0;SIMPLE ASSAULT;;;2522 W GLENDALE AV
061100121;04/20/2006;01:52 PM;7.0;MOTOR VEHICLE THEFT;;;4551 N 28TH ST
061100206;04/20/2006;10:00 PM;7.0;SIMPLE ASSAULT;;;4357 N TEUTONIA AV #3
061100220;04/20/2006;11:21 PM;7.0;ALL OTHER LARCENY;;;4153 N 21ST ST #A
061090017;04/19/2006;01:43 AM;4.0;AGGRAVATED ASSAULT;;;2728 W ORIOLE DR
061090023;04/19/2006;01:54 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;AGGRAVATED ASSAULT;;5123 W VILLARD AV
061090028;04/19/2006;12:44 AM;7.0;MOTOR VEHICLE THEFT;;;4802 N HOPKINS ST
061090032;04/19/2006;02:28 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5660 N 43RD ST
061090048;04/19/2006;08:20 AM;4.0;MOTOR VEHICLE THEFT;;;5540 N 27TH ST
061090054;04/19/2006;05:52 AM;7.0;MOTOR VEHICLE THEFT;;;2101 W PURDUE ST
061090067;04/19/2006;09:22 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5800 N 36TH ST
061090096;04/19/2006;12:40 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5227 N 34TH ST #A
061090111;04/19/2006;01:32 PM;7.0;AGGRAVATED ASSAULT;;;4623 W STARK ST
061090126;04/19/2006;03:31 PM;5.0;MOTOR VEHICLE THEFT;;;4141 N 13TH ST
061090140;04/19/2006;04:34 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4439 N 21ST ST
061090148;04/19/2006;04:57 PM;7.0;SHOPLIFTING;;;4030 N TEUTONIA AV
061090157;04/19/2006;05:11 PM;4.0;ROBBERY;;;3802 W VILLARD AV
061090176;04/19/2006;06:41 PM;7.0;SIMPLE ASSAULT;;;4954 N 51ST BL
061080017;04/18/2006;01:41 AM;7.0;MOTOR VEHICLE THEFT;;;4074 N TEUTONIA AV
061080019;04/18/2006;12:39 AM;4.0;SIMPLE ASSAULT;;;3500 W VILLARD AV
061080031;04/18/2006;06:52 AM;7.0;MOTOR VEHICLE THEFT;;;2400 W HAMPTON AV
061080040;04/18/2006;08:54 AM;7.0;THEFT FROM MOTOR VEHICLE;;;5029 N 20TH ST
061080042;04/18/2006;08:26 AM;7.0;ALL OTHER LARCENY;;;2838 W ATKINSON AV
061080048;04/18/2006;09:25 AM;4.0;ALL OTHER LARCENY;;;7170 N TEUTONIA AV
061080061;04/18/2006;08:50 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;3117 W MILL RD
061080066;04/18/2006;10:25 AM;7.0;ALL OTHER LARCENY;;;4126 N TEUTONIA AV
061080082;04/18/2006;12:09 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5240 N 38TH ST
061080084;04/18/2006;12:19 PM;7.0;ALL OTHER LARCENY;;;1900 W CAPITOL DR
061080089;04/18/2006;01:00 PM;7.0;ALL OTHER LARCENY;;;4941 N 26TH ST #A
061080092;04/18/2006;10:51 AM;7.0;ROBBERY;;;3832 W HAMPTON AV
061080132;04/18/2006;04:22 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3532 W VILLARD AV
061080150;04/18/2006;06:03 PM;7.0;THEFT FROM MOTOR VEHICLE;;;2475 W ROOSEVELT DR
061080180;04/18/2006;09:22 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6001 N SHERMAN BL
061080184;04/18/2006;08:20 PM;4.0;ROBBERY;;;5261 N 29TH ST
061080192;04/18/2006;10:12 PM;4.0;ROBBERY;;;5695 N 42ND ST
061090001;04/18/2006;08:20 PM;4.0;AGGRAVATED ASSAULT;;;5274 N 28TH ST
061090002;04/18/2006;08:20 PM;4.0;ROBBERY;;;5261 N 29TH ST
061090009;04/18/2006;11:38 PM;4.0;AGGRAVATED ASSAULT;;;2400 W VILLARD AV
061070012;04/17/2006;02:06 AM;7.0;MOTOR VEHICLE THEFT;;;4834 N 41ST ST
061070016;04/17/2006;03:26 AM;7.0;MOTOR VEHICLE THEFT;;;2700 W CAPITOL DR
061070043;04/17/2006;07:18 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5255 N HOPKINS ST
061070052;04/17/2006;09:40 AM;4.0;THEFT FROM MOTOR VEHICLE;;;4400 W GREEN TREE RD
061070094;04/17/2006;12:23 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1902 W CONGRESS ST
061070111;04/17/2006;02:01 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5611 N 40TH ST
061070115;04/17/2006;02:10 PM;4.0;THEFT FROM MOTOR VEHICLE;;;3328 W VILLARD AV
061070153;04/17/2006;04:30 PM;4.0;SIMPLE ASSAULT;;;6929 N 37TH ST #APT1
061070163;04/17/2006;04:06 PM;7.0;MOTOR VEHICLE THEFT;;;1900 W CAPITOL DR
061070179;04/17/2006;05:38 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;4434 W GREEN TREE RD
061070180;04/17/2006;05:24 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4646 N 29TH ST
061070188;04/17/2006;07:46 PM;7.0;MOTOR VEHICLE THEFT;;;1985 W HAMPTON AV
061070195;04/17/2006;09:02 PM;7.0;MOTOR VEHICLE THEFT;;;4400 N 27TH ST
061070201;04/17/2006;06:56 PM;7.0;AGGRAVATED ASSAULT;;;4879 N 36TH ST
061070216;04/17/2006;10:40 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;3812 W GREEN TREE RD
061080008;04/17/2006;11:26 PM;7.0;MOTOR VEHICLE THEFT;;;4118 W FAIRMOUNT AV
061080098;04/17/2006;01:02 PM;7.0;SHOPLIFTING;;;4808 N HOPKINS ST
061060008;04/16/2006;12:23 AM;7.0;SIMPLE ASSAULT;;;5019 N 51ST BL
061060025;04/16/2006;03:07 AM;7.0;SIMPLE ASSAULT;;;2623 W LINWAL LA
061060034;04/16/2006;02:32 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5304 N 34TH ST #LOWER
061060041;04/16/2006;05:56 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5069 N 25TH ST
061060053;04/16/2006;09:02 AM;4.0;ALL OTHER LARCENY;;;5947 N 36TH ST
061060073;04/16/2006;12:20 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5542 N 40TH ST
061060096;04/16/2006;04:10 PM;4.0;SIMPLE ASSAULT;;;3244 W VERA AV
061060110;04/16/2006;05:25 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2623 W LINWAL LA
061060131;04/16/2006;01:27 PM;5.0;AGGRAVATED ASSAULT;;;4027 N 24TH PL
061060147;04/16/2006;10:35 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4114 N 24TH PL
061070014;04/16/2006;10:51 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5271 N 38TH ST
061050019;04/15/2006;01:15 AM;7.0;MOTOR VEHICLE THEFT;;;4276 N 25TH ST
061050024;04/15/2006;01:15 AM;4.0;AGGRAVATED ASSAULT;;;5301 N 29TH ST
061050052;04/15/2006;09:38 AM;4.0;THEFT FROM MOTOR VEHICLE;;;3000 W VILLARD AV
061050056;04/15/2006;10:03 AM;7.0;ALL OTHER LARCENY;;;3800 W HAMPTON AV
061050065;04/15/2006;10:42 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;7244 N 38TH ST
061050075;04/15/2006;11:11 AM;4.0;AGGRAVATED ASSAULT;;;3406 W FLORIST AV
061050103;04/15/2006;03:00 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4329 N 14TH ST
061050122;04/15/2006;05:00 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4385 N GREEN BAY AV
061050126;04/15/2006;05:19 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3627 W DOUGLAS AV
061050147;04/15/2006;06:50 PM;7.0;AGGRAVATED ASSAULT;;;4959 W VILLARD AV
061050148;04/15/2006;07:37 PM;4.0;SIMPLE ASSAULT;;;5455 N 38TH ST
061050155;04/15/2006;09:30 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5160 N 39TH ST
061050158;04/15/2006;08:47 PM;4.0;MOTOR VEHICLE THEFT;;;3700 W SILVER SPRING DR
061040006;04/14/2006;12:26 AM;4.0;SIMPLE ASSAULT;;;5536 N 34TH ST #A
061040009;04/14/2006;12:48 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5541 N TEUTONIA AV #3
061040021;04/14/2006;02:17 AM;4.0;MOTOR VEHICLE THEFT;;;6840 N DARIEN ST
061040046;04/14/2006;08:10 AM;4.0;THEFT FROM BUILDING;;;5908 N SHERMAN BL #1
061040068;04/14/2006;11:27 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4202 W HAMPTON AV
061040134;04/14/2006;05:50 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4030 N TEUTONIA AV
061040138;04/14/2006;06:14 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4900 N TEUTONIA AV
061040147;04/14/2006;07:23 PM;7.0;SIMPLE ASSAULT;;;5060 N 22ND ST
061040154;04/14/2006;08:15 PM;7.0;MOTOR VEHICLE THEFT;;;1950 W HAMPTON AV
061040161;04/14/2006;10:22 PM;7.0;SIMPLE ASSAULT;;;4614 N TEUTONIA AV #APT20
061040171;04/14/2006;11:19 PM;4.0;MOTOR VEHICLE THEFT;;;5200 N 36TH ST
061030011;04/13/2006;12:37 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;7175 N 42ND ST
061030023;04/13/2006;05:08 AM;7.0;SIMPLE ASSAULT;;;4306 N TEUTONIA AV
061030027;04/13/2006;05:17 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;2806 W BOBOLINK AV #1
061030028;04/13/2006;03:25 AM;7.0;AGGRAVATED ASSAULT;;;2305 W ATKINSON AV
061030049;04/13/2006;07:37 AM;4.0;MOTOR VEHICLE THEFT;;;6865 N 45TH ST
061030060;04/13/2006;08:44 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4030 N 29TH ST
061030070;04/13/2006;10:30 AM;7.0;THEFT FROM MOTOR VEHICLE;;;4375 N 27TH ST
061030073;04/13/2006;10:37 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2458 W CAPITOL DR
061030077;04/13/2006;11:00 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4014 W GOOD HOPE RD
061030081;04/13/2006;09:27 AM;4.0;ALL OTHER LARCENY;;;7544 N TEUTONIA AV
061030103;04/13/2006;10:54 AM;7.0;MOTOR VEHICLE THEFT;;;2845 W STARK ST #A
061030124;04/13/2006;01:30 PM;7.0;MOTOR VEHICLE THEFT;;;5037 N 51ST BL
061030143;04/13/2006;11:27 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5339 N 33RD ST
061030180;04/13/2006;05:45 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;5184 N 42ND ST
061040018;04/13/2006;11:27 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5130 W HAMPTON AV
061020039;04/12/2006;08:10 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5464 N LONG ISLAND DR
061020047;04/12/2006;08:38 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5716 N 41ST ST
061020056;04/12/2006;08:44 AM;7.0;PURSE SNATCHING;;;2433 W ROOSEVELT DR
061020077;04/12/2006;10:35 AM;4.0;MOTOR VEHICLE THEFT;;;5541 N TEUTONIA AV
061020082;04/12/2006;08:10 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5800 N 36TH ST
061020090;04/12/2006;11:46 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1801 W OLIVE ST
061020091;04/12/2006;11:46 AM;7.0;THEFT FROM MOTOR VEHICLE;;;1801 W OLIVE ST
061020092;04/12/2006;11:46 AM;7.0;THEFT FROM MOTOR VEHICLE;;;1801 W OLIVE ST
061020099;04/12/2006;09:32 AM;7.0;AGGRAVATED ASSAULT;;;4311 N 18TH ST
061020154;04/12/2006;04:01 PM;7.0;MOTOR VEHICLE THEFT;;;1827 W GLENDALE AV
061020191;04/12/2006;07:35 PM;4.0;SHOPLIFTING;;;6201 N TEUTONIA AV
061020203;04/12/2006;09:03 PM;7.0;ROBBERY;;;4811 N TEUTONIA AV
061030001;04/12/2006;10:01 PM;7.0;ALL OTHER LARCENY;;;4238 N 18TH ST #LWR
061010008;04/11/2006;01:38 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5501 N 20TH ST
061010019;04/11/2006;07:17 AM;7.0;AGGRAVATED ASSAULT;;;5118 N 24TH PL
061010033;04/11/2006;08:21 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4818 N 39TH ST
061010044;04/11/2006;08:45 AM;4.0;THEFT FROM MOTOR VEHICLE;;;5431 N LONG ISLAND DR
061010065;04/11/2006;11:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4265 N 30TH ST
061010068;04/11/2006;09:35 AM;4.0;AGGRAVATED ASSAULT;;;5333 N 38TH ST
061010076;04/11/2006;11:49 AM;7.0;ALL OTHER LARCENY;;;2605 W VICTORY LA #1
