Cluster;White;Black or African American;American Indian or Alaskan Native;Asian;Native Hawaiian or other Pacific Islander;Multiple Race;Other Race;TN;FP;FN;TP
Euclidean-0;0.1883407746723878;0.7300678418183927;0.004877942711353357;0.03116664733851328;0.0001739533804940276;0.01646033862924736;0.028912501449611504;582;29;28;198
Geodesic-0;0.2141791947120229;0.7127322558542581;0.004352907984361775;0.02793115956632139;0.00020152351779452663;0.01218814235621297;0.028414816009028253;582;29;28;198
Euclidean-1;0.3027036871471382;0.58243513965463;0.004577890362423219;0.06176426762032484;0.0004470272686633885;0.013468766039172833;0.034603221907647475;674;27;6;130
Geodesic-1;0.26671287533434634;0.6171167568624315;0.004665298179200768;0.06319035305199364;0.00044431411230483504;0.013320537086898954;0.03454986537282397;674;27;6;130
Euclidean-2;0.6521800368456931;0.0619503428226956;0.014642501000016902;0.025904663177405814;0.0005408542116204781;0.20148509552274124;0.04329650641982681;622;0;3;212
Geodesic-2;0.6509041877292375;0.06258566062025225;0.014726690600775732;0.026068572887130517;0.0005326911445646082;0.20174567327166693;0.04343652374637243;622;0;3;212
Euclidean-3;0.569579155443121;0.34646701557811077;0.004598666489138339;0.030879687003902208;0.000419922775177443;0.022071550744082673;0.02598400196646763;575;2;21;239
Geodesic-3;0.5180871127076785;0.38948361023798833;0.0047867085765603955;0.03525819488100584;0.0003951504265828469;0.025154916928603503;0.0268343062415806;575;2;21;239
