Cluster;White;Black or African American;American Indian or Alaskan Native;Asian;Native Hawaiian or other Pacific Islander;Multiple Race;Other Race;TN;FP;FN;TP
Euclidean-0;0.2827682905858543;0.6145054828767577;0.004523869363351367;0.051647508564928106;0.0004166721782034154;0.012691966824958002;0.03344620960594717;536;18;0;172
Geodesic-0;0.2868036011610945;0.605272076266816;0.004582492227444855;0.05640443809215082;0.00044204105087892494;0.012885496633120663;0.03360985456849426;536;18;0;172
Euclidean-1;0.7431511386554003;0.04071778716638942;0.013160412771783134;0.026850775051154848;0.0006624368844857281;0.13460717492749996;0.04085027454328657;623;9;26;68
Geodesic-1;0.7525100858434192;0.04200159755715311;0.012750123861234973;0.027279805057582835;0.000485333818667152;0.12624745958079292;0.038725594281149835;623;9;26;68
Euclidean-2;0.5558943558943559;0.14761684761684762;0.014137214137214138;0.031985831985831985;0.0004004004004004004;0.20602140602140603;0.04394394394394394;485;27;73;141
Geodesic-2;0.5136377124251149;0.19458501415499113;0.012952017386980616;0.039449519211490806;0.0005212886254821919;0.1975844287077656;0.04127001948817477;485;27;73;141
Euclidean-3;0.3097313088413998;0.6179221544391118;0.003860364064859026;0.028348206066111038;0.00028231597294676503;0.01497502117369797;0.024880629441873595;416;64;19;227
Geodesic-3;0.24997810611652552;0.683796024070761;0.004040985349864258;0.02006730805319588;0.0002001726489096846;0.01470643429958339;0.02721096946116025;416;64;19;227
