Cluster;White;Black or African American;American Indian or Alaskan Native;Asian;Native Hawaiian or other Pacific Islander;Multiple Race;Other Race;TN;FP;FN;TP
Euclidean-0;0.22939508082778412;0.676459048003408;0.004372099280285195;0.04497657003206206;0.00033071007376516223;0.012040088787246923;0.03242640299544853;392;46;3;276
Geodesic-0;0.24416882755766509;0.6560335741029338;0.004423090602225772;0.04953344153954592;0.00036212437679041405;0.012396293398343281;0.033082648422495683;392;46;3;276
Euclidean-1;0.44649267059218783;0.21087298640213606;0.014420101497710112;0.04686754018354464;0.0005569996286669142;0.23479744664297209;0.045992255052782344;548;15;8;146
Geodesic-1;0.48544588389166277;0.16369919902240637;0.015494477168797196;0.030769377643273792;0.0006014492061825159;0.25772575825560634;0.04626385481207099;548;15;8;146
Euclidean-2;0.37415041214049355;0.559005418647975;0.004108645167876009;0.020424134675093783;0.00031474093418511873;0.016553671835790297;0.025442976598586218;479;10;61;167
Geodesic-2;0.311797590547037;0.6081012560733747;0.004101333093714498;0.03316367464041129;0.000256734465960219;0.015981720506023634;0.026597690673478686;479;10;61;167
Euclidean-3;0.7564343561403757;0.04289570760250449;0.01246590250590081;0.029242576286517885;0.00043814396562689924;0.12106907127612963;0.03745424222294461;660;1;0;56
Geodesic-3;0.7620884139710893;0.04219164576416175;0.01232402024039089;0.02966464166098795;0.00044946426759072655;0.11620826144321526;0.03707355265256412;660;1;0;56
