Cluster;White;Black or African American;American Indian or Alaskan Native;Asian;Native Hawaiian or other Pacific Islander;Multiple Race;Other Race;TN;FP;FN;TP
Euclidean-0;0.28668047470870595;0.5945736358014391;0.004554690644233506;0.06650437309198708;0.00041227803245217086;0.01243705397897382;0.03483749374220844;605;4;5;98
Geodesic-0;0.24842959475028803;0.6331813855632921;0.0045884887041025895;0.06614236337223864;0.0004007413715373441;0.012282723037619596;0.034974703200921706;605;4;5;98
Euclidean-1;0.5081018299937679;0.40778266699401333;0.004551377688806633;0.030783176899397555;0.00042492115351929144;0.022228097675209155;0.026127929595286207;447;17;20;228
Geodesic-1;0.49729191309219944;0.40033439759518324;0.004989283268558622;0.04286692576551258;0.0003824227817255272;0.02644053325744168;0.027694524239378876;447;17;20;228
Euclidean-2;0.20219355028541164;0.7184281763078915;0.0047887365385747074;0.03029188489377979;0.0001838992526334373;0.014925263343729771;0.029188489377979167;492;29;20;171
Geodesic-2;0.1892115987828631;0.747358046323167;0.004044086013094391;0.020502029865223207;0.0002424887164524683;0.01089634780704156;0.027745402492158226;492;29;20;171
Euclidean-3;0.6490136060238149;0.06321927529540519;0.014723233981429232;0.026288639226616964;0.000541504927694842;0.20272234477333745;0.043491395771701524;541;1;6;164
Geodesic-3;0.6502338711909441;0.06295424981317982;0.014762945946693974;0.025922338158368162;0.0005313996291273421;0.20196507154521048;0.043630123716476156;541;1;6;164
