Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location;Address
71200084;04/30/2007;09:12 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12027825145711, -87.95499162479058];5645 N 34TH ST
71200114;04/30/2007;01:43 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10938867055225, -87.95284962479059];5053 N 32ND ST
71200170;04/30/2007;03:37 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.11024271717929, -87.93645586799605];5104 N 20TH ST
71190045;04/29/2007;03:55 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09061352037067, -87.93744060355453];2027 W ATKINSON AV
71200009;04/29/2007;07:42 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.093440366639726, -87.93431111757722];4175 N 19TH ST
71170032;04/27/2007;06:39 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12181632944774, -87.96336435356932];5714 N 41ST ST
71170108;04/27/2007;02:28 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.118117884817366, -87.95747236078269];5530 N 36TH ST
71160035;04/26/2007;07:40 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09360196863639, -87.94455337910455];4236 N 25TH ST
71160187;04/26/2007;09:49 PM;4.0;TRESPASSING;MOTOR VEHICLE THEFT;;;;[43.1126009686364, -87.9588054190665];5228 N 37TH ST
71150063;04/25/2007;08:58 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10489792200934, -87.96666761036386];4805 N SHERMAN BL
71140014;04/24/2007;01:40 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10378966472388, -87.9516428280341];4758 N 31ST ST
71140020;04/24/2007;02:00 AM;7.0;AGGRAVATED ASSAULT;MOTOR VEHICLE THEFT;;;;[43.100127554273115, -87.9516480710371];3036 W ATKINSON AV
71140026;04/24/2007;06:51 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.107753940100565, -87.96151867621413];4965 N HOPKINS ST
71140093;04/24/2007;11:14 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11459054290481, -87.92534931522256];5355 N MILWAUKEE RIVER PK
71140100;04/24/2007;01:35 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.089892468520816, -87.93625382763007];1960 W ATKINSON AV
71140113;04/24/2007;03:13 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10466749321933, -87.96012180270043];3800 W HAMPTON AV
71140198;04/24/2007;09:53 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10471592996055, -87.95991463775593];4800 N HOPKINS ST
71130030;04/23/2007;05:18 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11389800582839, -87.95885113200394];5301 N 37TH ST
71130065;04/23/2007;10:12 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10873949708582, -87.97630434246082];5016 N 51ST BL
71120051;04/22/2007;03:26 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10453426521323, -87.93818276521323];2100 W HAMPTON AV
71120083;04/22/2007;09:21 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11360975437128, -87.96005165753917];5277 N 38TH ST
71120194;04/22/2007;05:27 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.090323913151224, -87.93692703716333];1990 W ATKINSON AV
71110026;04/21/2007;03:11 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11241075876579, -87.95156530421556];5231 N 31ST ST
71110045;04/21/2007;06:45 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12667051146359, -87.96501409463801];4226 W FLORIST AV
71110052;04/21/2007;08:34 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.116391005828376, -87.95998963200395];5435 N 38TH ST
71110055;04/21/2007;08:17 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12755743660787, -87.964734960383];6056 N 42ND ST
71110081;04/21/2007;11:01 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12198867055227, -87.96226115753917];5721 N 40TH ST
71100073;04/20/2007;10:38 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10864597579658, -87.93697272700824];5021 N 20TH ST
71090042;04/19/2007;09:19 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12230358673324, -87.95863865753917];5739 N 37TH ST
71080075;04/18/2007;01:24 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10873949708582, -87.97630434246082];5016 N 51ST BL
71080166;04/18/2007;05:36 PM;5.0;MOTOR VEHICLE THEFT;;;;;[43.091954251230746, -87.92445307333439];4119 N GREEN BAY AV
71130074;04/18/2007;10:00 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10873949708582, -87.97630434246082];5016 N 51ST BL
71070020;04/17/2007;01:44 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09480593698433, -87.94168000155787];4277 N TEUTONIA AV
71070072;04/17/2007;11:01 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10873949708582, -87.97630434246082];5016 N 51ST BL
71070082;04/17/2007;11:23 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.092067842605054, -87.9400393407874];4126 N TEUTONIA AV
71060012;04/16/2007;01:14 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12110465889549, -87.95738588631792];5686 N 36TH ST
71060020;04/16/2007;03:30 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10469351875455, -87.96595008090483];4226 W HAMPTON AV
71060028;04/16/2007;06:14 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.121913443793666, -87.9511305717869];5743 N TEUTONIA AV
71060071;04/16/2007;11:18 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.13673142492354, -87.96464810646873];6539 N 42ND ST
71060131;04/16/2007;02:33 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12862060960268, -87.96472263306424];6111 N 42ND ST
71060148;04/16/2007;03:49 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.11010766472387, -87.96631284967418];5108 N SHERMAN BL
71050121;04/15/2007;03:27 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.114115011656764, -87.95403756261165];5315 N 33RD ST
71040055;04/14/2007;08:52 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09612795115126, -87.93820823844402];4337 N 21ST ST
71040179;04/14/2007;10:58 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.1126009686364, -87.9588054190665];5228 N 37TH ST
71050007;04/14/2007;08:09 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10258176934627, -87.93051330117122];4691 N GREEN BAY AV
71020098;04/12/2007;02:58 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09079329808415, -87.93431341185313];4054 N 19TH ST
71010021;04/11/2007;02:23 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.11176529776095, -87.95241330064891];3119 W VILLARD AV
70990019;04/09/2007;02:28 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.13176892271234, -87.95246552647842];6320 N TEUTONIA AV
70990202;04/09/2007;10:29 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.113091014348846, -87.95766898284721];5265 N 36TH ST
70980012;04/08/2007;01:30 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.111484413266794, -87.95149590463977];5180 N 31ST ST
70980041;04/08/2007;05:10 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.0981025029142, -87.94679758093349];4439 N 27TH ST
70980045;04/08/2007;06:12 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.15438525451553, -87.95989946361607];7518 N 38TH ST
70980076;04/08/2007;11:30 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.14867145715252, -87.96070032514858];3900 W GOOD HOPE RD
70980111;04/08/2007;03:36 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11193648600596, -87.95862];3628 W VILLARD AV
70970037;04/07/2007;08:16 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.106976136274454, -87.94403235356933];4914 N 25TH ST
70970156;04/07/2007;10:19 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.090431652877115, -87.93917835376055];4030 N TEUTONIA AV
70960018;04/06/2007;02:41 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.126647293398754, -87.96237971800325];4016 W FLORIST AV
70960040;04/06/2007;09:34 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.129998115182644, -87.95605115753918];6151 N 35TH ST
70960055;04/06/2007;10:52 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12205941326678, -87.95857486078269];5728 N 37TH ST
70960138;04/06/2007;06:14 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09146349437317, -87.93544202983439];1900 W FIEBRANTZ AV
70960163;04/06/2007;10:31 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.127439370522254, -87.96729328113175];6044 N HOPKINS ST
70970009;04/06/2007;11:58 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10471346768411, -87.96861097446477];4422 W HAMPTON AV
70950171;04/05/2007;08:48 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.11127716180968, -87.95638284246083];5168 N 35TH ST
70940032;04/04/2007;06:35 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12585745690397, -87.96603579435553];5954 N SHERMAN BL
70940115;04/04/2007;03:50 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.103196, -87.94905638631792];4730 N 29TH ST
70930013;04/03/2007;02:17 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.13008749708581, -87.96235287131427];6152 N 40TH ST
70930081;04/03/2007;11:15 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.118884542847496, -87.93655063780368];1935 W SILVER SPRING DR
70930182;04/03/2007;08:33 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.0897394237487, -87.93711953506453];2000 W CAPITOL DR
70920055;04/02/2007;09:01 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.091361221738275, -87.93853981975289];2101 W ATKINSON AV
70910149;04/01/2007;07:56 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11317599417163, -87.9575758607827];5256 N 36TH ST
71180093;04/28/2007;12:36 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.06841899417162, -87.99355762089544];2719 N AVONDALE BL
71180096;04/28/2007;01:42 PM;3.0;MOTOR VEHICLE THEFT;;;;;[43.036787460470755, -87.9778048411045];5100 W BLUE MOUND RD
71170030;04/27/2007;06:20 AM;3.0;MOTOR VEHICLE THEFT;;;;;[43.03287900000001, -87.98996060646873];169 N 62ND ST
71170040;04/27/2007;08:30 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.07264151154121, -87.99565058381903];6658 W GIRARD AV
71170139;04/27/2007;07:45 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.08348436470649, -87.998778174967];6930 W APPLETON AV
71120054;04/22/2007;03:17 AM;3.0;MOTOR VEHICLE THEFT;;;;;[43.03668317892902, -87.98201314932521];5504 W BLUE MOUND RD
71120104;04/22/2007;09:30 AM;3.0;MOTOR VEHICLE THEFT;;;;;[43.0388825115412, -87.97780366763806];5104 W WISCONSIN AV
71110051;04/21/2007;08:35 AM;3.0;MOTOR VEHICLE THEFT;;;;;[43.038911973541886, -87.97003879189012];4500 W WISCONSIN AV
71110146;04/21/2007;05:54 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.07540050288553, -87.99356194463039];6519 W BURLEIGH ST
71090076;04/19/2007;01:09 PM;3.0;MOTOR VEHICLE THEFT;;;;;[43.02494059227314, -87.98609067063916];660 S HAWLEY RD #109
71070025;04/17/2007;02:54 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.07674516763808, -87.98201864643067];3167 N 55TH ST
71070030;04/17/2007;02:55 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.07674516763808, -87.98201864643067];3167 N 55TH ST
71070133;04/17/2007;03:44 PM;3.0;MOTOR VEHICLE THEFT;;;;;[43.06674658673322, -87.9810380809335];2627 N 54TH ST
71060159;04/16/2007;04:32 PM;3.0;MOTOR VEHICLE THEFT;;;;;[43.035441177352375, -87.98494461516775];5820 W ST PAUL AV
71040053;04/14/2007;08:53 AM;3.0;MOTOR VEHICLE THEFT;;;;;[43.02492283236194, -87.99114241906649];646 S 63RD ST
71040062;04/14/2007;10:12 AM;3.0;MOTOR VEHICLE THEFT;;;;;[43.06724096863638, -87.98330644791994];2654 N 56TH ST
71030050;04/13/2007;08:49 AM;3.0;MOTOR VEHICLE THEFT;;;;;[43.032741173925324, -87.96030483630179];3706 W PARK HILL AV
71030062;04/13/2007;09:57 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.08677539155386, -88.0071370927723];3826 N 76TH ST #4
71030219;04/13/2007;07:40 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.073558413266795, -87.983035907958];3004 N 56TH ST
71020115;04/12/2007;04:04 PM;3.0;MOTOR VEHICLE THEFT;;;;;[43.04034315525924, -87.98323186124497];912 N HAWLEY RD
71020122;04/12/2007;05:15 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.07365833527612, -87.97974863532217];3009 N 53RD ST
71010136;04/11/2007;10:05 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.06984822106645, -87.97751272106645];5100 W HADLEY ST
71010185;04/11/2007;03:20 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.0698543852214, -87.99413925601607];2788 N SHOLES AV
71000032;04/10/2007;07:06 AM;3.0;MOTOR VEHICLE THEFT;ALL OTHER LARCENY;;;;[43.03131449956733, -87.9940125];6507 W FAIRVIEW AV
71000036;04/10/2007;07:42 AM;3.0;MOTOR VEHICLE THEFT;;;;;[43.03661052986305, -87.98404444463038];5706 W BLUE MOUND RD
71000052;04/10/2007;08:51 AM;3.0;MOTOR VEHICLE THEFT;;;;;[43.028784, -87.99245059925535];235 S 64TH ST
