Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
053650009;12/31/2005;12:36 AM;7.0;SIMPLE ASSAULT;;;;;4349 N 16TH ST #LWR
053650018;12/31/2005;02:32 AM;4.0;SIMPLE ASSAULT;;;;;2925-A W BOBOLINK AV
053650040;12/31/2005;02:32 AM;4.0;AGGRAVATED ASSAULT;;;;;2925A W BOBOLINK AV
053650041;12/31/2005;07:44 AM;7.0;MOTOR VEHICLE THEFT;;;;;2900 W ATKINSON AV
053650043;12/31/2005;09:23 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4030 N 29TH ST
053650078;12/31/2005;01:39 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4878 N 27TH ST
053650080;12/31/2005;01:11 PM;4.0;AGGRAVATED ASSAULT;;;;;5882 N 42ND ST
053650120;12/31/2005;05:46 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5139 N 22ND ST
053650122;12/31/2005;04:51 PM;4.0;MOTOR VEHICLE THEFT;;;;;5520 N 33RD ST
053650153;12/31/2005;08:54 PM;5.0;ROBBERY;;;;;4191 N GREEN BAY AV
053640018;12/30/2005;03:48 AM;7.0;ROBBERY;;;;;3605 W VILLARD AV
053640047;12/30/2005;09:21 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3364 W HOPKINS ST
053640076;12/30/2005;10:47 AM;4.0;ALL OTHER LARCENY;;;;;5364 N 39TH ST
053640095;12/30/2005;12:07 PM;7.0;MOTOR VEHICLE THEFT;;;;;3100 W CAPITOL DR
053640099;12/30/2005;12:01 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4207 N 15TH ST
053640113;12/30/2005;12:37 PM;4.0;ALL OTHER LARCENY;;;;;6090 N 35TH ST
053640129;12/30/2005;04:49 PM;7.0;ROBBERY;;;;;4030 N TEUTONIA AV
053640143;12/30/2005;04:37 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4805 N SHERMAN BL #13
053640146;12/30/2005;05:37 PM;4.0;SIMPLE ASSAULT;;;;;6837 N DARIEN ST #1
053640174;12/30/2005;08:50 PM;4.0;ROBBERY;;;;;6087 N 39TH ST
053640176;12/30/2005;09:52 PM;7.0;SIMPLE ASSAULT;;;;;4970 N 44TH ST
053640192;12/30/2005;11:24 PM;7.0;SIMPLE ASSAULT;;;;;4805 N SHERMAN BL #11
053650005;12/30/2005;09:22 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3520 W VILLARD AV
060030204;12/30/2005;09:48 PM;5.0;ALL OTHER LARCENY;;;;;4330 N 14TH ST
053630008;12/29/2005;01:50 AM;7.0;ALL OTHER LARCENY;;;;;5048 N 35TH ST
053630030;12/29/2005;08:02 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4100 N 15TH ST
053630032;12/29/2005;07:05 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4075 N 16TH ST
053630033;12/29/2005;07:09 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4055 N TEUTONIA AV
053630077;12/29/2005;01:37 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5527 N 33RD ST
053630108;12/29/2005;01:48 PM;4.0;MOTOR VEHICLE THEFT;;;;;1935 W SILVER SPRING DR
053630110;12/29/2005;04:15 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4871 N GREEN BAY AV
053630139;12/29/2005;07:12 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4231 N 27TH ST
