Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location;Address
163340112;11/29/2016;04:36 PM;7.0;BURGLARY/BREAKING AND ENTERING;THEFT FROM BUILDING;;;;[43.104733519331475, -87.97518097446478];4938 W HAMPTON AV #3
163310063;11/26/2016;11:16 AM;4.0;THEFT FROM COIN-OPPERATED MACHINES;;;;;[43.120007622540236, -87.95051563662116];5630 N TEUTONIA AV
163310095;11/26/2016;05:37 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;[43.14126252986306, -87.972642];4822 W GREEN TREE RD
163300002;11/24/2016;11:53 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[42.96843313654044, -87.9324057174195];4029 S 14TH ST
163270041;11/22/2016;06:41 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.10489792200934, -87.96666761036386];4805 N SHERMAN BL
163270047;11/22/2016;09:55 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09071191035258, -87.94566237131427];4060 N 26TH ST
163270083;11/22/2016;08:24 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.10473252596792, -87.97088233236194];4616 W HAMPTON AV
163270103;11/22/2016;04:20 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09444657507646, -87.93304538631791];4218 N 18TH ST
163260042;11/21/2016;08:32 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;[43.14846654674261, -87.96627296667448];4301 W GOOD HOPE RD
163260057;11/21/2016;11:49 AM;7.0;THEFT FROM BUILDING;;;;;[43.101329877055754, -87.93378375809353];4636 N 19TH ST
163260092;11/21/2016;10:35 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.09140248124546, -87.93513394463038];1923 W FIEBRANTZ AV
163240038;11/19/2016;08:47 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.12165432944775, -87.95372386078269];5726 N 33RD ST
163230056;11/18/2016;10:38 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.11023363336028, -87.95151338631791];5118 N 31ST ST
163230122;11/18/2016;06:07 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.110886471579235, -87.96986958090484];4528 W EGGERT PL
163220068;11/17/2016;09:40 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.0999114715506, -87.93817538631792];4548 N 21ST ST
163210086;11/16/2016;02:04 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.12166403136362, -87.95986813200395];5707 N 38TH ST
163210178;11/16/2016;06:30 PM;4.0;THEFT FROM BUILDING;;;;;[43.11257172625942, -87.95397918047964];5238 N 33RD ST
