GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S03,HD02_S03,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08,HD01_S09,HD02_S09,HD01_S10,HD02_S10,HD01_S18,HD02_S18,HD01_S23,HD02_S23,HD01_S24,HD02_S24,HD01_S25,HD02_S25,HD01_S26,HD02_S26,HD01_S27,HD02_S27,HD01_S28,HD02_S28,HD01_S29,HD02_S29,HD01_S30,HD02_S30,HD01_S31,HD02_S31,HD01_S32,HD02_S32,HD01_S33,HD02_S33,HD01_S34,HD02_S34,HD01_S35,HD02_S35,HD01_S36,HD02_S36,HD01_S37,HD02_S37,HD01_S38,HD02_S38,HD01_S39,HD02_S39,HD01_S40,HD02_S40,HD01_S41,HD02_S41,HD01_S42,HD02_S42
1400000US55079009400,55079009400,"Census Tract 94, Milwaukee County, Wisconsin",2423,100.0,2355,97.2,1969,81.3,289,11.9,22,0.9,19,0.8,0,0.0,0,0.0,3,0.1,41,1.7,2,0.1,32,1.3,68,2.8,5,0.2,53,2.2,0,0.0,10,0.4,2423,100.0,166,6.9,80,3.3,61,2.5,3,0.1,22,0.9,2257,93.1,2423,100.0,2355,97.2,148,6.1,2207,91.1,68,2.8,18,0.7,50,2.1
1400000US55079009500,55079009500,"Census Tract 95, Milwaukee County, Wisconsin",2121,100.0,2016,95.0,1533,72.3,442,20.8,7,0.3,7,0.3,0,0.0,0,0.0,0,0.0,27,1.3,0,0.0,7,0.3,105,5.0,3,0.1,96,4.5,2,0.1,4,0.2,2121,100.0,99,4.7,50,2.4,40,1.9,1,0.0,8,0.4,2022,95.3,2121,100.0,2016,95.0,88,4.1,1928,90.9,105,5.0,11,0.5,94,4.4
1400000US55079009600,55079009600,"Census Tract 96, Milwaukee County, Wisconsin",2317,100.0,2227,96.1,141,6.1,1777,76.7,13,0.6,13,0.6,0,0.0,0,0.0,0,0.0,255,11.0,1,0.0,40,1.7,90,3.9,6,0.3,73,3.2,1,0.0,10,0.4,2317,100.0,113,4.9,44,1.9,56,2.4,2,0.1,11,0.5,2204,95.1,2317,100.0,2227,96.1,95,4.1,2132,92.0,90,3.9,18,0.8,72,3.1
1400000US55079009700,55079009700,"Census Tract 97, Milwaukee County, Wisconsin",1939,100.0,1893,97.6,90,4.6,978,50.4,2,0.1,0,0.0,0,0.0,0,0.0,2,0.1,804,41.5,0,0.0,19,1.0,46,2.4,11,0.6,34,1.8,0,0.0,1,0.1,1939,100.0,24,1.2,15,0.8,7,0.4,2,0.1,0,0.0,1915,98.8,1939,100.0,1893,97.6,22,1.1,1871,96.5,46,2.4,2,0.1,44,2.3
1400000US55079009800,55079009800,"Census Tract 98, Milwaukee County, Wisconsin",1433,100.0,1391,97.1,47,3.3,1165,81.3,3,0.2,0,0.0,0,0.0,0,0.0,3,0.2,170,11.9,0,0.0,6,0.4,42,2.9,1,0.1,30,2.1,7,0.5,4,0.3,1433,100.0,51,3.6,11,0.8,26,1.8,4,0.3,10,0.7,1382,96.4,1433,100.0,1391,97.1,40,2.8,1351,94.3,42,2.9,11,0.8,31,2.2
1400000US55079009900,55079009900,"Census Tract 99, Milwaukee County, Wisconsin",1458,100.0,1427,97.9,80,5.5,1299,89.1,10,0.7,7,0.5,0,0.0,0,0.0,3,0.2,22,1.5,0,0.0,16,1.1,31,2.1,5,0.3,25,1.7,0,0.0,1,0.1,1458,100.0,60,4.1,38,2.6,13,0.9,2,0.1,7,0.5,1398,95.9,1458,100.0,1427,97.9,53,3.6,1374,94.2,31,2.1,7,0.5,24,1.6
1400000US55079010600,55079010600,"Census Tract 106, Milwaukee County, Wisconsin",1192,100.0,1129,94.7,351,29.4,674,56.5,6,0.5,3,0.3,0,0.0,0,0.0,3,0.3,14,1.2,0,0.0,84,7.0,63,5.3,12,1.0,39,3.3,0,0.0,12,1.0,1192,100.0,167,14.0,32,2.7,117,9.8,1,0.1,17,1.4,1025,86.0,1192,100.0,1129,94.7,154,12.9,975,81.8,63,5.3,13,1.1,50,4.2
1400000US55079010700,55079010700,"Census Tract 107, Milwaukee County, Wisconsin",2208,100.0,2108,95.5,1500,67.9,464,21.0,9,0.4,6,0.3,0,0.0,0,0.0,3,0.1,38,1.7,0,0.0,97,4.4,100,4.5,21,1.0,69,3.1,2,0.1,8,0.4,2208,100.0,268,12.1,88,4.0,145,6.6,2,0.1,33,1.5,1940,87.9,2208,100.0,2108,95.5,233,10.6,1875,84.9,100,4.5,35,1.6,65,2.9
1400000US55079010800,55079010800,"Census Tract 108, Milwaukee County, Wisconsin",2469,100.0,2397,97.1,2092,84.7,154,6.2,10,0.4,6,0.2,0,0.0,0,0.0,4,0.2,100,4.1,3,0.1,38,1.5,72,2.9,12,0.5,54,2.2,2,0.1,4,0.2,2469,100.0,128,5.2,73,3.0,21,0.9,2,0.1,32,1.3,2341,94.8,2469,100.0,2397,97.1,110,4.5,2287,92.6,72,2.9,18,0.7,54,2.2
1400000US55079011000,55079011000,"Census Tract 110, Milwaukee County, Wisconsin",3428,100.0,3358,98.0,2711,79.1,443,12.9,39,1.1,26,0.8,0,0.0,0,0.0,13,0.4,125,3.6,1,0.0,39,1.1,70,2.0,7,0.2,62,1.8,0,0.0,1,0.0,3428,100.0,147,4.3,71,2.1,33,1.0,1,0.0,42,1.2,3281,95.7,3428,100.0,3358,98.0,140,4.1,3218,93.9,70,2.0,7,0.2,63,1.8
1400000US55079011100,55079011100,"Census Tract 111, Milwaukee County, Wisconsin",1481,100.0,1450,97.9,1269,85.7,84,5.7,4,0.3,3,0.2,0,0.0,0,0.0,1,0.1,65,4.4,4,0.3,24,1.6,31,2.1,5,0.3,25,1.7,0,0.0,1,0.1,1481,100.0,76,5.1,31,2.1,18,1.2,1,0.1,26,1.8,1405,94.9,1481,100.0,1450,97.9,67,4.5,1383,93.4,31,2.1,9,0.6,22,1.5
1400000US55079011200,55079011200,"Census Tract 112, Milwaukee County, Wisconsin",2219,100.0,2145,96.7,1775,80.0,263,11.9,12,0.5,8,0.4,0,0.0,0,0.0,4,0.2,54,2.4,1,0.0,40,1.8,74,3.3,13,0.6,56,2.5,1,0.0,4,0.2,2219,100.0,124,5.6,61,2.7,30,1.4,3,0.1,30,1.4,2095,94.4,2219,100.0,2145,96.7,110,5.0,2035,91.7,74,3.3,14,0.6,60,2.7
1400000US55079011300,55079011300,"Census Tract 113, Milwaukee County, Wisconsin",1829,100.0,1793,98.0,1571,85.9,130,7.1,8,0.4,3,0.2,0,0.0,0,0.0,5,0.3,68,3.7,0,0.0,16,0.9,36,2.0,3,0.2,31,1.7,1,0.1,1,0.1,1829,100.0,74,4.0,39,2.1,19,1.0,1,0.1,15,0.8,1755,96.0,1829,100.0,1793,98.0,69,3.8,1724,94.3,36,2.0,5,0.3,31,1.7
1400000US55079011400,55079011400,"Census Tract 114, Milwaukee County, Wisconsin",1137,100.0,1107,97.4,902,79.3,141,12.4,6,0.5,6,0.5,0,0.0,0,0.0,0,0.0,41,3.6,0,0.0,17,1.5,30,2.6,7,0.6,23,2.0,0,0.0,0,0.0,1137,100.0,64,5.6,26,2.3,23,2.0,1,0.1,14,1.2,1073,94.4,1137,100.0,1107,97.4,56,4.9,1051,92.4,30,2.6,8,0.7,22,1.9
1400000US55079012200,55079012200,"Census Tract 122, Milwaukee County, Wisconsin",2557,100.0,2475,96.8,285,11.1,1234,48.3,10,0.4,3,0.1,0,0.0,0,0.0,7,0.3,822,32.1,0,0.0,124,4.8,82,3.2,26,1.0,50,2.0,2,0.1,4,0.2,2557,100.0,242,9.5,162,6.3,52,2.0,3,0.1,25,1.0,2315,90.5,2557,100.0,2475,96.8,222,8.7,2253,88.1,82,3.2,20,0.8,62,2.4
1400000US55079012300,55079012300,"Census Tract 123, Milwaukee County, Wisconsin",1122,100.0,1072,95.5,167,14.9,771,68.7,6,0.5,3,0.3,0,0.0,0,0.0,3,0.3,85,7.6,0,0.0,43,3.8,50,4.5,2,0.2,37,3.3,1,0.1,10,0.9,1122,100.0,84,7.5,27,2.4,29,2.6,1,0.1,27,2.4,1038,92.5,1122,100.0,1072,95.5,78,7.0,994,88.6,50,4.5,6,0.5,44,3.9
1400000US55079012400,55079012400,"Census Tract 124, Milwaukee County, Wisconsin",2592,100.0,2450,94.5,1332,51.4,804,31.0,35,1.4,30,1.2,0,0.0,0,0.0,5,0.2,184,7.1,0,0.0,95,3.7,142,5.5,22,0.8,108,4.2,0,0.0,12,0.5,2592,100.0,218,8.4,109,4.2,75,2.9,5,0.2,29,1.1,2374,91.6,2592,100.0,2450,94.5,189,7.3,2261,87.2,142,5.5,29,1.1,113,4.4
1400000US55079012500,55079012500,"Census Tract 125, Milwaukee County, Wisconsin",2014,100.0,1962,97.4,1720,85.4,156,7.7,16,0.8,14,0.7,0,0.0,0,0.0,2,0.1,48,2.4,1,0.0,21,1.0,52,2.6,8,0.4,40,2.0,1,0.0,3,0.1,2014,100.0,91,4.5,47,2.3,24,1.2,3,0.1,17,0.8,1923,95.5,2014,100.0,1962,97.4,79,3.9,1883,93.5,52,2.6,12,0.6,40,2.0
1400000US55079012600,55079012600,"Census Tract 126, Milwaukee County, Wisconsin",2169,100.0,2085,96.1,1876,86.5,115,5.3,10,0.5,6,0.3,0,0.0,0,0.0,4,0.2,32,1.5,1,0.0,51,2.4,84,3.9,15,0.7,57,2.6,0,0.0,12,0.6,2169,100.0,198,9.1,121,5.6,55,2.5,4,0.2,18,0.8,1971,90.9,2169,100.0,2085,96.1,175,8.1,1910,88.1,84,3.9,23,1.1,61,2.8
1400000US55079012700,55079012700,"Census Tract 127, Milwaukee County, Wisconsin",1189,100.0,1173,98.7,1081,90.9,32,2.7,15,1.3,7,0.6,0,0.0,0,0.0,8,0.7,14,1.2,0,0.0,31,2.6,16,1.3,2,0.2,13,1.1,0,0.0,1,0.1,1189,100.0,87,7.3,63,5.3,11,0.9,0,0.0,13,1.1,1102,92.7,1189,100.0,1173,98.7,84,7.1,1089,91.6,16,1.3,3,0.3,13,1.1
1400000US55079012800,55079012800,"Census Tract 128, Milwaukee County, Wisconsin",2958,100.0,2884,97.5,2432,82.2,193,6.5,14,0.5,13,0.4,0,0.0,0,0.0,1,0.0,136,4.6,0,0.0,109,3.7,74,2.5,31,1.0,39,1.3,2,0.1,2,0.1,2958,100.0,252,8.5,148,5.0,75,2.5,1,0.0,28,0.9,2706,91.5,2958,100.0,2884,97.5,215,7.3,2669,90.2,74,2.5,37,1.3,37,1.3
1400000US55079012900,55079012900,"Census Tract 129, Milwaukee County, Wisconsin",2942,100.0,2792,94.9,2345,79.7,188,6.4,50,1.7,36,1.2,0,0.0,0,0.0,14,0.5,36,1.2,0,0.0,173,5.9,150,5.1,31,1.1,111,3.8,1,0.0,7,0.2,2942,100.0,424,14.4,274,9.3,114,3.9,5,0.2,31,1.1,2518,85.6,2942,100.0,2792,94.9,381,13.0,2411,82.0,150,5.1,43,1.5,107,3.6
1400000US55079013000,55079013000,"Census Tract 130, Milwaukee County, Wisconsin",1800,100.0,1712,95.1,1401,77.8,133,7.4,23,1.3,16,0.9,0,0.0,0,0.0,7,0.4,22,1.2,1,0.1,132,7.3,88,4.9,19,1.1,68,3.8,1,0.1,0,0.0,1800,100.0,317,17.6,201,11.2,86,4.8,13,0.7,17,0.9,1483,82.4,1800,100.0,1712,95.1,292,16.2,1420,78.9,88,4.9,25,1.4,63,3.5
1400000US55079013300,55079013300,"Census Tract 133, Milwaukee County, Wisconsin",1066,100.0,991,93.0,484,45.4,304,28.5,16,1.5,5,0.5,0,0.0,0,0.0,11,1.0,111,10.4,0,0.0,76,7.1,75,7.0,11,1.0,54,5.1,1,0.1,9,0.8,1066,100.0,166,15.6,92,8.6,69,6.5,1,0.1,4,0.4,900,84.4,1066,100.0,991,93.0,144,13.5,847,79.5,75,7.0,22,2.1,53,5.0
1400000US55079013400,55079013400,"Census Tract 134, Milwaukee County, Wisconsin",2335,100.0,2238,95.8,303,13.0,1611,69.0,14,0.6,5,0.2,0,0.0,0,0.0,9,0.4,170,7.3,3,0.1,137,5.9,97,4.2,9,0.4,78,3.3,0,0.0,10,0.4,2335,100.0,273,11.7,138,5.9,108,4.6,3,0.1,24,1.0,2062,88.3,2335,100.0,2238,95.8,254,10.9,1984,85.0,97,4.2,19,0.8,78,3.3
1400000US55079013500,55079013500,"Census Tract 135, Milwaukee County, Wisconsin",1911,100.0,1848,96.7,298,15.6,1455,76.1,21,1.1,3,0.2,0,0.0,0,0.0,18,0.9,3,0.2,0,0.0,71,3.7,63,3.3,7,0.4,47,2.5,0,0.0,9,0.5,1911,100.0,135,7.1,32,1.7,67,3.5,7,0.4,29,1.5,1776,92.9,1911,100.0,1848,96.7,119,6.2,1729,90.5,63,3.3,16,0.8,47,2.5
1400000US55079013600,55079013600,"Census Tract 136, Milwaukee County, Wisconsin",2489,100.0,2405,96.6,482,19.4,1741,69.9,26,1.0,15,0.6,0,0.0,0,0.0,11,0.4,39,1.6,0,0.0,117,4.7,84,3.4,22,0.9,53,2.1,0,0.0,9,0.4,2489,100.0,246,9.9,151,6.1,64,2.6,10,0.4,21,0.8,2243,90.1,2489,100.0,2405,96.6,222,8.9,2183,87.7,84,3.4,24,1.0,60,2.4
1400000US55079013700,55079013700,"Census Tract 137, Milwaukee County, Wisconsin",1578,100.0,1521,96.4,186,11.8,1118,70.8,16,1.0,1,0.1,0,0.0,0,0.0,15,1.0,100,6.3,0,0.0,101,6.4,57,3.6,15,1.0,30,1.9,0,0.0,12,0.8,1578,100.0,153,9.7,71,4.5,53,3.4,0,0.0,29,1.8,1425,90.3,1578,100.0,1521,96.4,147,9.3,1374,87.1,57,3.6,6,0.4,51,3.2
1400000US55079014100,55079014100,"Census Tract 141, Milwaukee County, Wisconsin",1551,100.0,1528,98.5,221,14.2,1253,80.8,7,0.5,1,0.1,0,0.0,0,0.0,6,0.4,7,0.5,0,0.0,40,2.6,23,1.5,5,0.3,18,1.2,0,0.0,0,0.0,1551,100.0,101,6.5,16,1.0,65,4.2,3,0.2,17,1.1,1450,93.5,1551,100.0,1528,98.5,96,6.2,1432,92.3,23,1.5,5,0.3,18,1.2
1400000US55079014300,55079014300,"Census Tract 143, Milwaukee County, Wisconsin",2297,100.0,2255,98.2,2005,87.3,103,4.5,4,0.2,3,0.1,0,0.0,0,0.0,1,0.0,126,5.5,1,0.0,16,0.7,42,1.8,6,0.3,28,1.2,0,0.0,8,0.3,2297,100.0,91,4.0,41,1.8,22,1.0,2,0.1,26,1.1,2206,96.0,2297,100.0,2255,98.2,84,3.7,2171,94.5,42,1.8,7,0.3,35,1.5
1400000US55079014400,55079014400,"Census Tract 144, Milwaukee County, Wisconsin",2612,100.0,2559,98.0,2125,81.4,110,4.2,5,0.2,3,0.1,0,0.0,0,0.0,2,0.1,284,10.9,1,0.0,34,1.3,53,2.0,14,0.5,37,1.4,2,0.1,0,0.0,2612,100.0,108,4.1,54,2.1,17,0.7,1,0.0,36,1.4,2504,95.9,2612,100.0,2559,98.0,105,4.0,2454,94.0,53,2.0,3,0.1,50,1.9
1400000US55079014600,55079014600,"Census Tract 146, Milwaukee County, Wisconsin",3946,100.0,3909,99.1,2869,72.7,781,19.8,10,0.3,0,0.0,0,0.0,0,0.0,10,0.3,205,5.2,1,0.0,43,1.1,37,0.9,11,0.3,21,0.5,1,0.0,4,0.1,3946,100.0,178,4.5,48,1.2,20,0.5,4,0.1,106,2.7,3768,95.5,3946,100.0,3909,99.1,167,4.2,3742,94.8,37,0.9,11,0.3,26,0.7
1400000US55079014700,55079014700,"Census Tract 147, Milwaukee County, Wisconsin",3291,100.0,3235,98.3,2179,66.2,813,24.7,9,0.3,6,0.2,0,0.0,0,0.0,3,0.1,177,5.4,2,0.1,55,1.7,56,1.7,4,0.1,44,1.3,0,0.0,8,0.2,3291,100.0,180,5.5,72,2.2,46,1.4,0,0.0,62,1.9,3111,94.5,3291,100.0,3235,98.3,168,5.1,3067,93.2,56,1.7,12,0.4,44,1.3
1400000US55079014800,55079014800,"Census Tract 148, Milwaukee County, Wisconsin",2403,100.0,2324,96.7,1258,52.4,837,34.8,6,0.2,2,0.1,0,0.0,0,0.0,4,0.2,172,7.2,5,0.2,46,1.9,79,3.3,6,0.2,65,2.7,1,0.0,7,0.3,2403,100.0,129,5.4,50,2.1,51,2.1,4,0.2,24,1.0,2274,94.6,2403,100.0,2324,96.7,111,4.6,2213,92.1,79,3.3,18,0.7,61,2.5
1400000US55079014900,55079014900,"Census Tract 149, Milwaukee County, Wisconsin",1483,100.0,1421,95.8,589,39.7,555,37.4,8,0.5,8,0.5,0,0.0,0,0.0,0,0.0,132,8.9,2,0.1,135,9.1,62,4.2,15,1.0,36,2.4,0,0.0,11,0.7,1483,100.0,256,17.3,205,13.8,29,2.0,1,0.1,21,1.4,1227,82.7,1483,100.0,1421,95.8,238,16.0,1183,79.8,62,4.2,18,1.2,44,3.0
1400000US55079015700,55079015700,"Census Tract 157, Milwaukee County, Wisconsin",3231,100.0,3106,96.1,1644,50.9,437,13.5,19,0.6,11,0.3,0,0.0,0,0.0,8,0.2,32,1.0,0,0.0,974,30.1,125,3.9,58,1.8,50,1.5,3,0.1,14,0.4,3231,100.0,2414,74.7,1847,57.2,446,13.8,24,0.7,97,3.0,817,25.3,3231,100.0,3106,96.1,2329,72.1,777,24.0,125,3.9,85,2.6,40,1.2
1400000US55079015800,55079015800,"Census Tract 158, Milwaukee County, Wisconsin",3058,100.0,2914,95.3,1487,48.6,469,15.3,48,1.6,44,1.4,1,0.0,0,0.0,3,0.1,108,3.5,2,0.1,800,26.2,144,4.7,82,2.7,56,1.8,3,0.1,3,0.1,3058,100.0,2080,68.0,1545,50.5,429,14.0,12,0.4,94,3.1,978,32.0,3058,100.0,2914,95.3,1975,64.6,939,30.7,144,4.7,105,3.4,39,1.3
1400000US55079015900,55079015900,"Census Tract 159, Milwaukee County, Wisconsin",3819,100.0,3591,94.0,1808,47.3,416,10.9,86,2.3,54,1.4,0,0.0,0,0.0,32,0.8,170,4.5,1,0.0,1110,29.1,228,6.0,121,3.2,94,2.5,13,0.3,0,0.0,3819,100.0,2410,63.1,1811,47.4,432,11.3,8,0.2,159,4.2,1409,36.9,3819,100.0,3591,94.0,2258,59.1,1333,34.9,228,6.0,152,4.0,76,2.0
1400000US55079016000,55079016000,"Census Tract 160, Milwaukee County, Wisconsin",3310,100.0,3088,93.3,1498,45.3,291,8.8,94,2.8,76,2.3,0,0.0,0,0.0,18,0.5,227,6.9,0,0.0,978,29.5,222,6.7,92,2.8,117,3.5,6,0.2,7,0.2,3310,100.0,2060,62.2,1576,47.6,364,11.0,10,0.3,110,3.3,1250,37.8,3310,100.0,3088,93.3,1923,58.1,1165,35.2,222,6.7,137,4.1,85,2.6
1400000US55079016100,55079016100,"Census Tract 161, Milwaukee County, Wisconsin",3574,100.0,3366,94.2,1754,49.1,195,5.5,86,2.4,56,1.6,0,0.0,0,0.0,30,0.8,97,2.7,0,0.0,1234,34.5,208,5.8,117,3.3,62,1.7,14,0.4,15,0.4,3574,100.0,2503,70.0,1958,54.8,412,11.5,5,0.1,128,3.6,1071,30.0,3574,100.0,3366,94.2,2342,65.5,1024,28.7,208,5.8,161,4.5,47,1.3
1400000US55079016200,55079016200,"Census Tract 162, Milwaukee County, Wisconsin",3366,100.0,3211,95.4,1601,47.6,264,7.8,57,1.7,29,0.9,0,0.0,0,0.0,28,0.8,148,4.4,5,0.1,1136,33.7,155,4.6,75,2.2,77,2.3,2,0.1,1,0.0,3366,100.0,2243,66.6,1740,51.7,407,12.1,12,0.4,84,2.5,1123,33.4,3366,100.0,3211,95.4,2150,63.9,1061,31.5,155,4.6,93,2.8,62,1.8
1400000US55079016300,55079016300,"Census Tract 163, Milwaukee County, Wisconsin",5124,100.0,4881,95.3,1964,38.3,642,12.5,79,1.5,40,0.8,1,0.0,0,0.0,38,0.7,85,1.7,14,0.3,2097,40.9,243,4.7,137,2.7,92,1.8,3,0.1,11,0.2,5124,100.0,3740,73.0,2735,53.4,753,14.7,11,0.2,241,4.7,1384,27.0,5124,100.0,4881,95.3,3571,69.7,1310,25.6,243,4.7,169,3.3,74,1.4
1400000US55079016400,55079016400,"Census Tract 164, Milwaukee County, Wisconsin",4948,100.0,4708,95.1,2221,44.9,597,12.1,64,1.3,35,0.7,0,0.0,0,0.0,29,0.6,104,2.1,2,0.0,1720,34.8,240,4.9,160,3.2,60,1.2,7,0.1,13,0.3,4948,100.0,3820,77.2,2856,57.7,737,14.9,19,0.4,208,4.2,1128,22.8,4948,100.0,4708,95.1,3616,73.1,1092,22.1,240,4.9,204,4.1,36,0.7
1400000US55079016500,55079016500,"Census Tract 165, Milwaukee County, Wisconsin",2695,100.0,2530,93.9,1174,43.6,276,10.2,64,2.4,42,1.6,0,0.0,0,0.0,22,0.8,82,3.0,0,0.0,934,34.7,165,6.1,98,3.6,61,2.3,5,0.2,1,0.0,2695,100.0,2044,75.8,1437,53.3,463,17.2,19,0.7,125,4.6,651,24.2,2695,100.0,2530,93.9,1929,71.6,601,22.3,165,6.1,115,4.3,50,1.9
1400000US55079016600,55079016600,"Census Tract 166, Milwaukee County, Wisconsin",2313,100.0,2191,94.7,1058,45.7,472,20.4,45,1.9,30,1.3,0,0.0,0,0.0,15,0.6,11,0.5,0,0.0,605,26.2,122,5.3,68,2.9,45,1.9,5,0.2,4,0.2,2313,100.0,1397,60.4,834,36.1,460,19.9,19,0.8,84,3.6,916,39.6,2313,100.0,2191,94.7,1317,56.9,874,37.8,122,5.3,80,3.5,42,1.8
1400000US55079016700,55079016700,"Census Tract 167, Milwaukee County, Wisconsin",3355,100.0,3201,95.4,1501,44.7,365,10.9,81,2.4,56,1.7,0,0.0,0,0.0,25,0.7,27,0.8,0,0.0,1227,36.6,154,4.6,74,2.2,71,2.1,5,0.1,4,0.1,3355,100.0,2552,76.1,1758,52.4,640,19.1,11,0.3,143,4.3,803,23.9,3355,100.0,3201,95.4,2443,72.8,758,22.6,154,4.6,109,3.2,45,1.3
1400000US55079016800,55079016800,"Census Tract 168, Milwaukee County, Wisconsin",3450,100.0,3267,94.7,1617,46.9,411,11.9,36,1.0,27,0.8,0,0.0,0,0.0,9,0.3,89,2.6,5,0.1,1109,32.1,183,5.3,111,3.2,68,2.0,2,0.1,2,0.1,3450,100.0,2569,74.5,1897,55.0,531,15.4,7,0.2,134,3.9,881,25.5,3450,100.0,3267,94.7,2433,70.5,834,24.2,183,5.3,136,3.9,47,1.4
1400000US55079016900,55079016900,"Census Tract 169, Milwaukee County, Wisconsin",4130,100.0,3918,94.9,1970,47.7,386,9.3,67,1.6,47,1.1,0,0.0,0,0.0,20,0.5,39,0.9,0,0.0,1456,35.3,212,5.1,124,3.0,76,1.8,5,0.1,7,0.2,4130,100.0,3090,74.8,2342,56.7,603,14.6,13,0.3,132,3.2,1040,25.2,4130,100.0,3918,94.9,2943,71.3,975,23.6,212,5.1,147,3.6,65,1.6
1400000US55079017000,55079017000,"Census Tract 170, Milwaukee County, Wisconsin",6112,100.0,5786,94.7,2953,48.3,391,6.4,138,2.3,107,1.8,0,0.0,0,0.0,31,0.5,163,2.7,1,0.0,2140,35.0,326,5.3,191,3.1,120,2.0,6,0.1,9,0.1,6112,100.0,4246,69.5,3247,53.1,749,12.3,12,0.2,238,3.9,1866,30.5,6112,100.0,5786,94.7,4024,65.8,1762,28.8,326,5.3,222,3.6,104,1.7
1400000US55079017100,55079017100,"Census Tract 171, Milwaukee County, Wisconsin",2937,100.0,2809,95.6,1477,50.3,83,2.8,40,1.4,26,0.9,0,0.0,0,0.0,14,0.5,99,3.4,0,0.0,1110,37.8,128,4.4,74,2.5,49,1.7,4,0.1,1,0.0,2937,100.0,2178,74.2,1794,61.1,265,9.0,3,0.1,116,3.9,759,25.8,2937,100.0,2809,95.6,2080,70.8,729,24.8,128,4.4,98,3.3,30,1.0
1400000US55079017200,55079017200,"Census Tract 172, Milwaukee County, Wisconsin",2509,100.0,2378,94.8,1363,54.3,85,3.4,39,1.6,35,1.4,0,0.0,0,0.0,4,0.2,52,2.1,0,0.0,839,33.4,131,5.2,74,2.9,56,2.2,0,0.0,1,0.0,2509,100.0,1794,71.5,1485,59.2,234,9.3,0,0.0,75,3.0,715,28.5,2509,100.0,2378,94.8,1703,67.9,675,26.9,131,5.2,91,3.6,40,1.6
1400000US55079017300,55079017300,"Census Tract 173, Milwaukee County, Wisconsin",3894,100.0,3697,94.9,1914,49.2,170,4.4,105,2.7,66,1.7,0,0.0,0,0.0,39,1.0,101,2.6,4,0.1,1403,36.0,197,5.1,111,2.9,76,2.0,4,0.1,6,0.2,3894,100.0,2827,72.6,2228,57.2,394,10.1,13,0.3,192,4.9,1067,27.4,3894,100.0,3697,94.9,2691,69.1,1006,25.8,197,5.1,136,3.5,61,1.6
1400000US55079017400,55079017400,"Census Tract 174, Milwaukee County, Wisconsin",2953,100.0,2790,94.5,1313,44.5,321,10.9,32,1.1,17,0.6,0,0.0,0,0.0,15,0.5,48,1.6,0,0.0,1076,36.4,163,5.5,73,2.5,86,2.9,2,0.1,2,0.1,2953,100.0,2053,69.5,1588,53.8,325,11.0,6,0.2,134,4.5,900,30.5,2953,100.0,2790,94.5,1951,66.1,839,28.4,163,5.5,102,3.5,61,2.1
1400000US55079017500,55079017500,"Census Tract 175, Milwaukee County, Wisconsin",4185,100.0,3926,93.8,1834,43.8,335,8.0,83,2.0,58,1.4,0,0.0,0,0.0,25,0.6,83,2.0,0,0.0,1591,38.0,259,6.2,148,3.5,88,2.1,6,0.1,17,0.4,4185,100.0,3069,73.3,2308,55.1,622,14.9,16,0.4,123,2.9,1116,26.7,4185,100.0,3926,93.8,2897,69.2,1029,24.6,259,6.2,172,4.1,87,2.1
1400000US55079017600,55079017600,"Census Tract 176, Milwaukee County, Wisconsin",3195,100.0,3025,94.7,1469,46.0,190,5.9,70,2.2,53,1.7,0,0.0,0,0.0,17,0.5,102,3.2,2,0.1,1192,37.3,170,5.3,78,2.4,85,2.7,1,0.0,6,0.2,3195,100.0,2362,73.9,1803,56.4,433,13.6,2,0.1,124,3.9,833,26.1,3195,100.0,3025,94.7,2232,69.9,793,24.8,170,5.3,130,4.1,40,1.3
1400000US55079017900,55079017900,"Census Tract 179, Milwaukee County, Wisconsin",3003,100.0,2828,94.2,2322,77.3,143,4.8,58,1.9,46,1.5,0,0.0,0,0.0,12,0.4,64,2.1,2,0.1,239,8.0,175,5.8,43,1.4,114,3.8,6,0.2,12,0.4,3003,100.0,619,20.6,393,13.1,157,5.2,5,0.2,64,2.1,2384,79.4,3003,100.0,2828,94.2,546,18.2,2282,76.0,175,5.8,73,2.4,102,3.4
1400000US55079018000,55079018000,"Census Tract 180, Milwaukee County, Wisconsin",2749,100.0,2648,96.3,2372,86.3,100,3.6,47,1.7,42,1.5,0,0.0,0,0.0,5,0.2,25,0.9,1,0.0,103,3.7,101,3.7,20,0.7,75,2.7,3,0.1,3,0.1,2749,100.0,347,12.6,193,7.0,108,3.9,5,0.2,41,1.5,2402,87.4,2749,100.0,2648,96.3,318,11.6,2330,84.8,101,3.7,29,1.1,72,2.6
1400000US55079018100,55079018100,"Census Tract 181, Milwaukee County, Wisconsin",1637,100.0,1601,97.8,1506,92.0,24,1.5,12,0.7,9,0.5,0,0.0,0,0.0,3,0.2,20,1.2,1,0.1,38,2.3,36,2.2,7,0.4,29,1.8,0,0.0,0,0.0,1637,100.0,115,7.0,78,4.8,21,1.3,0,0.0,16,1.0,1522,93.0,1637,100.0,1601,97.8,107,6.5,1494,91.3,36,2.2,8,0.5,28,1.7
