GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S03,HD02_S03,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08,HD01_S09,HD02_S09,HD01_S10,HD02_S10,HD01_S18,HD02_S18,HD01_S23,HD02_S23,HD01_S24,HD02_S24,HD01_S25,HD02_S25,HD01_S26,HD02_S26,HD01_S27,HD02_S27,HD01_S28,HD02_S28,HD01_S29,HD02_S29,HD01_S30,HD02_S30,HD01_S31,HD02_S31,HD01_S32,HD02_S32,HD01_S33,HD02_S33,HD01_S34,HD02_S34,HD01_S35,HD02_S35,HD01_S36,HD02_S36,HD01_S37,HD02_S37,HD01_S38,HD02_S38,HD01_S39,HD02_S39,HD01_S40,HD02_S40,HD01_S41,HD02_S41,HD01_S42,HD02_S42
1400000US55079003400,55079003400,"Census Tract 34, Milwaukee County, Wisconsin",5533,100.0,5281,95.4,2229,40.3,2718,49.1,44,0.8,34,0.6,0,0.0,0,0.0,10,0.2,233,4.2,4,0.1,53,1.0,252,4.6,34,0.6,209,3.8,2,0.0,7,0.1,5533,100.0,206,3.7,99,1.8,73,1.3,7,0.1,27,0.5,5327,96.3,5533,100.0,5281,95.4,184,3.3,5097,92.1,252,4.6,22,0.4,230,4.2
1400000US55079003500,55079003500,"Census Tract 35, Milwaukee County, Wisconsin",3410,100.0,3298,96.7,540,15.8,2525,74.0,6,0.2,2,0.1,0,0.0,0,0.0,4,0.1,155,4.5,1,0.0,71,2.1,112,3.3,13,0.4,94,2.8,0,0.0,5,0.1,3410,100.0,166,4.9,69,2.0,79,2.3,2,0.1,16,0.5,3244,95.1,3410,100.0,3298,96.7,145,4.3,3153,92.5,112,3.3,21,0.6,91,2.7
1400000US55079003600,55079003600,"Census Tract 36, Milwaukee County, Wisconsin",1893,100.0,1836,97.0,216,11.4,1547,81.7,7,0.4,6,0.3,0,0.0,0,0.0,1,0.1,30,1.6,0,0.0,36,1.9,57,3.0,3,0.2,50,2.6,2,0.1,2,0.1,1893,100.0,71,3.8,41,2.2,26,1.4,0,0.0,4,0.2,1822,96.2,1893,100.0,1836,97.0,64,3.4,1772,93.6,57,3.0,7,0.4,50,2.6
1400000US55079003700,55079003700,"Census Tract 37, Milwaukee County, Wisconsin",2315,100.0,2245,97.0,411,17.8,1786,77.1,7,0.3,4,0.2,0,0.0,0,0.0,3,0.1,23,1.0,0,0.0,18,0.8,70,3.0,4,0.2,65,2.8,1,0.0,0,0.0,2315,100.0,79,3.4,25,1.1,44,1.9,2,0.1,8,0.3,2236,96.6,2315,100.0,2245,97.0,66,2.9,2179,94.1,70,3.0,13,0.6,57,2.5
1400000US55079003800,55079003800,"Census Tract 38, Milwaukee County, Wisconsin",2196,100.0,2147,97.8,177,8.1,1948,88.7,2,0.1,1,0.0,0,0.0,0,0.0,1,0.0,5,0.2,0,0.0,15,0.7,49,2.2,4,0.2,44,2.0,1,0.0,0,0.0,2196,100.0,65,3.0,33,1.5,27,1.2,1,0.0,4,0.2,2131,97.0,2196,100.0,2147,97.8,58,2.6,2089,95.1,49,2.2,7,0.3,42,1.9
1400000US55079003900,55079003900,"Census Tract 39, Milwaukee County, Wisconsin",2630,100.0,2559,97.3,107,4.1,2403,91.4,7,0.3,1,0.0,0,0.0,0,0.0,6,0.2,23,0.9,0,0.0,19,0.7,71,2.7,3,0.1,56,2.1,3,0.1,9,0.3,2630,100.0,56,2.1,23,0.9,26,1.0,2,0.1,5,0.2,2574,97.9,2630,100.0,2559,97.3,51,1.9,2508,95.4,71,2.7,5,0.2,66,2.5
1400000US55079004000,55079004000,"Census Tract 40, Milwaukee County, Wisconsin",2662,100.0,2581,97.0,121,4.5,2428,91.2,6,0.2,4,0.2,0,0.0,0,0.0,2,0.1,8,0.3,0,0.0,18,0.7,81,3.0,7,0.3,56,2.1,3,0.1,15,0.6,2662,100.0,51,1.9,14,0.5,18,0.7,4,0.2,15,0.6,2611,98.1,2662,100.0,2581,97.0,41,1.5,2540,95.4,81,3.0,10,0.4,71,2.7
1400000US55079004100,55079004100,"Census Tract 41, Milwaukee County, Wisconsin",2565,100.0,2529,98.6,132,5.1,2358,91.9,4,0.2,3,0.1,0,0.0,0,0.0,1,0.0,17,0.7,0,0.0,18,0.7,36,1.4,3,0.1,33,1.3,0,0.0,0,0.0,2565,100.0,58,2.3,19,0.7,35,1.4,4,0.2,0,0.0,2507,97.7,2565,100.0,2529,98.6,57,2.2,2472,96.4,36,1.4,1,0.0,35,1.4
1400000US55079004200,55079004200,"Census Tract 42, Milwaukee County, Wisconsin",3047,100.0,2961,97.2,94,3.1,2835,93.0,13,0.4,1,0.0,0,0.0,0,0.0,12,0.4,4,0.1,1,0.0,14,0.5,86,2.8,21,0.7,54,1.8,1,0.0,10,0.3,3047,100.0,76,2.5,25,0.8,38,1.2,7,0.2,6,0.2,2971,97.5,3047,100.0,2961,97.2,60,2.0,2901,95.2,86,2.8,16,0.5,70,2.3
1400000US55079004300,55079004300,"Census Tract 43, Milwaukee County, Wisconsin",5349,100.0,5265,98.4,143,2.7,5049,94.4,8,0.1,3,0.1,0,0.0,0,0.0,5,0.1,7,0.1,0,0.0,58,1.1,84,1.6,14,0.3,59,1.1,1,0.0,10,0.2,5349,100.0,138,2.6,57,1.1,64,1.2,1,0.0,16,0.3,5211,97.4,5349,100.0,5265,98.4,124,2.3,5141,96.1,84,1.6,14,0.3,70,1.3
1400000US55079004400,55079004400,"Census Tract 44, Milwaukee County, Wisconsin",3333,100.0,3280,98.4,725,21.8,2365,71.0,14,0.4,9,0.3,0,0.0,0,0.0,5,0.2,94,2.8,0,0.0,82,2.5,53,1.6,12,0.4,39,1.2,0,0.0,2,0.1,3333,100.0,147,4.4,46,1.4,84,2.5,3,0.1,14,0.4,3186,95.6,3333,100.0,3280,98.4,135,4.1,3145,94.4,53,1.6,12,0.4,41,1.2
1400000US55079004500,55079004500,"Census Tract 45, Milwaukee County, Wisconsin",2478,100.0,2411,97.3,60,2.4,2308,93.1,5,0.2,3,0.1,0,0.0,0,0.0,2,0.1,18,0.7,5,0.2,15,0.6,67,2.7,10,0.4,44,1.8,8,0.3,5,0.2,2478,100.0,87,3.5,37,1.5,28,1.1,4,0.2,18,0.7,2391,96.5,2478,100.0,2411,97.3,69,2.8,2342,94.5,67,2.7,18,0.7,49,2.0
1400000US55079004600,55079004600,"Census Tract 46, Milwaukee County, Wisconsin",2984,100.0,2929,98.2,28,0.9,2841,95.2,18,0.6,11,0.4,0,0.0,0,0.0,7,0.2,30,1.0,0,0.0,12,0.4,55,1.8,5,0.2,45,1.5,1,0.0,4,0.1,2984,100.0,60,2.0,32,1.1,22,0.7,0,0.0,6,0.2,2924,98.0,2984,100.0,2929,98.2,54,1.8,2875,96.3,55,1.8,6,0.2,49,1.6
1400000US55079004700,55079004700,"Census Tract 47, Milwaukee County, Wisconsin",4021,100.0,3939,98.0,73,1.8,3827,95.2,8,0.2,3,0.1,0,0.0,0,0.0,5,0.1,11,0.3,0,0.0,20,0.5,82,2.0,10,0.2,62,1.5,2,0.0,8,0.2,4021,100.0,70,1.7,19,0.5,33,0.8,6,0.1,12,0.3,3951,98.3,4021,100.0,3939,98.0,55,1.4,3884,96.6,82,2.0,15,0.4,67,1.7
1400000US55079004800,55079004800,"Census Tract 48, Milwaukee County, Wisconsin",4002,100.0,3915,97.8,140,3.5,3684,92.1,11,0.3,1,0.0,0,0.0,0,0.0,10,0.2,40,1.0,0,0.0,40,1.0,87,2.2,12,0.3,63,1.6,0,0.0,12,0.3,4002,100.0,106,2.6,65,1.6,29,0.7,6,0.1,6,0.1,3896,97.4,4002,100.0,3915,97.8,99,2.5,3816,95.4,87,2.2,7,0.2,80,2.0
1400000US55079004900,55079004900,"Census Tract 49, Milwaukee County, Wisconsin",4506,100.0,4404,97.7,756,16.8,3551,78.8,17,0.4,11,0.2,0,0.0,0,0.0,6,0.1,36,0.8,0,0.0,44,1.0,102,2.3,12,0.3,84,1.9,1,0.0,5,0.1,4506,100.0,148,3.3,76,1.7,48,1.1,1,0.0,23,0.5,4358,96.7,4506,100.0,4404,97.7,132,2.9,4272,94.8,102,2.3,16,0.4,86,1.9
1400000US55079005000,55079005000,"Census Tract 50, Milwaukee County, Wisconsin",4707,100.0,4557,96.8,1414,30.0,3017,64.1,21,0.4,11,0.2,0,0.0,0,0.0,10,0.2,41,0.9,0,0.0,64,1.4,150,3.2,12,0.3,127,2.7,3,0.1,8,0.2,4707,100.0,210,4.5,76,1.6,87,1.8,11,0.2,36,0.8,4497,95.5,4707,100.0,4557,96.8,179,3.8,4378,93.0,150,3.2,31,0.7,119,2.5
1400000US55079005100,55079005100,"Census Tract 51, Milwaukee County, Wisconsin",3401,100.0,3296,96.9,712,20.9,2424,71.3,11,0.3,5,0.1,0,0.0,0,0.0,6,0.2,106,3.1,1,0.0,42,1.2,105,3.1,10,0.3,83,2.4,0,0.0,12,0.4,3401,100.0,128,3.8,70,2.1,41,1.2,0,0.0,17,0.5,3273,96.2,3401,100.0,3296,96.9,113,3.3,3183,93.6,105,3.1,15,0.4,90,2.6
1400000US55079005200,55079005200,"Census Tract 52, Milwaukee County, Wisconsin",1657,100.0,1606,96.9,962,58.1,496,29.9,12,0.7,10,0.6,0,0.0,0,0.0,2,0.1,109,6.6,0,0.0,27,1.6,51,3.1,7,0.4,40,2.4,2,0.1,2,0.1,1657,100.0,76,4.6,45,2.7,18,1.1,1,0.1,12,0.7,1581,95.4,1657,100.0,1606,96.9,70,4.2,1536,92.7,51,3.1,6,0.4,45,2.7
1400000US55079005300,55079005300,"Census Tract 53, Milwaukee County, Wisconsin",1920,100.0,1823,94.9,1318,68.6,413,21.5,14,0.7,13,0.7,0,0.0,0,0.0,1,0.1,33,1.7,3,0.2,42,2.2,97,5.1,6,0.3,77,4.0,2,0.1,12,0.6,1920,100.0,106,5.5,39,2.0,39,2.0,1,0.1,27,1.4,1814,94.5,1920,100.0,1823,94.9,98,5.1,1725,89.8,97,5.1,8,0.4,89,4.6
1400000US55079005400,55079005400,"Census Tract 54, Milwaukee County, Wisconsin",3690,100.0,3583,97.1,2797,75.8,638,17.3,12,0.3,7,0.2,0,0.0,0,0.0,5,0.1,91,2.5,1,0.0,44,1.2,107,2.9,24,0.7,75,2.0,1,0.0,7,0.2,3690,100.0,196,5.3,94,2.5,70,1.9,1,0.0,31,0.8,3494,94.7,3690,100.0,3583,97.1,173,4.7,3410,92.4,107,2.9,23,0.6,84,2.3
1400000US55079005500,55079005500,"Census Tract 55, Milwaukee County, Wisconsin",3318,100.0,3254,98.1,2824,85.1,290,8.7,21,0.6,14,0.4,0,0.0,0,0.0,7,0.2,71,2.1,1,0.0,47,1.4,64,1.9,4,0.1,55,1.7,2,0.1,3,0.1,3318,100.0,137,4.1,79,2.4,38,1.1,2,0.1,18,0.5,3181,95.9,3318,100.0,3254,98.1,123,3.7,3131,94.4,64,1.9,14,0.4,50,1.5
1400000US55079005600,55079005600,"Census Tract 56, Milwaukee County, Wisconsin",2198,100.0,2144,97.5,1945,88.5,114,5.2,11,0.5,7,0.3,0,0.0,0,0.0,4,0.2,49,2.2,5,0.2,20,0.9,54,2.5,2,0.1,44,2.0,1,0.0,7,0.3,2198,100.0,62,2.8,24,1.1,21,1.0,0,0.0,17,0.8,2136,97.2,2198,100.0,2144,97.5,57,2.6,2087,94.9,54,2.5,5,0.2,49,2.2
1400000US55079005700,55079005700,"Census Tract 57, Milwaukee County, Wisconsin",2371,100.0,2302,97.1,1886,79.5,361,15.2,6,0.3,4,0.2,0,0.0,0,0.0,2,0.1,36,1.5,0,0.0,13,0.5,69,2.9,10,0.4,54,2.3,2,0.1,3,0.1,2371,100.0,79,3.3,36,1.5,15,0.6,6,0.3,22,0.9,2292,96.7,2371,100.0,2302,97.1,73,3.1,2229,94.0,69,2.9,6,0.3,63,2.7
1400000US55079005800,55079005800,"Census Tract 58, Milwaukee County, Wisconsin",3430,100.0,3275,95.5,2278,66.4,915,26.7,12,0.3,8,0.2,0,0.0,0,0.0,4,0.1,31,0.9,3,0.1,36,1.0,155,4.5,21,0.6,118,3.4,1,0.0,15,0.4,3430,100.0,161,4.7,77,2.2,54,1.6,4,0.1,26,0.8,3269,95.3,3430,100.0,3275,95.5,134,3.9,3141,91.6,155,4.5,27,0.8,128,3.7
1400000US55079005900,55079005900,"Census Tract 59, Milwaukee County, Wisconsin",3614,100.0,3465,95.9,971,26.9,2280,63.1,31,0.9,23,0.6,0,0.0,0,0.0,8,0.2,115,3.2,0,0.0,68,1.9,149,4.1,26,0.7,105,2.9,4,0.1,14,0.4,3614,100.0,205,5.7,88,2.4,75,2.1,6,0.2,36,1.0,3409,94.3,3614,100.0,3465,95.9,171,4.7,3294,91.1,149,4.1,34,0.9,115,3.2
1400000US55079006000,55079006000,"Census Tract 60, Milwaukee County, Wisconsin",2658,100.0,2578,97.0,200,7.5,2320,87.3,4,0.2,4,0.2,0,0.0,0,0.0,0,0.0,33,1.2,2,0.1,19,0.7,80,3.0,5,0.2,67,2.5,0,0.0,8,0.3,2658,100.0,78,2.9,33,1.2,35,1.3,5,0.2,5,0.2,2580,97.1,2658,100.0,2578,97.0,63,2.4,2515,94.6,80,3.0,15,0.6,65,2.4
1400000US55079006100,55079006100,"Census Tract 61, Milwaukee County, Wisconsin",2320,100.0,2241,96.6,206,8.9,1955,84.3,13,0.6,3,0.1,0,0.0,0,0.0,10,0.4,36,1.6,0,0.0,31,1.3,79,3.4,1,0.0,69,3.0,1,0.0,8,0.3,2320,100.0,76,3.3,44,1.9,21,0.9,1,0.0,10,0.4,2244,96.7,2320,100.0,2241,96.6,74,3.2,2167,93.4,79,3.4,2,0.1,77,3.3
1400000US55079006200,55079006200,"Census Tract 62, Milwaukee County, Wisconsin",2923,100.0,2886,98.7,87,3.0,2749,94.0,13,0.4,5,0.2,0,0.0,0,0.0,8,0.3,24,0.8,0,0.0,13,0.4,37,1.3,7,0.2,14,0.5,13,0.4,3,0.1,2923,100.0,73,2.5,38,1.3,12,0.4,5,0.2,18,0.6,2850,97.5,2923,100.0,2886,98.7,62,2.1,2824,96.6,37,1.3,11,0.4,26,0.9
1400000US55079006300,55079006300,"Census Tract 63, Milwaukee County, Wisconsin",2462,100.0,2384,96.8,49,2.0,2273,92.3,4,0.2,1,0.0,0,0.0,0,0.0,3,0.1,34,1.4,0,0.0,24,1.0,78,3.2,5,0.2,65,2.6,1,0.0,7,0.3,2462,100.0,56,2.3,25,1.0,19,0.8,6,0.2,6,0.2,2406,97.7,2462,100.0,2384,96.8,47,1.9,2337,94.9,78,3.2,9,0.4,69,2.8
1400000US55079006400,55079006400,"Census Tract 64, Milwaukee County, Wisconsin",2510,100.0,2466,98.2,37,1.5,2395,95.4,9,0.4,4,0.2,0,0.0,0,0.0,5,0.2,12,0.5,0,0.0,13,0.5,44,1.8,5,0.2,36,1.4,0,0.0,3,0.1,2510,100.0,29,1.2,6,0.2,18,0.7,1,0.0,4,0.2,2481,98.8,2510,100.0,2466,98.2,23,0.9,2443,97.3,44,1.8,6,0.2,38,1.5
1400000US55079006500,55079006500,"Census Tract 65, Milwaukee County, Wisconsin",2628,100.0,2584,98.3,25,1.0,2519,95.9,9,0.3,4,0.2,0,0.0,0,0.0,5,0.2,8,0.3,1,0.0,22,0.8,44,1.7,7,0.3,29,1.1,0,0.0,8,0.3,2628,100.0,55,2.1,12,0.5,39,1.5,0,0.0,4,0.2,2573,97.9,2628,100.0,2584,98.3,44,1.7,2540,96.7,44,1.7,11,0.4,33,1.3
1400000US55079006600,55079006600,"Census Tract 66, Milwaukee County, Wisconsin",3053,100.0,2984,97.7,33,1.1,2906,95.2,7,0.2,3,0.1,0,0.0,0,0.0,4,0.1,1,0.0,0,0.0,37,1.2,69,2.3,17,0.6,44,1.4,3,0.1,5,0.2,3053,100.0,78,2.6,27,0.9,29,0.9,7,0.2,15,0.5,2975,97.4,3053,100.0,2984,97.7,57,1.9,2927,95.9,69,2.3,21,0.7,48,1.6
1400000US55079006700,55079006700,"Census Tract 67, Milwaukee County, Wisconsin",1492,100.0,1455,97.5,16,1.1,1435,96.2,2,0.1,0,0.0,0,0.0,0,0.0,2,0.1,1,0.1,0,0.0,1,0.1,37,2.5,2,0.1,30,2.0,0,0.0,5,0.3,1492,100.0,25,1.7,8,0.5,8,0.5,7,0.5,2,0.1,1467,98.3,1492,100.0,1455,97.5,19,1.3,1436,96.2,37,2.5,6,0.4,31,2.1
1400000US55079006800,55079006800,"Census Tract 68, Milwaukee County, Wisconsin",2813,100.0,2781,98.9,93,3.3,2652,94.3,7,0.2,0,0.0,0,0.0,0,0.0,7,0.2,4,0.1,1,0.0,24,0.9,32,1.1,5,0.2,24,0.9,2,0.1,1,0.0,2813,100.0,56,2.0,27,1.0,21,0.7,2,0.1,6,0.2,2757,98.0,2813,100.0,2781,98.9,47,1.7,2734,97.2,32,1.1,9,0.3,23,0.8
1400000US55079006900,55079006900,"Census Tract 69, Milwaukee County, Wisconsin",2585,100.0,2481,96.0,181,7.0,2167,83.8,14,0.5,4,0.2,0,0.0,0,0.0,10,0.4,11,0.4,0,0.0,108,4.2,104,4.0,28,1.1,64,2.5,2,0.1,10,0.4,2585,100.0,274,10.6,57,2.2,198,7.7,15,0.6,4,0.2,2311,89.4,2585,100.0,2481,96.0,227,8.8,2254,87.2,104,4.0,47,1.8,57,2.2
1400000US55079007000,55079007000,"Census Tract 70, Milwaukee County, Wisconsin",3020,100.0,2876,95.2,201,6.7,2528,83.7,16,0.5,12,0.4,0,0.0,0,0.0,4,0.1,4,0.1,1,0.0,126,4.2,144,4.8,16,0.5,115,3.8,0,0.0,13,0.4,3020,100.0,280,9.3,38,1.3,220,7.3,3,0.1,19,0.6,2740,90.7,3020,100.0,2876,95.2,244,8.1,2632,87.2,144,4.8,36,1.2,108,3.6
1400000US55079007100,55079007100,"Census Tract 71, Milwaukee County, Wisconsin",1912,100.0,1823,95.3,1386,72.5,304,15.9,29,1.5,16,0.8,0,0.0,0,0.0,13,0.7,13,0.7,0,0.0,91,4.8,89,4.7,16,0.8,63,3.3,0,0.0,10,0.5,1912,100.0,269,14.1,73,3.8,165,8.6,0,0.0,31,1.6,1643,85.9,1912,100.0,1823,95.3,249,13.0,1574,82.3,89,4.7,20,1.0,69,3.6
1400000US55079007200,55079007200,"Census Tract 72, Milwaukee County, Wisconsin",2791,100.0,2638,94.5,1884,67.5,583,20.9,21,0.8,14,0.5,0,0.0,0,0.0,7,0.3,26,0.9,0,0.0,124,4.4,153,5.5,17,0.6,123,4.4,3,0.1,10,0.4,2791,100.0,341,12.2,93,3.3,210,7.5,0,0.0,38,1.4,2450,87.8,2791,100.0,2638,94.5,297,10.6,2341,83.9,153,5.5,44,1.6,109,3.9
1400000US55079007300,55079007300,"Census Tract 73, Milwaukee County, Wisconsin",2477,100.0,2429,98.1,2220,89.6,57,2.3,17,0.7,12,0.5,1,0.0,0,0.0,4,0.2,116,4.7,1,0.0,18,0.7,48,1.9,5,0.2,40,1.6,0,0.0,3,0.1,2477,100.0,84,3.4,35,1.4,13,0.5,1,0.0,35,1.4,2393,96.6,2477,100.0,2429,98.1,74,3.0,2355,95.1,48,1.9,10,0.4,38,1.5
1400000US55079007400,55079007400,"Census Tract 74, Milwaukee County, Wisconsin",4122,100.0,4048,98.2,3770,91.5,137,3.3,9,0.2,6,0.1,0,0.0,0,0.0,3,0.1,75,1.8,1,0.0,56,1.4,74,1.8,11,0.3,57,1.4,0,0.0,6,0.1,4122,100.0,171,4.1,77,1.9,27,0.7,8,0.2,59,1.4,3951,95.9,4122,100.0,4048,98.2,153,3.7,3895,94.5,74,1.8,18,0.4,56,1.4
1400000US55079007500,55079007500,"Census Tract 75, Milwaukee County, Wisconsin",2706,100.0,2653,98.0,2513,92.9,56,2.1,2,0.1,2,0.1,0,0.0,0,0.0,0,0.0,63,2.3,0,0.0,19,0.7,53,2.0,5,0.2,39,1.4,3,0.1,6,0.2,2706,100.0,64,2.4,34,1.3,13,0.5,2,0.1,15,0.6,2642,97.6,2706,100.0,2653,98.0,60,2.2,2593,95.8,53,2.0,4,0.1,49,1.8
1400000US55079007600,55079007600,"Census Tract 76, Milwaukee County, Wisconsin",3275,100.0,3228,98.6,3017,92.1,90,2.7,5,0.2,3,0.1,0,0.0,0,0.0,2,0.1,107,3.3,1,0.0,8,0.2,47,1.4,1,0.0,41,1.3,0,0.0,5,0.2,3275,100.0,69,2.1,29,0.9,13,0.4,3,0.1,24,0.7,3206,97.9,3275,100.0,3228,98.6,64,2.0,3164,96.6,47,1.4,5,0.2,42,1.3
1400000US55079007700,55079007700,"Census Tract 77, Milwaukee County, Wisconsin",3807,100.0,3697,97.1,3223,84.7,189,5.0,14,0.4,11,0.3,0,0.0,0,0.0,3,0.1,228,6.0,4,0.1,39,1.0,110,2.9,12,0.3,83,2.2,5,0.1,10,0.3,3807,100.0,135,3.5,69,1.8,27,0.7,4,0.1,35,0.9,3672,96.5,3807,100.0,3697,97.1,111,2.9,3586,94.2,110,2.9,24,0.6,86,2.3
1400000US55079007800,55079007800,"Census Tract 78, Milwaukee County, Wisconsin",3446,100.0,3370,97.8,3186,92.5,71,2.1,6,0.2,5,0.1,0,0.0,0,0.0,1,0.0,85,2.5,1,0.0,21,0.6,76,2.2,8,0.2,64,1.9,2,0.1,2,0.1,3446,100.0,106,3.1,63,1.8,14,0.4,5,0.1,24,0.7,3340,96.9,3446,100.0,3370,97.8,95,2.8,3275,95.0,76,2.2,11,0.3,65,1.9
1400000US55079007900,55079007900,"Census Tract 79, Milwaukee County, Wisconsin",2224,100.0,2150,96.7,1811,81.4,214,9.6,9,0.4,7,0.3,0,0.0,0,0.0,2,0.1,40,1.8,0,0.0,76,3.4,74,3.3,6,0.3,63,2.8,0,0.0,5,0.2,2224,100.0,168,7.6,89,4.0,50,2.2,1,0.0,28,1.3,2056,92.4,2224,100.0,2150,96.7,157,7.1,1993,89.6,74,3.3,11,0.5,63,2.8
1400000US55079008000,55079008000,"Census Tract 80, Milwaukee County, Wisconsin",1951,100.0,1860,95.3,1306,66.9,340,17.4,28,1.4,14,0.7,3,0.2,0,0.0,11,0.6,23,1.2,2,0.1,161,8.3,91,4.7,8,0.4,75,3.8,4,0.2,4,0.2,1951,100.0,361,18.5,63,3.2,275,14.1,6,0.3,17,0.9,1590,81.5,1951,100.0,1860,95.3,342,17.5,1518,77.8,91,4.7,19,1.0,72,3.7
1400000US55079008100,55079008100,"Census Tract 81, Milwaukee County, Wisconsin",1331,100.0,1277,95.9,220,16.5,951,71.5,9,0.7,6,0.5,0,0.0,0,0.0,3,0.2,1,0.1,0,0.0,96,7.2,54,4.1,6,0.5,38,2.9,2,0.2,8,0.6,1331,100.0,235,17.7,28,2.1,188,14.1,0,0.0,19,1.4,1096,82.3,1331,100.0,1277,95.9,215,16.2,1062,79.8,54,4.1,20,1.5,34,2.6
1400000US55079008400,55079008400,"Census Tract 84, Milwaukee County, Wisconsin",1315,100.0,1281,97.4,11,0.8,1240,94.3,2,0.2,0,0.0,0,0.0,0,0.0,2,0.2,14,1.1,0,0.0,14,1.1,34,2.6,0,0.0,32,2.4,0,0.0,2,0.2,1315,100.0,34,2.6,15,1.1,15,1.1,1,0.1,3,0.2,1281,97.4,1315,100.0,1281,97.4,33,2.5,1248,94.9,34,2.6,1,0.1,33,2.5
1400000US55079008500,55079008500,"Census Tract 85, Milwaukee County, Wisconsin",1309,100.0,1293,98.8,15,1.1,1249,95.4,4,0.3,1,0.1,0,0.0,0,0.0,3,0.2,12,0.9,0,0.0,13,1.0,16,1.2,3,0.2,8,0.6,0,0.0,5,0.4,1309,100.0,17,1.3,9,0.7,6,0.5,1,0.1,1,0.1,1292,98.7,1309,100.0,1293,98.8,16,1.2,1277,97.6,16,1.2,1,0.1,15,1.1
1400000US55079008600,55079008600,"Census Tract 86, Milwaukee County, Wisconsin",1500,100.0,1463,97.5,9,0.6,1444,96.3,4,0.3,2,0.1,0,0.0,0,0.0,2,0.1,2,0.1,0,0.0,4,0.3,37,2.5,1,0.1,32,2.1,0,0.0,4,0.3,1500,100.0,29,1.9,7,0.5,19,1.3,0,0.0,3,0.2,1471,98.1,1500,100.0,1463,97.5,17,1.1,1446,96.4,37,2.5,12,0.8,25,1.7
1400000US55079008700,55079008700,"Census Tract 87, Milwaukee County, Wisconsin",1410,100.0,1381,97.9,28,2.0,1342,95.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.8,29,2.1,4,0.3,23,1.6,1,0.1,1,0.1,1410,100.0,28,2.0,7,0.5,18,1.3,0,0.0,3,0.2,1382,98.0,1410,100.0,1381,97.9,23,1.6,1358,96.3,29,2.1,5,0.4,24,1.7
1400000US55079008800,55079008800,"Census Tract 88, Milwaukee County, Wisconsin",2121,100.0,2079,98.0,44,2.1,2005,94.5,13,0.6,6,0.3,0,0.0,0,0.0,7,0.3,13,0.6,0,0.0,4,0.2,42,2.0,2,0.1,36,1.7,2,0.1,2,0.1,2121,100.0,55,2.6,14,0.7,25,1.2,2,0.1,14,0.7,2066,97.4,2121,100.0,2079,98.0,46,2.2,2033,95.9,42,2.0,9,0.4,33,1.6
1400000US55079008900,55079008900,"Census Tract 89, Milwaukee County, Wisconsin",1462,100.0,1454,99.5,72,4.9,1334,91.2,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,16,1.1,2,0.1,29,2.0,8,0.5,1,0.1,5,0.3,2,0.1,0,0.0,1462,100.0,80,5.5,56,3.8,16,1.1,0,0.0,8,0.5,1382,94.5,1462,100.0,1454,99.5,75,5.1,1379,94.3,8,0.5,5,0.3,3,0.2
1400000US55079009000,55079009000,"Census Tract 90, Milwaukee County, Wisconsin",2544,100.0,2508,98.6,60,2.4,2315,91.0,12,0.5,4,0.2,0,0.0,0,0.0,8,0.3,106,4.2,0,0.0,15,0.6,36,1.4,2,0.1,32,1.3,0,0.0,2,0.1,2544,100.0,79,3.1,24,0.9,41,1.6,1,0.0,13,0.5,2465,96.9,2544,100.0,2508,98.6,70,2.8,2438,95.8,36,1.4,9,0.4,27,1.1
1400000US55079009100,55079009100,"Census Tract 91, Milwaukee County, Wisconsin",2425,100.0,2321,95.7,166,6.8,2044,84.3,11,0.5,4,0.2,0,0.0,0,0.0,7,0.3,70,2.9,0,0.0,30,1.2,104,4.3,9,0.4,87,3.6,0,0.0,8,0.3,2425,100.0,81,3.3,28,1.2,39,1.6,7,0.3,7,0.3,2344,96.7,2425,100.0,2321,95.7,71,2.9,2250,92.8,104,4.3,10,0.4,94,3.9
1400000US55079009200,55079009200,"Census Tract 92, Milwaukee County, Wisconsin",1901,100.0,1826,96.1,413,21.7,1324,69.6,10,0.5,10,0.5,0,0.0,0,0.0,0,0.0,60,3.2,0,0.0,19,1.0,75,3.9,2,0.1,64,3.4,1,0.1,8,0.4,1901,100.0,112,5.9,39,2.1,47,2.5,4,0.2,22,1.2,1789,94.1,1901,100.0,1826,96.1,88,4.6,1738,91.4,75,3.9,24,1.3,51,2.7
1400000US55079009300,55079009300,"Census Tract 93, Milwaukee County, Wisconsin",2535,100.0,2426,95.7,1400,55.2,928,36.6,18,0.7,16,0.6,1,0.0,0,0.0,1,0.0,48,1.9,0,0.0,32,1.3,109,4.3,8,0.3,95,3.7,2,0.1,4,0.2,2535,100.0,138,5.4,71,2.8,48,1.9,6,0.2,13,0.5,2397,94.6,2535,100.0,2426,95.7,115,4.5,2311,91.2,109,4.3,23,0.9,86,3.4
