Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
111200012;04/30/2011;01:21 AM;5.0;ROBBERY;;;;;4020 N 23RD ST
111200031;04/30/2011;01:18 AM;7.0;AGGRAVATED ASSAULT;;;;;4867 N 24TH PL
111200045;04/30/2011;08:14 AM;4.0;ALL OTHER LARCENY;;;;;5420 N 38TH ST
111200104;04/30/2011;09:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4855 N 24TH PL
111200115;04/30/2011;01:18 AM;7.0;AGGRAVATED ASSAULT;;;;;5136 N 42ND ST
111200120;04/30/2011;03:48 PM;7.0;ROBBERY;;;;;4937 N 51ST BL
111200146;04/30/2011;06:19 PM;7.0;AGGRAVATED ASSAULT;;;;;5046 N 22ND ST
111200150;04/30/2011;07:51 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2032 W EGGERT PL
111200176;04/30/2011;10:40 PM;4.0;SIMPLE ASSAULT;;;;;5406 N 37TH ST
111200179;04/30/2011;10:36 PM;7.0;SIMPLE ASSAULT;;;;;5119 N 51ST BL
111190025;04/29/2011;04:16 AM;7.0;SIMPLE ASSAULT;;;;;5147 N 31ST ST
111190044;04/29/2011;06:54 AM;7.0;ALL OTHER LARCENY;;;;;2334 W LINWAL LA
111190070;04/29/2011;11:01 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5791 N 32ND ST
111190074;04/29/2011;09:01 AM;4.0;KIDNAPING;SIMPLE ASSAULT;;;;3232 W SILVER SPRING DR #107
111190110;04/29/2011;04:32 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4572 N 23RD ST
111190170;04/29/2011;09:38 PM;7.0;ROBBERY;;;;;4900 W LUSCHER AV
111180029;04/28/2011;07:05 AM;7.0;MOTOR VEHICLE THEFT;;;;;5151 N 41ST ST
111180031;04/28/2011;07:50 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4146 N 13TH ST
111180041;04/28/2011;08:40 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;1840 W CONGRESS ST
