Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
153410005;12/07/2015;12:40 AM;2.0;SIMPLE ASSAULT;;;;1516 S 15TH ST
153410079;12/07/2015;12:31 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2482 S 7TH ST
153410115;12/07/2015;02:28 PM;2.0;SIMPLE ASSAULT;;;;1961 S 15TH ST
153410119;12/07/2015;03:56 PM;1.0;MOTOR VEHICLE THEFT;;;;233 S 3RD ST
153410142;12/07/2015;07:01 PM;2.0;MOTOR VEHICLE THEFT;;;;1522 W BECHER ST
153410150;12/07/2015;07:05 PM;2.0;ROBBERY;;;;700 S 1ST ST
153410151;12/07/2015;06:16 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;2335 S 7TH ST #LWR
153410158;12/07/2015;08:12 PM;1.0;THEFT FROM MOTOR VEHICLE;;;;160 S 2ND ST
153410168;12/07/2015;08:56 PM;2.0;AGGRAVATED ASSAULT;;;;1001-A W MAPLE ST
153410183;12/07/2015;07:58 PM;2.0;ROBBERY;;;;710 W HISTORIC MITCHELL ST #309
153410189;12/07/2015;09:48 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;521 W LAPHAM BL #102
153420001;12/07/2015;09:26 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;420 S 1ST ST
153420002;12/07/2015;09:26 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;420 S 1ST ST
153420003;12/07/2015;09:26 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;420 S 1ST ST
153420004;12/07/2015;09:26 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;420 S 1ST ST
153400017;12/06/2015;02:54 AM;2.0;SIMPLE ASSAULT;;;;2428 S 10TH ST
153400023;12/06/2015;05:27 AM;2.0;AGGRAVATED ASSAULT;;;;1900 W NATIONAL AV
153400046;12/06/2015;10:08 AM;2.0;ALL OTHER LARCENY;;;;2162 S 11TH ST #1
153400070;12/06/2015;01:45 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2231 S 6TH ST
153400106;12/06/2015;05:33 PM;2.0;ROBBERY;;;;1600 W FOREST HOME AV
153400122;12/06/2015;06:01 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;1723 S 1ST ST
153400159;12/06/2015;11:43 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2211 S 14TH ST
153400161;12/06/2015;11:46 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2211 S 14TH ST
153390022;12/05/2015;02:22 AM;2.0;AGGRAVATED ASSAULT;;;;1729 S 16TH ST
153390032;12/05/2015;05:35 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;1417 W GRANT ST
153390033;12/05/2015;04:06 AM;2.0;SIMPLE ASSAULT;;;;1100 W WASHINGTON ST
153390047;12/05/2015;09:31 AM;2.0;MOTOR VEHICLE THEFT;;;;1123 S 3RD ST
153390078;12/05/2015;01:27 PM;2.0;ROBBERY;;;;1433 W BURNHAM ST
153390079;12/05/2015;02:40 PM;2.0;MOTOR VEHICLE THEFT;;;;1800 W NATIONAL AV
153390101;12/05/2015;02:42 PM;2.0;SHOPLIFTING;;;;1844 S 15TH ST
153390137;12/05/2015;08:08 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1209 W ARTHUR AV
153380016;12/04/2015;02:48 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;;1622 W MITCHELL ST
153380047;12/04/2015;08:38 AM;2.0;ROBBERY;;;;1023 S CESAR E CHAVEZ DR
153380142;12/04/2015;08:43 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;100 W BRUCE ST
153380143;12/04/2015;08:54 PM;2.0;THEFT FROM BUILDING;;;;1500 S 15TH ST
153380149;12/04/2015;09:53 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;939 S 2ND ST
153380156;12/04/2015;11:45 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1917 S 15TH ST
153390019;12/04/2015;07:27 PM;2.0;ALL OTHER LARCENY;;;;1213 S 12TH ST
153370091;12/03/2015;04:14 PM;2.0;ROBBERY;;;;1201 W LAPHAM BL
153370116;12/03/2015;07:15 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2332 S 13TH ST
153370124;12/03/2015;03:34 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1170 W WINDLAKE AV
153370138;12/03/2015;08:57 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;101 W MITCHELL ST
153370139;12/03/2015;08:59 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;500 S 3RD ST
153370156;12/03/2015;10:25 PM;2.0;MOTOR VEHICLE THEFT;;;;1025 W MINERAL ST
153380010;12/03/2015;11:03 PM;2.0;MOTOR VEHICLE THEFT;;;;1802 S 17TH ST
153360013;12/02/2015;03:06 AM;2.0;MOTOR VEHICLE THEFT;;;;1323 W MINERAL ST
153360016;12/02/2015;03:31 AM;2.0;ROBBERY;;;;1610 S CESAR E CHAVEZ DR
153360029;12/02/2015;07:43 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2131 S 14TH ST
153360054;12/02/2015;10:25 AM;2.0;MOTOR VEHICLE THEFT;;;;1235 S 17TH ST
153360068;12/02/2015;12:04 PM;2.0;PURSE SNATCHING;;;;1566 S 15TH PL
153360071;12/02/2015;11:42 AM;2.0;SHOPLIFTING;;;;907 W GREENFIELD AV
153360119;12/02/2015;01:22 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;1353-A W WINDLAKE AV
153360153;12/02/2015;08:02 PM;2.0;SIMPLE ASSAULT;;;;2451 S 9TH ST
153360167;12/02/2015;09:39 PM;2.0;MOTOR VEHICLE THEFT;;;;2138 S 18TH ST
153370002;12/02/2015;10:36 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;1304 S 15TH PL
153350015;12/01/2015;01:20 AM;2.0;ROBBERY;;;;902 W NATIONAL AV
153350041;12/01/2015;10:00 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1122 W ORCHARD ST
153350047;12/01/2015;09:21 AM;2.0;SHOPLIFTING;;;;605 W LAPHAM BL
153350052;12/01/2015;10:48 AM;2.0;MOTOR VEHICLE THEFT;;;;2537 S 14TH ST
153350062;12/01/2015;11:53 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;711 W HISTORIC MITCHELL ST
153350099;12/01/2015;03:48 PM;2.0;MOTOR VEHICLE THEFT;;;;911 S 18TH ST
153350104;12/01/2015;04:03 PM;2.0;ROBBERY;;;;805 W HISTORIC MITCHELL ST
153350111;12/01/2015;05:28 PM;2.0;THEFT FROM BUILDING;;;;1242 W WASHINGTON ST
153350130;12/01/2015;07:42 PM;2.0;SIMPLE ASSAULT;;;;918 W SCOTT ST
153650022;12/31/2015;08:17 AM;6.0;MOTOR VEHICLE THEFT;;;;1400 W ZELLMAN CT
153650064;12/31/2015;03:52 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2852 S 16TH ST
153640009;12/30/2015;12:50 AM;6.0;ARSON;;;;6224 S 23RD ST
153640050;12/30/2015;01:30 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4488 S 27TH ST
153640082;12/30/2015;03:07 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;6401 S 13TH ST
153640103;12/30/2015;07:34 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;1826 W MORGAN AV
153640117;12/30/2015;08:14 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;1527 W MORGAN AV
153640127;12/30/2015;10:13 PM;6.0;THEFT FROM BUILDING;;;;1010 W LAYTON AV
153630038;12/29/2015;11:21 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4571 S 23RD ST
153630100;12/29/2015;02:46 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;5014 S 13TH ST
153630130;12/29/2015;05:17 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2130 W CLAYTON CREST AV
153630135;12/29/2015;06:30 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3755 S 17TH ST
153620030;12/28/2015;04:36 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3346 S 15TH ST
153620044;12/28/2015;07:44 AM;6.0;MOTOR VEHICLE THEFT;;;;1570 W HOWARD AV
153620093;12/28/2015;02:50 PM;6.0;MOTOR VEHICLE THEFT;;;;2906 S 20TH ST
153620097;12/28/2015;01:26 PM;6.0;SHOPLIFTING;;;;4130 S HOWELL AV
153620119;12/28/2015;04:32 PM;6.0;SIMPLE ASSAULT;;;;6160 S 6TH ST #W70
153610024;12/27/2015;01:10 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4488 S 27TH ST
153610032;12/27/2015;08:30 AM;2.0;ARSON;;;;2432 S 18TH ST
153610038;12/27/2015;05:14 AM;6.0;MOTOR VEHICLE THEFT;;;;2912 S 15TH PL
153610039;12/27/2015;07:58 AM;6.0;MOTOR VEHICLE THEFT;;;;5810 S 15TH PL
153610040;12/27/2015;05:14 AM;6.0;MOTOR VEHICLE THEFT;;;;2909 S 15TH PL
153610047;12/27/2015;08:35 AM;6.0;MOTOR VEHICLE THEFT;;;;2909 S 15TH PL
153610052;12/27/2015;09:23 AM;6.0;MOTOR VEHICLE THEFT;;;;3411 S 15TH PL
153610129;12/27/2015;04:36 PM;2.0;MOTOR VEHICLE THEFT;;;;1616 W WINDLAKE AV
153610133;12/27/2015;03:59 PM;6.0;SIMPLE ASSAULT;;;;1717 W BOLIVAR AV
153610147;12/27/2015;05:13 PM;6.0;SIMPLE ASSAULT;;;;201 W WARNIMONT AV
153620048;12/27/2015;09:50 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5890 S HOWELL AV
153600048;12/26/2015;09:35 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;4834 S 20TH ST
153600099;12/26/2015;04:11 PM;6.0;SIMPLE ASSAULT;;;;2316 W HOWARD AV
153600126;12/26/2015;07:43 PM;6.0;THEFT FROM BUILDING;;;;1716 W LAYTON AV
153590010;12/25/2015;12:45 AM;6.0;MOTOR VEHICLE THEFT;;;;5630 S 29TH ST
153590024;12/25/2015;02:57 AM;6.0;MOTOR VEHICLE THEFT;;;;5712 S MARILYN ST
153590042;12/25/2015;08:22 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;4601 S 1ST ST
153590049;12/25/2015;08:58 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3174 S 25TH ST
153590049;12/25/2015;08:58 AM;6.0;ROBBERY;;;;3174 S 25TH ST
153590058;12/25/2015;11:37 AM;6.0;MOTOR VEHICLE THEFT;;;;1716 W LAYTON AV
153590080;12/25/2015;02:00 PM;6.0;MOTOR VEHICLE THEFT;;;;2507 W MANGOLD AV
153640059;12/25/2015;11:54 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;6541 S 13TH ST
153580027;12/24/2015;05:33 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3007 W IONA TR
153580049;12/24/2015;07:53 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5510 S 27TH ST
153580060;12/24/2015;10:34 AM;2.0;THEFT FROM MOTOR VEHICLE;;;;1880 W HARRISON AV
153580068;12/24/2015;11:06 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;251 W EDGERTON AV
153580106;12/24/2015;02:38 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;1700 W HAYES AV
153580149;12/24/2015;05:04 PM;6.0;THEFT FROM BUILDING;;;;4564 S 23RD ST #5
153580154;12/24/2015;07:14 PM;6.0;SIMPLE ASSAULT;;;;1507 W MORGAN AV
153580183;12/24/2015;10:21 PM;6.0;BURGLARY/BREAKING AND ENTERING;THEFT FROM MOTOR VEHICLE;;;3320 S 19TH ST
153570065;12/23/2015;11:13 AM;6.0;MOTOR VEHICLE THEFT;;;;3300 S 19TH ST
153570091;12/23/2015;02:17 PM;6.0;MOTOR VEHICLE THEFT;;;;2200 W LAYTON AV
153570118;12/23/2015;04:25 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4400 S 27TH ST
153580001;12/23/2015;11:56 PM;6.0;ROBBERY;;;;3629 S 15TH ST
153560026;12/22/2015;04:13 AM;6.0;AGGRAVATED ASSAULT;;;;811 W GRANGE AV
153560051;12/22/2015;08:25 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3656 S 15TH PL
153560089;12/22/2015;11:03 AM;6.0;SIMPLE ASSAULT;;;;5253 S HOWELL AV
153560091;12/22/2015;10:57 AM;6.0;THEFT FROM BUILDING;;;;4601 S 1ST ST #209
153560175;12/22/2015;06:57 PM;6.0;MOTOR VEHICLE THEFT;;;;3635 S 23RD ST
153560195;12/22/2015;06:58 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;186 W CRAWFORD AV
153560213;12/22/2015;09:24 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;5169 S 19TH ST
153550138;12/21/2015;03:22 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;5203 S 19TH ST
153550147;12/21/2015;04:36 PM;6.0;MOTOR VEHICLE THEFT;;;;3841 S 20TH ST
153550176;12/21/2015;05:47 PM;6.0;AGGRAVATED ASSAULT;;;;4365 S 13TH ST
153550180;12/21/2015;05:41 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2321 W OKLAHOMA AV
153540027;12/20/2015;02:20 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3373 S 15TH ST
153540049;12/20/2015;07:38 AM;6.0;MOTOR VEHICLE THEFT;;;;2503 W WARNIMONT AV
153540051;12/20/2015;09:32 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4553 S 23RD ST
153540056;12/20/2015;09:43 AM;2.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;;1831 W GRANT ST
153540065;12/20/2015;10:18 AM;6.0;SIMPLE ASSAULT;;;;2405 W BOLIVAR AV
153540101;12/20/2015;12:17 PM;6.0;SHOPLIFTING;;;;1930 W HOWARD AV
153540176;12/20/2015;08:54 PM;2.0;POCKET PICKING;;;;2357 S 16TH ST
153530061;12/19/2015;12:29 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;5667 S 27TH ST
153530090;12/19/2015;04:47 PM;6.0;ALL OTHER LARCENY;;;;3536 S 5TH PL
153530102;12/19/2015;04:37 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3144 S 21ST ST
153520034;12/18/2015;04:16 AM;6.0;MOTOR VEHICLE THEFT;;;;1301 W WHITAKER AV
153520053;12/18/2015;09:52 AM;6.0;ALL OTHER LARCENY;;;;6050 S 27TH ST
153510028;12/17/2015;08:28 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;150 W WILBUR AV
153510111;12/17/2015;03:59 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2402 W CARPENTER AV
153500117;12/16/2015;04:42 PM;6.0;ALL OTHER LARCENY;;;;3650 S 17TH ST
153500119;12/16/2015;06:27 PM;2.0;ROBBERY;;;;1600 W CLEVELAND AV
153490030;12/15/2015;06:13 AM;6.0;ALL OTHER LARCENY;;;;3701 S HOWELL AV #1
153490034;12/15/2015;06:56 AM;2.0;SIMPLE ASSAULT;;;;2212-B S 18TH ST
153490055;12/15/2015;07:35 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;200 W GRANGE AV
153490067;12/15/2015;10:37 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;4620 S 5TH ST
153490076;12/15/2015;11:35 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3006 S 27TH ST
153490092;12/15/2015;12:40 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3833 S 15TH PL
153490177;12/15/2015;06:13 PM;6.0;SIMPLE ASSAULT;;;;3268 W BIRCHWOOD AV
153480011;12/14/2015;12:05 AM;6.0;MOTOR VEHICLE THEFT;;;;4549 S 23RD ST
153480063;12/14/2015;09:59 AM;6.0;MOTOR VEHICLE THEFT;;;;2919 W PARNELL AV
153480083;12/14/2015;09:34 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5848 S 27TH ST
153480126;12/14/2015;12:55 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;5433 S 24TH ST
153480154;12/14/2015;03:18 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4650 S 20TH ST
153480155;12/14/2015;03:59 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3940 S 13TH ST
153480166;12/14/2015;02:09 PM;6.0;ALL OTHER LARCENY;;;;5790 S 27TH ST
153480179;12/14/2015;05:33 PM;6.0;ROBBERY;;;;1400 W HALSEY AV
153470024;12/13/2015;03:56 AM;6.0;SIMPLE ASSAULT;;;;3543 S 16TH ST
153460080;12/12/2015;11:56 AM;6.0;ALL OTHER LARCENY;;;;2913 S 15TH PL
153460096;12/12/2015;01:40 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1020 E PRICE CT
153460118;12/12/2015;01:29 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3168 S 25TH ST
153460180;12/12/2015;11:15 PM;6.0;ALL OTHER LARCENY;;;;6201 S AVALON ST
153440165;12/11/2015;04:00 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3325 S 15TH PL
153450047;12/11/2015;10:07 AM;6.0;MOTOR VEHICLE THEFT;;;;4849 S 13TH ST
153450123;12/11/2015;05:17 PM;6.0;SIMPLE ASSAULT;;;;3237 S 16TH ST
153440063;12/10/2015;09:10 AM;6.0;AGGRAVATED ASSAULT;;;;4371 S 20TH ST
153440078;12/10/2015;11:58 AM;6.0;AGGRAVATED ASSAULT;;;;4600 S 6TH ST
153440098;12/10/2015;03:15 PM;6.0;ALL OTHER LARCENY;;;;4161 S 5TH ST
153440172;12/10/2015;10:55 PM;6.0;SIMPLE ASSAULT;;;;110 E LAYTON AV
153430030;12/09/2015;09:19 AM;6.0;MOTOR VEHICLE THEFT;;;;3802 S 14TH ST
153430060;12/09/2015;11:52 AM;2.0;BURGLARY/BREAKING AND ENTERING;ROBBERY;;;2670 S 20TH ST
153430062;12/09/2015;12:21 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3169 S 23RD ST
153430073;12/09/2015;11:28 AM;6.0;ARSON;;;;2500 W OKLAHOMA AV
153420058;12/08/2015;11:36 AM;6.0;ROBBERY;;;;3900 S 13TH ST
153420070;12/08/2015;01:40 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;1930 W MORGAN AV
153410018;12/07/2015;03:35 AM;2.0;MOTOR VEHICLE THEFT;;;;2402 S 18TH ST
153410019;12/07/2015;03:06 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;;1804 W LINCOLN AV
153410067;12/07/2015;11:09 AM;2.0;MOTOR VEHICLE THEFT;;;;2361 S 17TH ST
153410127;12/07/2015;05:07 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3120 S 27TH ST
153410131;12/07/2015;04:58 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2500 W OKLAHOMA AV
153400007;12/06/2015;12:18 AM;6.0;SIMPLE ASSAULT;;;;200 W GRANGE AV
153400019;12/06/2015;04:04 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;545 W LAYTON AV
153400057;12/06/2015;12:32 PM;6.0;SHOPLIFTING;;;;110 W COLLEGE AV
153400087;12/06/2015;03:09 PM;6.0;ROBBERY;;;;3734 S 27TH ST
153390018;12/05/2015;02:07 AM;6.0;MOTOR VEHICLE THEFT;;;;3165 S 19TH ST
153390041;12/05/2015;08:42 AM;6.0;MOTOR VEHICLE THEFT;;;;3125 S 24TH ST
153390063;12/05/2015;11:32 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3967 S 5TH ST
153390089;12/05/2015;03:06 PM;6.0;ROBBERY;;;;3700 S 27TH ST
153390122;12/05/2015;06:27 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3340 S 15TH PL
153390152;12/05/2015;09:06 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;500 W EDGERTON AV
153380022;12/04/2015;04:22 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3051 S 15TH ST
153380024;12/04/2015;05:01 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3776 S 15TH ST
153380028;12/04/2015;06:13 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;292 W BOLIVAR AV
153380031;12/04/2015;07:44 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3012 S 15TH PL
153380039;12/04/2015;08:32 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3668 S 15TH ST
153380090;12/04/2015;01:52 PM;6.0;PURSE SNATCHING;;;;3578 S 20TH ST
153380104;12/04/2015;05:28 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3456 S 15TH ST
153380120;12/04/2015;06:56 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4567 S 23RD ST
153380157;12/04/2015;10:38 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3105 S 15TH PL
153370018;12/03/2015;05:52 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;745 W GRANGE AV
153370027;12/03/2015;09:14 AM;6.0;MOTOR VEHICLE THEFT;;;;2409 W MORGAN AV
153370028;12/03/2015;08:47 AM;2.0;AGGRAVATED ASSAULT;;;;2471 S 17TH ST
153370038;12/03/2015;09:05 AM;2.0;MOTOR VEHICLE THEFT;;;;2342 S 19TH ST
153370096;12/03/2015;04:38 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3948 S 5TH PL
153360027;12/02/2015;06:12 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;2317 W HOWARD AV
153360074;12/02/2015;12:19 PM;6.0;MOTOR VEHICLE THEFT;;;;5700 S 27TH ST
153360111;12/02/2015;03:13 PM;6.0;SIMPLE ASSAULT;;;;4126 S 2ND ST
153350029;12/01/2015;08:18 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;195 W ARMOUR AV
153350064;12/01/2015;11:19 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3520 S 1ST ST #LWR
153350076;12/01/2015;10:37 AM;6.0;SIMPLE ASSAULT;;;;3559 S 2ND ST
153650032;12/31/2015;10:45 AM;6.0;MOTOR VEHICLE THEFT;;;;3318 S DELAWARE AV
153650044;12/31/2015;12:18 PM;6.0;MOTOR VEHICLE THEFT;;;;552 E LINUS ST
153650048;12/31/2015;12:56 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3053 S 7TH ST #LOWER
153650109;12/31/2015;10:53 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2800 S KINNICKINNIC AV
153640010;12/30/2015;02:14 AM;6.0;SIMPLE ASSAULT;;;;2426 E OKLAHOMA AV #4
153640026;12/30/2015;08:47 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3430 S 1ST PL
153640046;12/30/2015;11:11 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;1132 W OKLAHOMA AV
153640078;12/30/2015;04:40 PM;6.0;THEFT FROM BUILDING;;;;3555 S HOWELL AV
153640094;12/30/2015;04:35 PM;6.0;AGGRAVATED ASSAULT;;;;2803 S 9TH PL
153630016;12/29/2015;05:28 AM;6.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;;3136 S 13TH ST #UPR
153630047;12/29/2015;10:35 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3229 S TAYLOR AV
153630056;12/29/2015;10:35 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3257 S TAYLOR AV
153630106;12/29/2015;05:30 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2938 S DELAWARE AV
153630134;12/29/2015;07:19 PM;2.0;AGGRAVATED ASSAULT;;;;2719 S 15TH PL
153630157;12/29/2015;07:19 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3722 S LENOX ST
153620022;12/28/2015;01:18 AM;6.0;MOTOR VEHICLE THEFT;;;;2416 S LOGAN AV #4
153620034;12/28/2015;06:02 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3304 S WHITNALL AV
153620043;12/28/2015;07:59 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;329 E ROSEDALE AV
153620049;12/28/2015;07:44 AM;6.0;MOTOR VEHICLE THEFT;;;;315 E DEER PL
153620082;12/28/2015;01:18 PM;6.0;MOTOR VEHICLE THEFT;;;;2147 S WINCHESTER ST
153620087;12/28/2015;01:55 PM;6.0;MOTOR VEHICLE THEFT;;;;1304 W OKLAHOMA AV
153620154;12/28/2015;11:14 PM;6.0;MOTOR VEHICLE THEFT;;;;153 W OKLAHOMA AV
153610009;12/27/2015;12:41 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2938 S DELAWARE AV
153610023;12/27/2015;02:55 AM;6.0;MOTOR VEHICLE THEFT;;;;3048 S 10TH ST
153610048;12/27/2015;09:07 AM;6.0;MOTOR VEHICLE THEFT;;;;3152 S 11TH ST
153610053;12/27/2015;09:14 AM;6.0;MOTOR VEHICLE THEFT;;;;3346 S WHITNALL AV
153610056;12/27/2015;09:37 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3214 S INDIANA AV
153610066;12/27/2015;10:58 AM;6.0;MOTOR VEHICLE THEFT;;;;3222 S 10TH ST
153610067;12/27/2015;10:59 AM;2.0;MOTOR VEHICLE THEFT;;;;2703 S 15TH PL
153610069;12/27/2015;10:16 AM;2.0;MOTOR VEHICLE THEFT;;;;2771 S 15TH PL
153610074;12/27/2015;11:18 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2682 S 10TH ST
153610086;12/27/2015;12:25 PM;6.0;MOTOR VEHICLE THEFT;;;;2661 S KINNICKINNIC AV
153610087;12/27/2015;12:01 PM;6.0;ARSON;;;;2929 S 13TH ST #REAR
153610093;12/27/2015;01:15 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3661 S ALABAMA AV
153610102;12/27/2015;01:52 PM;6.0;MOTOR VEHICLE THEFT;;;;2595 S LENOX ST
153610109;12/27/2015;01:22 PM;6.0;MOTOR VEHICLE THEFT;;;;3425 S 8TH ST
153610112;12/27/2015;01:22 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3707 S WHITNALL AV
153610131;12/27/2015;04:05 PM;6.0;MOTOR VEHICLE THEFT;;;;825 W MANITOBA ST
153610132;12/27/2015;04:05 PM;6.0;MOTOR VEHICLE THEFT;;;;825 W MANITOBA ST
153610159;12/27/2015;07:09 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;800 E HOLT AV
153610187;12/27/2015;07:40 PM;2.0;MOTOR VEHICLE THEFT;;;;2516 S 7TH ST
