Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
120910005;03/31/2012;12:47 AM;4.0;MOTOR VEHICLE THEFT;;;;;5638 N 35TH ST
120910019;03/31/2012;01:44 AM;4.0;MOTOR VEHICLE THEFT;;;;;6096 N HOPKINS ST
120910022;03/31/2012;02:37 AM;4.0;SIMPLE ASSAULT;;;;;3406 W FLORIST AV #307
120910038;03/31/2012;06:34 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3704 W JUNIPER CT
120910169;03/31/2012;11:30 PM;5.0;INTIMIDATION;;;;;2706 W ATKINSON AV #5
120900017;03/30/2012;02:49 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4021 N 24TH ST
120900022;03/30/2012;07:38 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3600 W SILVER SPRING DR
120900047;03/30/2012;11:55 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4026 N 19TH PL
120900049;03/30/2012;12:11 PM;7.0;MOTOR VEHICLE THEFT;;;;;4937 N HOPKINS ST
120900054;03/30/2012;11:51 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4321 N 25TH ST
120900086;03/30/2012;03:55 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;7061 N TEUTONIA AV
120900090;03/30/2012;04:21 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5126 N 20TH ST
120900134;03/30/2012;07:57 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;1612 W CONGRESS ST
120890006;03/29/2012;12:55 AM;5.0;AGGRAVATED ASSAULT;;;;;4227 N 19TH ST
120890016;03/29/2012;03:57 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5464 N LONG ISLAND DR
120890019;03/29/2012;07:50 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2026 W ROOSEVELT DR
120890039;03/29/2012;09:57 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3500 W VILLARD AV
120890106;03/29/2012;04:29 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3712 W JUNIPER CT
120890107;03/29/2012;05:46 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5649 N 40TH ST
120890122;03/29/2012;07:32 PM;4.0;MOTOR VEHICLE THEFT;;;;;6111 N TEUTONIA AV
120890142;03/29/2012;10:20 PM;7.0;ALL OTHER LARCENY;;;;;4860 N 20TH ST
120880015;03/28/2012;02:31 AM;4.0;INTIMIDATION;;;;;6400 N 43RD ST
120880021;03/28/2012;07:38 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4959 N 49TH ST
120880040;03/28/2012;11:00 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5508 N LONG ISLAND DR
120880100;03/28/2012;04:20 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4812 W HAMPTON AV
120880123;03/28/2012;06:06 PM;5.0;SIMPLE ASSAULT;;;;;4572 N TEUTONIA AV
120880133;03/28/2012;07:31 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5062 N 51ST BL
120880142;03/28/2012;09:08 PM;4.0;MOTOR VEHICLE THEFT;;;;;5541 N 35TH ST
120870009;03/27/2012;12:52 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;1110 W FIEBRANTZ AV
120870010;03/27/2012;12:34 AM;4.0;ROBBERY;;;;;3650 W CUSTER AV
120870017;03/27/2012;02:22 AM;5.0;SIMPLE ASSAULT;;;;;4647-A N 27TH ST
120870034;03/27/2012;08:30 AM;7.0;SIMPLE ASSAULT;DISORDERLY CONDUCT;;;;5075 N SHERMAN BL
120870054;03/27/2012;11:08 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3711 W DOUGLAS AV
120870083;03/27/2012;02:52 PM;7.0;ALL OTHER LARCENY;;;;;4939 N 24TH ST
120870106;03/27/2012;04:39 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4937 N 39TH ST
120870116;03/27/2012;06:32 PM;7.0;SIMPLE ASSAULT;;;;;4862 N 49TH ST
120870128;03/27/2012;05:25 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4471 N 22ND ST
120870140;03/27/2012;07:48 PM;5.0;AGGRAVATED ASSAULT;;;;;4327 N 16TH ST
120870150;03/27/2012;08:30 PM;4.0;SIMPLE ASSAULT;;;;;5443 N 39TH ST
120870158;03/27/2012;09:17 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4747 N 29TH ST
120870161;03/27/2012;09:05 PM;7.0;MOTOR VEHICLE THEFT;;;;;4422 W HAMPTON AV
120870167;03/27/2012;11:08 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4202 N TEUTONIA AV
120870169;03/27/2012;10:09 PM;5.0;SIMPLE ASSAULT;;;;;4349 N 25TH ST
120860005;03/26/2012;12:12 AM;7.0;SIMPLE ASSAULT;;;;;5177 N 31ST ST #LWR
120860017;03/26/2012;03:57 AM;4.0;MOTOR VEHICLE THEFT;;;;;5200 N 37TH ST
120860023;03/26/2012;07:06 AM;5.0;MOTOR VEHICLE THEFT;;;;;2700 W ATKINSON AV
120860043;03/26/2012;09:15 AM;4.0;INTIMIDATION;;;;;5550 N 39TH ST
120860091;03/26/2012;02:34 PM;5.0;ALL OTHER LARCENY;;;;;4055 N 23RD ST
120860096;03/26/2012;03:05 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4115 N TEUTONIA AV
120860108;03/26/2012;04:08 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5030 W HAMPTON AV
120860117;03/26/2012;05:37 PM;4.0;SIMPLE ASSAULT;;;;;5317 N 37TH ST
120860134;03/26/2012;06:02 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4605 W VILLARD AV
120860145;03/26/2012;06:24 PM;4.0;SIMPLE ASSAULT;;;;;5458 N 38TH ST
