"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0091001001,24,49,1,0,0,4,0,78
0091001002,27,107,0,0,0,4,4,142
0091002005,13,88,0,1,0,0,0,102
0091002008,0,0,0,0,0,0,0,0
0091003000,7,150,2,0,0,5,0,164
0091001003,15,80,0,1,0,2,0,98
0091002001,14,35,0,0,0,3,0,52
0091002009,0,25,0,0,0,1,0,26
0091003003,1,8,0,0,0,1,0,10
0091003005,14,183,2,0,0,14,2,215
0091003006,0,0,0,0,0,0,0,0
0091001007,6,92,2,11,0,2,2,115
0091002000,10,71,0,0,0,1,1,83
0091002003,6,114,1,0,0,3,0,124
0091002004,2,105,0,0,0,0,0,107
0091002006,0,16,0,0,0,1,1,18
0091001006,24,81,1,0,0,11,0,117
0091003004,0,0,0,0,0,0,0,0
0091003013,4,107,0,0,0,1,0,112
0091002007,0,0,0,0,0,0,0,0
0091003002,6,90,0,0,0,0,0,96
0091003010,4,51,0,0,0,1,0,56
0091003011,0,0,0,0,0,0,0,0
0091001004,13,139,0,0,1,0,0,153
0091003001,10,73,0,0,0,7,0,90
0091001000,12,90,0,2,0,7,0,111
0091001005,15,64,0,16,0,3,3,101
0091001008,2,189,0,11,0,6,0,208
0091002002,1,108,0,3,0,1,2,115
0091003009,2,155,0,0,0,9,0,166
0091003012,15,92,3,0,0,8,0,118
,,,,,,,,
"Total Records: 32",,,,,,,,
"Census Tract: 9100",,,,,,,,
