"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0003021011,41,102,1,0,0,2,2,148
0003021006,60,42,0,5,0,3,0,110
0003021009,13,152,0,0,0,2,1,168
0003021016,0,0,0,0,0,0,0,0
0003021005,14,30,0,1,0,0,1,46
0003021008,0,0,0,0,0,0,0,0
0003021018,14,60,0,7,4,6,1,92
0003021021,0,0,0,0,0,0,0,0
0003021007,171,299,5,4,0,30,6,515
0003021017,52,44,0,0,0,0,0,96
0003021001,78,136,0,0,0,1,12,227
0003021012,128,168,2,4,0,6,0,308
0003021013,0,0,0,0,0,0,0,0
0003021015,96,94,5,0,0,15,1,211
0003021010,5,170,1,0,0,0,0,176
0003021014,0,0,0,0,0,0,0,0
0003021019,20,128,0,0,0,0,1,149
,,,,,,,,
"Total Records: 18",,,,,,,,
"Census Tract: 302",,,,,,,,
