"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0051001003,5,34,1,0,0,0,2,42
0051001004,32,27,0,0,0,1,1,61
0051001008,25,28,0,0,0,0,0,53
0051001014,29,51,0,0,0,0,0,80
0051002000,106,225,0,13,0,16,0,360
0051003002,17,11,0,0,0,0,0,28
0051002002,29,35,0,2,0,3,0,69
0051003000,13,1,0,1,0,0,0,15
0051003004,53,22,0,3,0,1,0,79
0051001009,0,18,0,0,0,0,5,23
0051001011,34,93,0,2,0,9,1,139
0051001013,13,10,0,0,0,0,0,23
0051002001,24,67,0,0,0,0,0,91
0051003003,109,112,1,2,0,10,2,236
0051001006,27,35,0,0,0,0,0,62
0051003005,138,34,0,0,0,1,1,174
0051003007,66,130,5,4,0,12,11,228
0051001000,21,41,0,20,0,2,0,84
0051001005,6,32,0,0,0,4,0,42
0051001010,33,65,0,7,0,4,2,111
0051001012,47,12,0,9,0,0,0,68
0051001016,28,17,2,6,0,0,1,54
0051002003,260,558,2,46,0,23,7,896
0051003001,27,27,0,0,0,0,0,54
0051003008,55,12,0,0,0,6,0,73
0051001015,33,42,0,14,0,2,6,97
0051003006,10,0,0,0,0,0,0,10
0051001001,15,34,0,1,0,0,0,50
0051001002,22,46,0,2,0,0,1,71
0051001007,32,50,7,2,0,10,5,106
0051002004,1,1,0,1,0,0,0,3
,,,,,,,,
"Total Records: 32",,,,,,,,
"Census Tract: 5100",,,,,,,,
