"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0169001001,94,24,3,27,0,0,60,208
0169002009,93,11,0,9,0,5,14,132
0169003002,0,0,0,0,0,0,0,0
0169003005,62,9,3,15,0,5,73,167
0169003009,167,28,4,4,0,7,19,229
0169002001,57,4,0,0,0,7,28,96
0169002002,93,13,7,15,0,6,70,204
0169002007,104,28,8,5,0,29,27,201
0169002008,103,23,5,14,0,32,33,210
0169003008,7,0,1,0,0,0,0,8
0169001007,59,0,5,13,0,16,15,108
0169002010,43,6,10,0,1,1,14,75
0169001008,0,0,0,0,0,0,0,0
0169002000,6,7,0,0,0,7,24,44
0169002003,0,0,0,0,0,0,0,0
0169002006,103,16,22,1,0,16,53,211
0169003006,182,16,7,0,0,7,53,265
0169001005,0,0,0,0,0,0,2,2
0169002005,127,58,14,0,0,22,113,334
0169003000,77,28,0,17,0,7,73,202
0169003007,16,2,0,0,0,0,10,28
0169001000,78,7,5,0,0,4,39,133
0169001006,22,4,0,0,0,18,38,82
0169003001,71,5,1,0,0,6,45,128
0169001002,74,15,9,1,0,34,69,202
0169001003,89,12,3,5,0,7,70,186
0169001004,90,28,0,0,1,15,74,208
0169002004,64,14,3,0,0,3,26,110
0169003003,15,0,0,0,0,0,8,23
0169003004,79,7,1,26,0,0,37,150
,,,,,,,,
"Total Records: 31",,,,,,,,
"Census Tract: 16900",,,,,,,,
