"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0027001002,33,112,1,1,0,23,0,170
0027001005,26,85,0,10,0,7,0,128
0027001003,24,146,0,0,0,0,0,170
0027002003,42,123,1,0,0,0,2,168
0027001000,23,135,0,0,0,0,0,158
0027001004,28,117,0,4,0,0,0,149
0027002000,52,47,0,0,0,3,1,103
0027002001,40,202,0,6,0,4,4,256
0027002004,15,74,0,0,0,4,0,93
0027002005,19,68,0,4,0,0,0,91
0027002006,0,12,0,0,0,0,0,12
0027001001,32,104,2,1,0,8,17,164
0027002002,55,163,1,0,0,11,0,230
,,,,,,,,
"Total Records: 14",,,,,,,,
"Census Tract: 2700",,,,,,,,
