"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0077001008,84,1,0,0,0,1,0,86
0077002001,94,1,0,0,0,3,0,98
0077002006,0,0,0,0,0,0,0,0
0077002014,0,0,0,0,0,0,0,0
0077002005,84,1,5,2,0,0,3,95
0077002013,11,0,1,0,0,0,0,12
0077003006,240,3,1,11,0,7,2,264
0077003008,107,2,4,6,3,4,0,126
0077002008,92,10,0,0,0,2,3,107
0077003007,75,1,0,0,0,3,1,80
0077001003,103,3,0,2,0,0,0,108
0077001005,78,1,0,6,0,4,3,92
0077002007,70,6,0,2,0,1,2,81
0077002011,103,2,0,0,0,2,0,107
0077003000,190,3,0,16,0,3,3,215
0077003003,16,0,0,1,0,0,0,17
0077001001,200,10,0,25,0,9,3,247
0077001002,54,2,0,2,1,3,0,62
0077002004,199,15,0,8,0,3,2,227
0077002009,103,0,0,2,0,2,1,108
0077002010,79,8,0,2,0,4,0,93
0077003002,62,0,2,0,0,4,2,70
0077002003,135,12,2,26,1,10,3,189
0077002012,37,8,0,0,0,1,2,48
0077003001,112,6,2,12,0,4,2,138
0077001000,170,9,1,18,0,9,0,207
0077001004,108,3,1,0,0,2,6,120
0077002000,99,6,1,4,0,3,2,115
0077002002,22,0,0,0,0,3,1,26
0077001006,117,15,1,14,0,2,0,149
0077001007,134,12,1,22,0,2,3,174
0077002015,16,4,2,0,0,4,0,26
0077003005,78,0,0,3,0,0,0,81
0077003009,125,8,1,5,0,8,1,148
,,,,,,,,
"Total Records: 35",,,,,,,,
"Census Tract: 7700",,,,,,,,
