"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0095001003,69,21,2,5,0,0,0,97
0095001006,77,11,0,0,0,1,0,89
0095002000,98,32,6,2,0,8,0,146
0095002003,92,11,0,1,0,5,1,110
0095002004,57,1,0,0,0,0,1,59
0095003002,56,27,0,0,0,2,9,94
0095001002,79,50,1,5,0,5,0,140
0095003009,37,24,0,0,0,1,0,62
0095003006,110,26,0,0,0,7,1,144
0095001005,87,16,0,0,0,1,0,104
0095002008,53,0,0,1,0,1,0,55
0095003001,28,36,0,0,0,6,3,73
0095001000,0,0,0,0,0,0,0,0
0095001001,35,103,1,0,0,10,0,149
0095001004,89,17,0,0,0,0,0,106
0095001007,96,4,6,0,0,3,2,111
0095003007,59,13,0,0,0,2,0,74
0095002001,0,0,0,0,0,0,0,0
0095002002,85,12,3,14,0,6,3,123
0095002005,38,19,0,0,0,0,0,57
0095003005,67,18,1,0,0,1,1,88
0095002007,92,4,0,0,0,0,0,96
0095003000,0,0,0,0,0,0,0,0
0095003003,44,15,0,0,0,1,0,60
0095003004,114,2,0,0,0,0,1,117
0095003008,53,14,0,0,0,0,0,67
,,,,,,,,
"Total Records: 27",,,,,,,,
"Census Tract: 9500",,,,,,,,
