"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0130001002,0,0,0,0,0,0,0,0
0130001009,11,0,0,0,0,0,0,11
0130001000,284,18,2,14,0,15,12,345
0130001005,0,0,0,0,0,0,0,0
0130001006,0,0,0,0,0,0,0,0
0130002004,65,6,3,0,0,1,1,76
0130001001,113,0,2,0,0,0,0,115
0130002002,43,0,0,0,0,4,0,47
0130002007,38,0,0,2,0,0,0,40
0130002008,0,0,0,0,0,0,0,0
0130001007,0,0,0,0,0,0,0,0
0130001008,0,0,0,0,0,0,0,0
0130001010,96,0,0,0,0,6,0,102
0130002003,80,0,0,3,0,4,6,93
0130002006,33,24,1,6,0,5,0,69
0130001011,20,2,0,1,0,1,0,24
0130002005,53,6,2,4,0,0,0,65
0130001003,95,6,0,0,0,0,0,101
0130002000,112,2,0,1,0,1,4,120
0130002001,113,18,1,5,0,13,5,155
,,,,,,,,
"Total Records: 21",,,,,,,,
"Census Tract: 13000",,,,,,,,
