"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0042001002,7,112,0,0,0,0,0,119
0042001006,0,125,0,0,0,0,0,125
0042002001,3,112,0,0,0,0,0,115
0042004002,2,91,1,0,0,9,2,105
0042004014,6,59,0,0,0,0,0,65
0042001004,0,27,0,0,0,0,0,27
0042002005,0,19,0,0,0,0,0,19
0042003000,0,20,0,0,0,0,0,20
0042003004,2,88,0,0,0,4,0,94
0042004001,0,116,0,3,0,2,0,121
0042004006,3,108,0,0,0,0,2,113
0042004009,0,69,2,0,0,0,0,71
0042001000,3,97,0,0,0,6,0,106
0042001008,2,14,0,0,0,0,0,16
0042002000,0,62,0,0,0,0,0,62
0042002003,0,95,0,0,0,0,2,97
0042003005,2,145,0,0,0,0,1,148
0042004000,1,112,0,0,0,1,1,115
0042004008,1,41,2,0,0,0,0,44
0042001005,0,0,0,0,0,0,0,0
0042001007,3,98,1,0,0,1,0,103
0042002004,0,13,0,0,0,0,0,13
0042003001,0,65,0,0,0,0,0,65
0042004007,0,0,0,0,0,0,0,0
0042001003,0,64,0,0,0,0,0,64
0042004003,1,71,0,9,0,0,2,83
0042004004,0,4,0,4,0,3,0,11
0042004005,0,18,0,0,0,0,0,18
0042002002,0,3,0,0,0,1,0,4
0042002006,7,130,0,0,0,1,0,138
0042002007,6,185,2,0,0,7,0,200
0042002008,9,163,3,0,0,4,0,179
0042003002,6,190,0,0,0,0,0,196
0042003003,1,159,0,0,0,0,0,160
0042004010,0,125,0,0,0,0,0,125
0042004011,0,0,0,0,0,0,0,0
0042004012,1,77,0,0,0,1,0,79
0042001001,1,48,0,0,0,0,0,49
0042004013,1,97,0,0,0,0,4,102
,,,,,,,,
"Total Records: 40",,,,,,,,
"Census Tract: 4200",,,,,,,,
