"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0036001006,0,0,0,0,0,0,0,0
0036001018,23,57,1,0,0,0,0,81
0036001010,29,64,0,1,0,3,0,97
0036001013,0,0,0,0,0,0,0,0
0036001017,5,73,0,0,0,0,5,83
0036001019,9,51,0,2,0,2,0,64
0036002010,10,58,0,2,0,7,0,77
0036001008,11,33,1,0,0,0,0,45
0036001009,7,26,0,0,0,7,0,40
0036002007,20,46,0,0,0,0,0,66
0036002009,0,66,0,11,0,5,0,82
0036001000,12,46,4,0,0,2,0,64
0036001005,15,18,0,0,0,0,0,33
0036001007,14,31,0,0,0,3,2,50
0036001016,17,33,1,0,0,0,0,51
0036001020,0,0,0,0,0,0,0,0
0036002006,18,45,0,0,0,0,0,63
0036002011,4,87,0,0,0,6,0,97
0036001002,12,56,0,0,0,3,1,72
0036001003,14,61,0,4,0,1,1,81
0036001014,0,0,0,0,0,0,0,0
0036001015,0,0,0,0,0,0,0,0
0036002001,0,57,0,6,0,3,0,66
0036002002,19,62,0,0,0,0,0,81
0036001001,38,42,1,0,0,0,1,82
0036001004,8,24,0,0,0,3,0,35
0036001012,14,47,0,0,0,1,0,62
0036002005,36,143,0,0,0,9,3,191
0036002008,12,50,0,1,0,0,0,63
0036001011,18,59,1,0,0,0,0,78
0036002000,0,7,0,0,0,0,0,7
0036002003,19,69,0,0,0,3,0,91
0036002004,11,40,0,0,0,2,2,55
,,,,,,,,
"Total Records: 34",,,,,,,,
"Census Tract: 3600",,,,,,,,
