"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0065001001,0,101,0,0,0,1,0,102
0065002002,0,134,0,0,0,1,0,135
0065003001,0,63,0,0,0,0,0,63
0065004003,1,185,0,0,0,2,0,188
0065001003,0,175,0,0,0,0,0,175
0065002000,1,118,2,1,0,0,1,123
0065002001,0,56,0,0,0,0,0,56
0065002003,13,239,0,0,0,2,0,254
0065004004,1,140,0,0,0,2,0,143
0065003007,2,172,0,0,0,9,0,183
0065004002,6,152,0,0,0,9,1,168
0065004005,0,146,1,0,0,3,0,150
0065004000,0,21,0,0,0,0,0,21
0065001002,8,178,1,0,0,2,0,189
0065002004,4,141,0,0,0,0,0,145
0065003000,1,120,0,0,0,0,0,121
0065003004,0,67,1,0,0,1,0,69
0065001000,0,72,1,0,0,1,0,74
0065001004,2,118,3,0,0,12,0,135
0065001005,1,54,0,0,0,0,0,55
0065004001,0,0,0,0,0,0,0,0
0065003002,0,0,0,0,0,0,0,0
0065003003,0,143,0,7,0,6,0,156
0065003006,0,178,0,0,0,0,0,178
0065002005,1,104,1,0,0,1,0,107
0065003005,3,44,0,0,0,4,0,51
,,,,,,,,
"Total Records: 27",,,,,,,,
"Census Tract: 6500",,,,,,,,
