"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0111002001,39,2,0,1,0,0,0,42
0111001006,103,15,2,4,0,3,1,128
0111002002,91,11,1,4,0,6,4,117
0111002003,142,31,0,3,0,5,2,183
0111001000,86,6,1,1,0,3,3,100
0111002004,0,0,0,0,0,0,0,0
0111002007,47,8,0,0,0,4,0,59
0111001001,96,0,2,0,0,3,0,101
0111001003,0,0,0,0,0,0,0,0
0111001004,86,0,3,0,0,0,3,92
0111001007,92,15,1,2,0,7,3,120
0111001002,102,3,1,4,0,3,1,114
0111001005,86,6,1,1,0,7,5,106
0111002000,110,3,0,4,0,0,2,119
0111002005,63,5,0,4,0,0,2,74
0111002006,139,9,0,0,0,2,1,151
0111002008,64,1,0,1,0,0,0,66
,,,,,,,,
"Total Records: 18",,,,,,,,
"Census Tract: 11100",,,,,,,,
