"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0143001000,0,0,0,0,0,0,0,0
0143002009,150,4,1,0,1,0,0,156
0143001001,149,0,0,4,0,5,0,158
0143002004,6,0,0,0,0,0,0,6
0143002012,0,0,0,0,0,0,0,0
0143002001,0,0,0,0,0,0,0,0
0143002003,172,85,5,19,0,10,4,295
0143001002,246,12,1,7,0,3,3,272
0143002000,0,0,0,0,0,0,0,0
0143002005,0,0,0,0,0,0,0,0
0143002010,0,0,0,0,0,0,0,0
0143002002,99,5,0,7,0,0,1,112
0143002011,0,0,0,0,0,0,0,0
0143001003,137,17,1,17,0,3,3,178
0143001004,321,26,2,26,0,8,8,391
0143002006,125,9,0,0,0,3,2,139
,,,,,,,,
"Total Records: 17",,,,,,,,
"Census Tract: 14300",,,,,,,,
