"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0025001007,6,45,0,0,0,0,0,51
0025003009,4,95,0,2,0,4,0,105
0025002003,2,77,0,0,0,1,0,80
0025002004,0,3,0,0,0,0,0,3
0025002005,12,201,2,0,0,5,0,220
0025003004,23,204,0,0,0,12,3,242
0025003006,12,48,0,1,0,3,0,64
0025001000,0,0,0,0,0,0,0,0
0025001002,16,79,0,0,0,0,1,96
0025001005,8,31,0,0,0,1,0,40
0025003001,0,45,0,1,0,2,0,48
0025002001,24,102,0,2,0,0,0,128
0025002006,0,0,0,0,0,0,0,0
0025003002,16,84,0,0,0,4,6,110
0025003010,10,24,0,0,0,2,0,36
0025003000,11,112,0,0,0,0,0,123
0025003003,13,43,0,0,0,0,0,56
0025001006,3,59,0,0,0,2,0,64
0025002000,9,109,0,0,0,4,0,122
0025003008,26,59,0,0,0,1,0,86
0025001003,4,96,0,0,0,8,0,108
0025001004,0,16,0,0,0,0,0,16
0025001008,8,75,0,0,0,3,0,86
0025001009,5,118,0,0,0,0,0,123
0025003007,14,17,0,0,0,0,0,31
0025001001,0,0,0,0,0,0,0,0
0025001010,14,93,2,0,0,1,0,110
0025002002,4,43,0,1,0,0,0,48
0025002007,11,65,0,0,0,4,6,86
0025003005,11,39,0,4,0,0,0,54
,,,,,,,,
"Total Records: 31",,,,,,,,
"Census Tract: 2500",,,,,,,,
