"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0081002005,15,92,0,1,0,0,7,115
0081001003,6,98,2,0,0,1,10,117
0081002004,5,101,0,0,0,0,2,108
0081001005,3,107,1,0,0,0,4,115
0081002007,23,117,3,9,0,7,36,195
0081001000,24,87,2,1,0,1,5,120
0081001001,11,83,0,0,0,0,6,100
0081001004,0,54,4,0,0,4,1,63
0081001006,14,83,1,0,1,4,22,125
0081002002,6,42,0,0,1,0,10,59
0081002001,13,76,6,0,0,2,24,121
0081002003,9,101,0,0,0,0,0,110
0081002006,12,61,0,0,0,2,16,91
0081001002,5,63,0,0,0,0,0,68
0081002000,23,50,0,0,0,0,27,100
,,,,,,,,
"Total Records: 16",,,,,,,,
"Census Tract: 8100",,,,,,,,
