"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0004001008,67,10,0,0,0,0,5,82
0004001004,32,11,0,0,0,0,0,43
0004001005,54,2,0,1,0,0,0,57
0004002002,1,0,0,0,0,0,0,1
0004001001,62,18,0,2,0,0,0,82
0004001006,55,0,0,0,0,0,0,55
0004001010,47,7,2,0,0,3,2,61
0004001000,154,9,4,0,1,1,0,169
0004001007,67,9,0,0,0,0,0,76
0004001009,31,40,1,2,0,0,0,74
0004002016,0,0,0,0,0,0,0,0
0004002000,402,702,6,29,1,49,29,1218
0004002006,0,0,0,0,0,0,0,0
0004002011,0,0,0,0,0,0,0,0
0004002014,0,0,0,0,0,0,0,0
0004002015,0,0,0,0,0,0,0,0
0004001002,88,22,0,0,0,3,1,114
0004001003,66,0,0,0,0,3,0,69
0004002001,272,39,0,6,0,9,2,328
0004002007,0,0,0,0,0,0,0,0
0004002010,0,0,0,0,0,0,0,0
0004002005,0,0,0,0,0,0,0,0
0004002008,0,0,0,0,0,0,0,0
0004002009,0,0,0,0,0,0,0,0
0004002017,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 26",,,,,,,,
"Census Tract: 400",,,,,,,,
