"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0133001000,0,0,0,0,0,0,0,0
0133001003,0,0,0,0,0,0,0,0
0133001005,35,5,1,0,0,2,0,43
0133001006,0,0,0,0,0,0,0,0
0133001008,72,25,3,0,0,10,6,116
0133001002,0,0,0,0,0,0,0,0
0133001007,66,66,1,0,0,10,12,155
0133001011,7,0,0,0,0,0,0,7
0133001001,0,0,0,0,0,0,0,0
0133001009,58,4,8,7,0,3,3,83
0133001004,48,1,0,0,0,0,1,50
0133001010,47,14,0,0,0,1,0,62
,,,,,,,,
"Total Records: 13",,,,,,,,
"Census Tract: 13300",,,,,,,,
