"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0144001000,128,6,0,23,0,7,0,164
0144001008,0,0,0,0,0,0,0,0
0144001009,0,0,0,0,0,0,0,0
0144001011,0,0,0,0,0,0,0,0
0144001013,13,39,1,0,0,0,0,53
0144001024,0,0,0,0,0,0,0,0
0144001002,369,4,0,14,1,3,5,396
0144001018,0,0,0,0,0,0,0,0
0144001022,158,18,1,7,0,8,3,195
0144001001,691,50,2,159,4,25,2,933
0144001003,213,13,0,17,0,3,4,250
0144001007,0,0,0,0,0,0,0,0
0144001014,0,0,0,0,0,0,0,0
0144001015,53,0,1,1,0,0,0,55
0144001016,0,0,0,0,0,1,0,1
0144001004,32,5,1,1,0,0,1,40
0144001021,0,0,0,0,0,0,0,0
0144001023,0,0,0,0,0,0,0,0
0144001025,0,0,0,0,0,0,0,0
0144001010,0,0,0,0,0,0,0,0
0144001012,204,21,0,14,0,5,1,245
0144001020,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 23",,,,,,,,
"Census Tract: 14400",,,,,,,,
