"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0016001007,78,32,0,7,0,1,0,118
0016001011,0,0,0,0,0,0,0,0
0016002001,53,153,1,0,0,1,0,208
0016001000,12,68,0,0,0,4,0,84
0016001001,0,0,0,0,0,0,0,0
0016001003,45,35,0,0,0,1,0,81
0016002000,207,339,3,6,0,18,3,576
0016001004,52,118,1,2,0,5,0,178
0016002004,63,169,0,2,0,0,8,242
0016002002,57,71,1,4,0,2,6,141
0016002006,67,58,3,19,0,0,6,153
0016001005,72,28,0,4,0,0,0,104
0016001008,38,64,0,0,0,2,0,104
0016002003,32,15,1,0,0,0,0,48
0016001002,87,92,1,0,0,7,0,187
0016001006,55,29,0,15,0,0,0,99
0016002005,54,5,0,0,0,0,0,59
,,,,,,,,
"Total Records: 18",,,,,,,,
"Census Tract: 1600",,,,,,,,
