"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0191001002,60,2,1,0,0,7,0,70
0191001007,60,1,2,0,0,2,6,71
0191002001,28,0,0,0,0,1,0,29
0191002002,63,0,2,1,0,1,1,68
0191002003,68,1,0,2,0,0,0,71
0191003000,76,0,2,0,0,0,4,82
0191003015,5,0,0,0,0,0,0,5
0191002004,201,46,0,7,0,2,2,258
0191003001,0,0,0,0,0,0,0,0
0191003011,128,0,1,0,0,0,0,129
0191003014,0,0,0,0,0,0,0,0
0191003016,11,0,1,0,0,0,0,12
0191001000,35,0,0,0,0,0,1,36
0191001003,50,0,0,0,0,0,2,52
0191001006,0,0,0,0,0,0,0,0
0191003009,130,0,2,0,0,8,0,140
0191003012,79,0,0,0,0,2,3,84
0191001001,143,8,0,0,3,12,10,176
0191001009,72,0,0,0,0,0,3,75
0191001010,46,0,0,0,0,0,0,46
0191002007,103,4,0,7,0,0,4,118
0191002008,42,0,0,0,0,0,0,42
0191002010,0,0,0,0,0,0,0,0
0191003002,11,0,0,0,0,0,0,11
0191001004,97,2,1,2,0,0,10,112
0191001005,66,0,3,0,0,0,6,75
0191001012,51,0,1,0,0,1,4,57
0191003003,43,0,0,0,0,0,0,43
0191003004,0,0,0,0,0,0,0,0
0191003008,94,0,4,0,0,2,0,100
0191003010,57,0,0,0,0,0,3,60
0191001011,50,2,1,1,0,2,4,60
0191002000,61,0,0,1,0,1,13,76
0191002005,426,23,20,13,0,22,45,549
0191002006,43,0,0,0,0,0,0,43
0191003007,126,2,1,2,0,0,5,136
0191003005,15,0,2,0,0,0,1,18
0191003006,39,0,0,0,0,0,9,48
0191003019,0,0,0,0,0,0,0,0
0191001008,73,0,0,0,0,0,4,77
0191002009,16,0,0,0,0,0,0,16
,,,,,,,,
"Total Records: 42",,,,,,,,
"Census Tract: 19100",,,,,,,,
