"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0107002012,0,0,0,0,0,0,0,0
0107002017,0,0,0,0,0,0,0,0
0107002007,35,38,0,0,0,2,1,76
0107002013,2,2,0,0,0,0,0,4
0107001002,90,50,5,1,0,8,14,168
0107002004,15,3,0,0,0,1,1,20
0107002005,96,6,0,0,0,0,12,114
0107002003,0,0,0,0,0,0,0,0
0107002014,20,12,0,1,0,2,0,35
0107001000,114,29,3,3,0,11,3,163
0107001005,38,77,0,0,0,13,42,170
0107002000,5,0,0,0,0,0,0,5
0107002008,32,103,0,0,0,11,1,147
0107002011,84,38,3,1,0,8,5,139
0107002015,44,64,1,2,0,0,13,124
0107001001,95,23,1,0,0,5,8,132
0107001003,74,56,1,0,0,6,16,153
0107002010,13,21,0,2,0,4,4,44
0107001004,74,107,4,0,0,4,22,211
0107002002,0,0,0,0,0,0,0,0
0107002006,78,56,0,1,0,1,1,137
0107002016,44,40,1,0,0,2,22,109
0107002001,0,0,0,0,0,0,0,0
0107002009,42,45,1,1,0,2,16,107
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 10700",,,,,,,,
