"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0010001010,24,2,0,0,0,0,0,26
0010002003,40,74,0,0,0,5,0,119
0010002005,64,172,0,2,0,13,5,256
0010001005,34,41,0,0,0,1,0,76
0010002001,46,58,0,2,0,2,1,109
0010003000,118,94,1,3,0,0,1,217
0010004001,66,116,1,0,0,2,8,193
0010004002,94,92,1,8,0,5,0,200
0010004003,51,51,1,0,0,0,0,103
0010001006,22,51,0,1,0,0,5,79
0010001007,30,57,0,0,0,0,3,90
0010001008,0,0,0,0,0,0,0,0
0010002000,41,125,1,1,0,1,0,169
0010003003,25,29,0,7,0,1,0,62
0010004004,64,45,2,0,0,7,0,118
0010001000,7,0,0,0,0,0,0,7
0010001003,0,0,0,0,0,0,0,0
0010002004,9,20,0,0,0,1,0,30
0010003002,80,182,3,0,0,8,2,275
0010003005,40,65,0,0,0,2,0,107
0010001012,10,1,0,0,0,1,1,13
0010002002,37,58,1,0,0,10,2,108
0010002006,31,58,0,0,0,0,2,91
0010003004,50,33,0,1,0,0,9,93
0010004005,35,34,0,13,0,1,1,84
0010001011,35,26,0,1,0,0,0,62
0010002007,33,67,0,0,0,0,0,100
0010001001,0,0,0,0,0,0,0,0
0010003001,91,179,1,0,0,3,0,274
0010004000,87,123,5,0,0,14,6,235
,,,,,,,,
"Total Records: 31",,,,,,,,
"Census Tract: 1000",,,,,,,,
