"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0204003001,78,0,0,0,0,4,13,95
0204003002,85,0,2,1,0,0,7,95
0204002003,98,1,0,0,0,2,24,125
0204002004,90,0,3,0,0,7,17,117
0204001002,87,0,1,1,0,4,18,111
0204001003,111,5,3,1,0,6,25,151
0204001004,120,2,12,3,0,6,26,169
0204002007,84,0,4,0,0,7,13,108
0204003004,93,0,0,0,0,6,8,107
0204002001,73,0,0,0,0,0,9,82
0204003003,90,2,2,0,0,7,8,109
0204003005,76,0,0,11,0,1,7,95
0204001000,74,10,0,15,0,15,63,177
0204001005,90,4,5,0,0,11,19,129
0204001007,102,4,0,0,0,1,15,122
0204002005,55,0,5,3,0,0,0,63
0204003000,103,0,1,0,0,5,1,110
0204001001,91,0,1,0,0,3,17,112
0204001006,91,1,1,11,0,4,8,116
0204002000,68,0,5,3,0,1,36,113
0204002002,63,3,2,0,0,5,0,73
0204002006,85,3,4,9,0,18,20,139
0204003007,65,0,0,0,0,0,7,72
0204003006,61,0,0,0,0,1,1,63
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 20400",,,,,,,,
