"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0072001003,66,8,0,2,0,1,0,77
0072002003,65,11,0,0,0,5,13,94
0072002005,48,4,3,1,0,6,7,69
0072002006,86,2,1,2,0,3,9,103
0072003002,12,27,3,2,0,7,14,65
0072002001,92,6,2,2,0,2,5,109
0072003004,0,0,0,0,0,0,0,0
0072002002,102,11,0,2,0,3,14,132
0072002008,97,8,0,0,0,5,15,125
0072003000,105,11,1,0,0,10,6,133
0072001005,134,152,1,4,0,10,5,306
0072002004,65,11,1,0,0,0,3,80
0072003006,56,9,0,0,0,2,6,73
0072003008,14,31,0,0,0,15,12,72
0072002007,26,0,0,2,0,0,0,28
0072003001,96,9,9,0,0,3,11,128
0072003005,42,34,0,1,0,6,8,91
0072002000,96,9,3,2,0,11,3,124
0072003009,56,62,0,0,0,14,29,161
0072001001,105,13,0,2,0,4,0,124
0072001002,26,3,0,3,0,1,0,33
0072001004,104,17,0,0,0,0,1,122
0072003003,8,0,0,0,0,0,0,8
0072003007,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 7200",,,,,,,,
