"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0209001002,49,0,0,0,0,2,0,51
0209001004,46,0,0,0,0,1,0,47
0209001008,41,0,0,4,0,0,0,45
0209002000,67,0,0,0,0,6,1,74
0209002002,40,0,0,0,1,0,0,41
0209003002,77,1,0,0,0,0,0,78
0209003006,61,0,0,0,0,0,5,66
0209001001,66,0,1,1,0,3,0,71
0209001007,25,0,0,0,0,0,0,25
0209003000,77,0,0,0,0,0,0,77
0209002004,277,1,0,4,0,3,3,288
0209002006,76,1,1,0,0,3,1,82
0209002009,59,0,0,0,0,0,1,60
0209002003,75,1,0,0,0,1,0,77
0209003007,176,0,1,3,0,3,6,189
0209001006,34,0,0,0,0,0,0,34
0209003001,148,0,1,0,0,0,6,155
0209001000,36,0,0,0,0,0,0,36
0209002007,28,0,0,0,0,0,4,32
0209001005,38,0,0,5,0,0,0,43
0209001009,130,17,2,5,0,0,8,162
0209002005,173,1,0,0,0,0,0,174
0209002008,37,1,0,0,0,0,0,38
0209001003,310,5,2,0,1,10,3,331
0209002001,65,0,2,0,0,0,0,67
0209003003,132,0,1,0,0,0,0,133
0209003004,59,0,2,0,0,0,1,62
0209003005,88,0,1,0,0,0,0,89
,,,,,,,,
"Total Records: 29",,,,,,,,
"Census Tract: 20900",,,,,,,,
