"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0020001003,38,45,0,0,0,2,0,85
0020001004,13,50,0,0,0,0,3,66
0020002005,0,0,0,0,0,0,0,0
0020002006,0,0,0,0,0,0,0,0
0020002009,20,68,0,0,0,2,0,90
0020002011,29,40,4,0,0,0,3,76
0020003003,17,68,0,0,0,0,0,85
0020003009,22,55,0,0,0,1,0,78
0020001007,36,78,2,8,0,0,0,124
0020001009,22,84,0,0,0,2,3,111
0020002008,0,0,0,0,0,0,0,0
0020003006,30,57,0,0,0,3,3,93
0020003008,30,43,0,0,0,3,1,77
0020001001,25,60,0,1,0,0,0,86
0020001006,38,54,0,0,0,5,0,97
0020003010,13,44,0,0,0,0,0,57
0020001002,31,50,0,0,1,0,0,82
0020002010,22,32,0,0,0,0,0,54
0020003000,18,33,0,0,0,8,2,61
0020003005,25,20,1,0,0,8,1,55
0020001005,9,26,0,0,0,2,0,37
0020002002,0,0,0,0,0,0,0,0
0020002004,0,0,0,0,0,0,0,0
0020002007,29,194,2,0,1,4,0,230
0020001000,23,55,0,1,0,2,0,81
0020002012,17,56,0,9,0,0,0,82
0020002013,4,99,1,0,0,0,0,104
0020003001,10,70,0,0,0,0,0,80
0020003002,31,52,0,0,0,1,0,84
0020001008,29,89,1,0,0,5,2,126
0020002001,22,110,0,8,0,4,4,148
0020003004,19,43,0,1,0,2,0,65
0020003007,15,77,0,0,0,0,0,92
,,,,,,,,
"Total Records: 34",,,,,,,,
"Census Tract: 2000",,,,,,,,
