"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0159001001,37,18,11,7,0,6,81,160
0159001004,14,0,5,0,0,2,20,41
0159002004,97,5,7,86,0,9,67,271
0159003002,85,19,6,2,0,3,78,193
0159003003,109,12,16,6,0,8,47,198
0159001005,79,16,11,11,0,13,92,222
0159002001,86,10,2,17,0,15,103,233
0159001000,73,11,0,0,0,15,107,206
0159001003,166,38,12,11,0,4,15,246
0159002005,63,4,0,13,0,9,81,170
0159003005,0,0,0,0,0,0,0,0
0159003006,35,11,0,2,0,0,29,77
0159003004,109,15,6,10,0,4,39,183
0159003001,74,10,4,3,0,8,77,176
0159001002,62,24,0,2,0,2,38,128
0159001006,68,17,9,17,0,11,81,203
0159001007,76,29,20,13,0,8,66,212
0159002002,91,23,19,0,0,16,96,245
0159002000,44,8,4,8,0,2,8,74
0159002003,146,2,0,33,0,3,68,252
0159003000,61,7,6,3,0,44,34,155
,,,,,,,,
"Total Records: 22",,,,,,,,
"Census Tract: 15900",,,,,,,,
