"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0069002002,7,101,4,0,0,0,2,114
0069003004,3,134,2,0,0,9,0,148
0069002000,4,87,0,0,0,2,7,100
0069002007,1,27,0,0,0,0,0,28
0069003002,1,149,0,0,0,1,0,151
0069003003,0,100,0,0,0,0,2,102
0069002001,2,62,0,0,0,0,0,64
0069002004,19,118,0,1,1,2,16,157
0069001004,27,95,1,0,0,8,19,150
0069002005,3,16,0,0,0,6,0,25
0069002006,1,73,0,0,0,0,0,74
0069003000,2,48,0,0,0,0,0,50
0069003001,0,78,0,0,0,0,0,78
0069001002,6,6,0,0,0,0,3,15
0069003005,0,41,0,0,0,0,0,41
0069003006,0,67,0,0,0,0,0,67
0069001000,13,29,0,0,0,1,1,44
0069001001,9,71,0,0,0,0,3,83
0069001003,44,39,2,1,0,6,17,109
0069001005,6,159,0,0,0,0,0,165
0069002003,12,157,0,0,0,0,0,169
,,,,,,,,
"Total Records: 22",,,,,,,,
"Census Tract: 6900",,,,,,,,
