"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0134001007,23,62,0,35,0,4,2,126
0134003003,32,42,3,11,0,5,5,98
0134001000,51,198,0,14,0,4,1,268
0134002004,12,42,5,23,0,6,0,88
0134003001,21,33,2,29,0,0,13,98
0134003002,31,88,5,10,0,3,1,138
0134001002,21,89,0,0,0,2,0,112
0134001005,11,17,0,12,0,1,11,52
0134002006,3,28,2,0,0,0,10,43
0134002010,8,19,4,14,0,0,0,45
0134003005,14,81,0,7,0,2,4,108
0134001001,30,113,0,11,0,6,3,163
0134001006,17,64,0,0,0,4,10,95
0134002012,0,0,0,0,0,0,0,0
0134003006,30,35,1,22,0,7,3,98
0134001004,9,2,0,0,0,0,0,11
0134002000,19,29,0,0,0,1,1,50
0134002009,26,72,0,4,0,3,1,106
0134002013,0,0,0,0,0,0,0,0
0134003000,12,123,1,0,0,0,4,140
0134003004,10,48,1,23,0,5,4,91
0134001003,41,52,1,3,0,13,4,114
0134001008,32,59,0,32,0,0,4,127
0134002003,17,30,0,33,0,0,5,85
0134002007,16,47,0,0,0,0,4,67
0134002011,32,4,0,0,0,1,9,46
0134002001,18,59,0,17,0,11,1,106
0134002002,23,48,4,23,0,4,5,107
0134002008,13,58,3,0,0,4,0,78
0134002014,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 31",,,,,,,,
"Census Tract: 13400",,,,,,,,
