"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0213001007,1,0,0,0,0,1,0,2
0213001013,30,0,0,0,0,0,1,31
0213001012,117,0,12,0,0,7,7,143
0213001015,102,4,0,1,0,0,0,107
0213001009,45,24,0,0,0,6,8,83
0213001002,8,0,0,0,0,0,0,8
0213001006,2,0,0,0,0,0,0,2
0213001011,75,0,1,0,0,3,0,79
0213001014,167,4,1,8,0,9,2,191
0213001001,0,0,0,0,0,0,0,0
0213001003,62,0,0,0,0,0,2,64
0213001004,55,0,0,5,0,0,0,60
0213001005,43,9,1,1,0,3,5,62
0213001000,0,0,0,0,0,0,0,0
0213001008,158,13,3,0,0,2,8,184
0213001010,108,4,3,1,0,6,0,122
0213001016,108,1,6,0,0,2,12,129
,,,,,,,,
"Total Records: 18",,,,,,,,
"Census Tract: 21300",,,,,,,,
