"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0068001004,0,0,0,0,0,0,0,0
0068004001,1,166,0,0,0,0,0,167
0068004003,1,20,0,0,0,3,0,24
0068001007,2,79,0,0,0,0,0,81
0068002000,0,147,1,0,0,6,0,154
0068001000,1,81,1,0,0,1,0,84
0068001001,3,131,0,0,0,0,0,134
0068003001,8,195,1,0,0,0,0,204
0068003003,0,95,0,0,0,0,0,95
0068001006,0,157,1,0,0,2,0,160
0068002003,1,93,0,0,0,2,0,96
0068002004,0,107,0,0,0,1,0,108
0068001005,2,192,3,0,0,8,0,205
0068001008,0,28,0,0,0,0,0,28
0068003002,0,161,0,0,0,1,0,162
0068004000,2,145,0,0,0,2,3,152
0068004004,8,102,0,7,2,0,0,119
0068001002,0,0,0,0,0,0,0,0
0068002001,6,200,0,0,0,0,7,213
0068003000,1,195,0,0,0,2,0,198
0068003005,1,70,0,0,0,0,0,71
0068004005,0,51,0,9,0,2,0,62
0068001003,0,0,0,0,0,0,0,0
0068001009,0,77,0,0,0,1,0,78
0068002002,7,222,4,0,2,5,6,246
0068002005,1,77,0,0,0,0,0,78
0068003004,0,48,0,0,0,3,0,51
0068004002,1,29,0,0,0,0,0,30
,,,,,,,,
"Total Records: 29",,,,,,,,
"Census Tract: 6800",,,,,,,,
