"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0070001001,3,141,0,0,0,3,10,157
0070001006,2,52,0,0,0,0,0,54
0070004000,0,87,0,0,0,0,0,87
0070004001,2,90,2,0,0,2,0,96
0070004011,0,130,0,0,0,1,5,136
0070001004,0,73,0,0,0,0,0,73
0070002005,7,107,0,0,0,6,11,131
0070003001,9,155,0,0,1,2,4,171
0070003004,5,150,0,0,0,0,2,157
0070004005,0,80,0,0,0,0,0,80
0070004008,0,65,0,0,0,0,0,65
0070004009,9,68,0,0,0,0,0,77
0070001002,8,164,0,0,0,5,6,183
0070002001,24,133,9,0,0,6,5,177
0070004007,0,0,0,0,0,0,0,0
0070002000,13,108,0,0,0,1,21,143
0070002003,24,150,0,0,0,6,17,197
0070002004,11,110,1,0,0,6,12,140
0070001003,7,179,1,0,0,0,0,187
0070001005,0,60,0,0,0,1,0,61
0070003002,1,50,0,0,0,0,0,51
0070003003,12,72,0,0,0,0,0,84
0070004002,0,28,0,0,0,0,0,28
0070004003,0,47,0,0,0,0,0,47
0070004004,0,23,0,0,0,0,0,23
0070004006,0,112,0,0,0,0,0,112
0070004010,0,0,0,0,0,0,0,0
0070003005,2,112,0,0,0,0,0,114
0070001000,29,122,0,0,0,5,24,180
0070004012,1,20,0,0,0,0,0,21
0070002002,5,221,0,0,0,5,3,234
0070003000,0,119,0,0,0,0,8,127
,,,,,,,,
"Total Records: 33",,,,,,,,
"Census Tract: 7000",,,,,,,,
