"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0179001000,41,3,0,0,0,13,18,75
0179001004,1,0,0,1,0,0,0,2
0179002000,83,2,0,19,1,1,16,122
0179002001,89,1,5,0,0,7,12,114
0179003004,133,0,8,0,0,5,18,164
0179004008,8,0,0,0,0,0,0,8
0179004004,42,0,0,1,0,0,0,43
0179004010,31,0,2,0,0,2,0,35
0179001002,10,0,0,1,0,0,0,11
0179001005,34,0,3,0,0,0,5,42
0179002004,92,0,1,0,0,5,1,99
0179003001,11,0,0,1,0,1,0,13
0179003003,142,9,3,6,0,4,2,166
0179001008,14,3,0,1,0,2,0,20
0179002003,58,7,0,1,0,0,5,71
0179003005,155,2,1,8,1,0,17,184
0179003009,74,4,2,2,0,11,9,102
0179004006,58,3,6,0,0,2,10,79
0179004005,21,0,0,0,0,0,4,25
0179001003,0,0,0,0,0,0,0,0
0179001007,77,3,4,0,0,6,9,99
0179002002,108,4,3,5,0,7,10,137
0179002005,75,0,0,1,0,6,0,82
0179003000,7,0,0,0,0,0,0,7
0179003010,75,0,0,4,0,10,1,90
0179001001,46,2,0,0,0,0,4,52
0179002006,66,0,1,0,1,4,1,73
0179003006,112,2,4,0,0,2,19,139
0179004000,117,5,0,0,0,2,12,136
0179004001,96,0,2,0,0,3,5,106
0179004002,22,0,0,18,0,2,5,47
0179004003,28,0,2,0,0,0,1,31
0179004009,41,0,2,4,0,3,11,61
0179001006,287,21,7,5,0,16,30,366
0179003002,90,1,4,0,0,4,15,114
0179003008,138,1,7,0,0,4,2,152
0179004007,34,0,0,0,0,0,0,34
,,,,,,,,
"Total Records: 38",,,,,,,,
"Census Tract: 17900",,,,,,,,
