"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0194002002,49,0,0,1,0,1,0,51
0194001000,1029,8,3,28,0,10,7,1085
0194001004,99,0,0,0,0,3,0,102
0194001008,48,0,0,0,0,0,0,48
0194002000,45,1,0,0,0,0,1,47
0194002001,304,4,1,7,1,0,2,319
0194001005,51,0,0,0,0,0,0,51
0194001006,69,3,0,0,0,7,1,80
0194002009,183,5,0,9,0,0,3,200
0194001002,92,0,0,3,0,1,2,98
0194001010,49,0,0,2,0,0,0,51
0194002003,105,0,1,0,0,0,3,109
0194002008,147,4,0,5,0,2,0,158
0194001012,114,2,0,0,0,4,8,128
0194002006,131,0,1,1,0,1,0,134
0194002010,63,0,0,0,0,0,0,63
0194001001,0,0,0,0,0,0,0,0
0194001009,44,0,0,0,0,0,0,44
0194001011,64,0,0,0,0,0,0,64
0194001013,96,0,0,0,0,0,0,96
0194002004,429,16,6,7,0,22,22,502
0194002005,0,0,0,0,0,0,0,0
0194001003,0,0,0,0,0,0,0,0
0194001007,56,0,0,0,0,0,0,56
0194002007,112,1,0,0,0,0,0,113
0194002011,46,0,0,0,0,0,0,46
,,,,,,,,
"Total Records: 27",,,,,,,,
"Census Tract: 19400",,,,,,,,
