"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0023002006,7,69,0,0,0,6,0,82
0023002009,10,103,0,0,0,2,0,115
0023002013,0,60,0,0,0,0,0,60
0023004005,3,167,0,0,0,0,0,170
0023001003,0,0,0,0,0,0,0,0
0023002002,6,89,0,3,0,0,1,99
0023002010,11,89,0,0,0,0,4,104
0023005005,4,76,0,0,0,0,0,80
0023001006,4,95,0,0,0,6,3,108
0023002005,1,60,1,0,0,4,0,66
0023003000,5,9,0,0,0,3,0,17
0023003003,5,94,1,0,0,0,0,100
0023003004,14,76,0,0,0,0,0,90
0023005000,3,95,1,0,0,1,0,100
0023001000,0,0,0,0,0,0,0,0
0023001008,6,12,0,0,0,0,0,18
0023001009,0,0,0,0,0,0,0,0
0023001012,0,0,0,0,0,0,0,0
0023002004,1,64,0,4,0,0,0,69
0023003001,2,26,0,0,0,3,0,31
0023003002,11,70,0,0,0,0,0,81
0023003007,15,73,1,0,0,0,0,89
0023003008,8,83,2,0,0,2,0,95
0023004002,5,83,0,0,0,0,0,88
0023004006,9,180,0,0,0,3,0,192
0023005004,6,94,0,0,0,1,0,101
0023001001,10,69,3,0,0,0,0,82
0023001005,5,75,0,0,0,1,3,84
0023002007,7,63,1,0,0,0,4,75
0023002012,2,90,0,4,0,0,2,98
0023003010,6,53,0,0,0,0,0,59
0023003013,14,87,0,6,0,1,5,113
0023004001,0,126,0,0,0,0,0,126
0023005002,0,0,0,0,0,0,0,0
0023005007,3,91,0,0,0,1,0,95
0023001004,6,57,0,0,0,0,4,67
0023005003,14,198,0,5,0,14,0,231
0023001002,7,152,0,1,0,4,0,164
0023001010,0,0,0,0,0,0,0,0
0023002003,8,103,0,0,0,10,0,121
0023002008,0,23,1,0,0,0,0,24
0023002011,3,122,0,0,0,3,0,128
0023003005,2,72,0,0,0,2,0,76
0023003011,13,54,0,0,0,0,0,67
0023003012,19,75,0,0,0,0,0,94
0023004003,0,87,0,0,0,0,0,87
0023005001,0,0,0,0,0,0,0,0
0023001011,0,0,0,0,0,0,0,0
0023002000,3,64,0,0,0,2,0,69
0023002001,4,80,0,2,0,0,0,86
0023003006,14,121,0,0,0,2,4,141
0023003009,0,0,0,0,0,0,0,0
0023004000,4,281,1,0,0,2,0,288
0023004004,5,108,1,0,0,5,0,119
0023005006,12,65,0,1,0,4,0,82
0023001007,4,90,0,0,0,0,1,95
,,,,,,,,
"Total Records: 57",,,,,,,,
"Census Tract: 2300",,,,,,,,
