"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0073002006,85,1,6,2,0,1,0,95
0073003006,60,0,0,11,0,5,1,77
0073001004,191,9,3,20,0,7,0,230
0073002003,111,1,0,8,0,4,0,124
0073002005,96,1,3,0,0,0,0,100
0073002002,50,0,0,1,0,0,0,51
0073002004,153,7,0,8,0,6,4,178
0073001003,168,9,0,36,0,4,0,217
0073003007,40,2,5,0,0,0,1,48
0073003008,0,0,0,0,0,0,0,0
0073001000,72,3,0,5,0,4,2,86
0073001002,118,0,3,0,0,0,0,121
0073001005,135,3,0,1,0,1,0,140
0073002000,0,0,0,0,0,0,0,0
0073003002,79,4,1,0,0,2,3,89
0073001001,217,3,1,4,0,0,3,228
0073002001,99,3,1,0,0,1,3,107
0073003000,41,1,1,17,0,0,5,65
0073003003,114,3,2,2,0,4,5,130
0073001006,64,0,0,3,0,0,0,67
0073003001,55,4,0,1,0,1,0,61
,,,,,,,,
"Total Records: 22",,,,,,,,
"Census Tract: 7300",,,,,,,,
