"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0032001001,0,0,0,0,0,0,0,0
0032001004,26,57,0,20,0,2,0,105
0032002004,34,37,0,6,0,6,0,83
0032003003,47,24,0,13,0,2,0,86
0032003009,36,25,0,28,0,4,0,93
0032001008,41,48,0,0,0,5,1,95
0032001010,24,22,0,0,0,0,0,46
0032002002,16,25,0,39,0,2,0,82
0032002001,38,30,0,3,0,7,0,78
0032002006,41,31,0,8,0,0,6,86
0032003011,29,78,0,3,0,10,0,120
0032001002,12,4,0,1,0,0,0,17
0032001005,26,51,1,20,0,0,0,98
0032001009,46,60,0,0,0,1,0,107
0032002000,27,34,0,2,0,3,0,66
0032001007,32,36,0,0,0,0,0,68
0032002003,44,12,1,9,0,0,0,66
0032002008,38,32,0,13,0,0,0,83
0032002009,22,73,0,18,0,3,2,118
0032003008,0,0,0,0,0,0,0,0
0032002010,36,37,0,5,0,3,1,82
0032003002,30,19,0,8,0,1,0,58
0032003005,39,37,0,5,0,1,4,86
0032003010,36,38,0,0,0,4,0,78
0032001003,11,49,0,28,0,0,0,88
0032001012,38,32,0,0,0,5,0,75
0032001013,22,47,0,0,0,1,0,70
0032001014,27,27,0,11,0,4,0,69
0032003001,18,29,3,2,0,3,4,59
0032003004,21,71,0,0,0,4,0,96
0032003006,46,13,0,10,0,3,2,74
0032001000,0,0,0,0,0,0,0,0
0032001006,35,38,0,14,0,4,0,91
0032001011,30,32,0,15,0,0,0,77
0032002005,33,45,0,17,0,2,0,97
0032002007,34,38,0,2,0,3,1,78
0032003000,29,50,0,22,0,0,5,106
0032003007,36,13,0,0,0,2,0,51
,,,,,,,,
"Total Records: 39",,,,,,,,
"Census Tract: 3200",,,,,,,,
