"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0123001018,0,0,0,0,0,0,0,0
0123001008,0,0,0,0,0,0,0,0
0123001010,31,34,0,0,0,3,1,69
0123001014,0,0,0,0,0,0,0,0
0123001016,0,0,0,0,0,0,0,0
0123001023,0,0,0,0,0,0,0,0
0123001000,35,196,0,0,0,11,0,242
0123001007,0,0,0,0,0,0,0,0
0123001012,0,0,0,0,0,0,0,0
0123001002,15,89,3,44,0,2,5,158
0123001005,0,55,6,0,0,0,0,61
0123001015,0,0,0,0,0,0,0,0
0123001001,23,56,6,0,0,1,0,86
0123001009,4,10,0,6,0,0,0,20
0123001019,38,135,2,9,0,12,3,199
0123001022,0,0,0,0,0,0,0,0
0123001003,4,39,0,0,0,0,4,47
0123001006,0,0,0,0,0,0,0,0
0123001011,0,0,0,0,0,0,0,0
0123001013,0,0,0,0,0,0,0,0
0123001017,106,78,3,62,0,4,26,279
0123001004,4,56,1,0,0,3,1,65
0123001020,3,9,0,0,0,0,0,12
0123001021,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 12300",,,,,,,,
