"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0161001004,0,0,0,0,0,0,0,0
0161001005,90,3,4,7,0,9,72,185
0161001006,42,3,1,4,0,1,18,69
0161002002,0,0,0,0,0,0,0,0
0161003000,118,3,5,22,0,30,46,224
0161003002,79,6,3,0,0,7,25,120
0161003004,53,2,1,2,0,9,28,95
0161003012,63,0,1,0,0,8,21,93
0161002008,37,3,5,9,0,2,49,105
0161003003,27,0,0,0,0,0,16,43
0161003013,49,1,1,9,7,0,24,91
0161003009,12,0,0,0,0,0,0,12
0161003014,40,4,6,0,0,0,25,75
0161003010,2,0,0,0,0,0,0,2
0161002000,79,22,2,21,0,18,40,182
0161002001,125,7,29,10,0,18,38,227
0161002006,50,0,1,5,0,0,30,86
0161002007,27,3,3,14,0,0,8,55
0161003005,52,6,0,3,0,2,9,72
0161003007,30,0,0,0,0,8,4,42
0161001000,58,6,3,3,0,13,62,145
0161001001,70,7,3,0,0,9,32,121
0161001002,143,17,6,5,0,18,33,222
0161002009,42,7,0,6,0,4,35,94
0161003008,18,0,0,0,0,0,8,26
0161003011,0,0,0,0,0,0,0,0
0161001003,87,0,1,12,0,2,19,121
0161003006,35,0,1,6,0,0,16,58
0161002003,0,0,0,0,0,0,0,0
0161003001,85,4,21,29,0,7,63,209
,,,,,,,,
"Total Records: 31",,,,,,,,
"Census Tract: 16100",,,,,,,,
