"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0200001005,54,0,0,0,0,2,9,65
0200001008,0,0,0,0,0,0,0,0
0200001010,63,0,0,0,0,1,0,64
0200001011,45,3,1,25,0,5,2,81
0200001018,40,0,0,5,0,0,0,45
0200001020,42,0,0,0,0,0,0,42
0200002010,4,0,1,0,0,0,0,5
0200002016,54,0,6,0,0,0,4,64
0200001012,0,0,0,0,0,0,0,0
0200001015,43,0,0,0,0,1,0,44
0200002003,50,0,0,0,0,3,10,63
0200002008,22,0,0,0,0,0,0,22
0200002018,205,40,9,16,0,19,27,316
0200001013,74,2,0,2,0,4,0,82
0200001019,19,0,0,0,0,0,0,19
0200002006,151,0,0,0,0,5,9,165
0200002007,64,1,0,0,2,1,1,69
0200002013,596,118,11,46,0,31,84,886
0200001009,43,0,0,1,0,1,0,45
0200001017,34,0,0,2,0,0,2,38
0200002000,0,0,0,0,0,0,0,0
0200001002,56,0,4,0,0,4,1,65
0200001003,31,0,1,0,0,0,1,33
0200001007,18,2,0,0,0,0,0,20
0200001016,46,3,0,0,0,6,0,55
0200001024,140,1,0,12,0,14,14,181
0200002009,19,0,0,3,0,0,0,22
0200002011,0,0,0,0,0,0,0,0
0200002014,0,0,0,0,0,0,0,0
0200001000,0,0,0,0,0,0,0,0
0200001006,0,0,0,0,0,0,0,0
0200001014,36,0,0,0,0,0,0,36
0200001025,21,0,0,0,0,1,4,26
0200002005,74,0,0,6,0,0,0,80
0200002012,127,1,0,3,0,6,9,146
0200002017,29,0,1,0,0,1,3,34
0200001001,0,0,0,0,0,0,0,0
0200001021,38,0,0,1,1,0,2,42
0200001022,43,0,0,0,0,0,1,44
0200001023,114,0,0,5,0,3,3,125
0200002015,12,0,0,0,0,0,3,15
0200001004,41,0,4,4,0,5,5,59
0200001026,6,0,0,1,0,3,0,10
0200002001,0,0,0,0,0,0,0,0
0200002002,77,3,0,11,0,11,15,117
0200002004,58,0,0,0,0,0,0,58
,,,,,,,,
"Total Records: 47",,,,,,,,
"Census Tract: 20000",,,,,,,,
