"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0175001002,98,0,8,32,0,16,95,249
0175003005,124,5,1,0,0,6,102,238
0175001006,103,0,6,30,0,8,61,208
0175003002,71,3,13,0,0,8,67,162
0175001001,33,0,0,1,0,4,10,48
0175002000,71,14,2,0,0,15,42,144
0175003000,71,3,3,3,0,7,64,151
0175001005,37,0,3,0,0,0,18,58
0175002003,88,7,1,8,0,9,39,152
0175004000,70,15,5,10,0,11,132,243
0175004001,88,2,1,19,0,13,90,213
0175002002,63,1,7,0,0,4,62,137
0175001003,41,6,0,0,0,0,9,56
0175002004,94,3,14,17,0,29,75,232
0175002005,98,17,8,19,0,18,63,223
0175003001,10,5,0,0,0,0,14,29
0175003006,41,3,0,24,0,4,3,75
0175004002,81,16,3,0,0,6,68,174
0175001000,128,4,6,0,0,8,85,231
0175001004,0,0,0,0,0,0,0,0
0175002001,43,7,5,0,0,2,33,90
0175003003,0,0,0,0,0,0,0,0
0175003004,56,0,0,0,0,2,37,95
0175004003,64,0,0,7,0,12,99,182
0175004004,81,13,6,0,0,11,99,210
0175004005,81,37,2,0,0,9,115,244
0175004006,0,0,0,0,0,0,0,0
0175003007,84,26,24,0,6,18,128,286
,,,,,,,,
"Total Records: 29",,,,,,,,
"Census Tract: 17500",,,,,,,,
